POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 85, 0, 0, 89, 123, 31, 131, 23
1, 88, 18.4212, 0, 89, 123, 32, 131, 24
2, 88, 13.8923, 0, 89, 123, 32, 131, 24
3, 88, 14.4082, 0, 89, 123, 32, 131, 24
4, 88, 14.3633, 0, 89, 123, 32, 131, 24
5, 88, 14.8593, 0, 90, 123, 32, 131, 24
6, 88, 14.7588, 0, 90, 123, 32, 131, 24
7, 88, 15.6792, 0, 90, 123, 32, 131, 24
8, 88, 15.87, 0, 90, 123, 32, 131, 24
9, 88, 15.4155, 0, 90, 123, 32, 131, 24
10, 88, 15.0489, 0, 90, 123, 32, 131, 24
11, 88, 14.9131, 0, 90, 123, 32, 131, 24
12, 88, 14.2394, 0, 90, 123, 32, 131, 24
13, 88, 14.4712, 0, 90, 123, 32, 131, 24
14, 88, 13.5781, 0, 90, 123, 32, 131, 24
15, 88, 14.023, 0, 90, 123, 32, 131, 24
16, 88, 14.2947, 0, 90, 123, 32, 131, 24
17, 88, 14.3042, 0, 90, 123, 32, 131, 24
18, 88, 14.1503, 0, 90, 123, 32, 131, 24
19, 88, 13.7848, 0, 90, 123, 32, 131, 24
20, 88, 14.4221, 0, 90, 123, 32, 131, 24
21, 88, 13.8238, 0, 90, 123, 32, 131, 24
22, 88, 14.5139, 0, 90, 123, 32, 131, 24
23, 88, 14.0203, 0, 90, 123, 32, 131, 24
24, 88, 13.9664, 0, 90, 123, 32, 131, 24
25, 88, 14.4081, 0, 90, 123, 32, 131, 24
26, 88, 14.8821, 0, 90, 123, 32, 131, 24
27, 88, 14.7831, 0, 90, 123, 32, 131, 24
28, 88, 14.7849, 0, 90, 123, 32, 131, 24
29, 88, 14.8151, 0, 90, 123, 32, 131, 24
30, 88, 14.2006, 0, 90, 123, 32, 131, 24
31, 88, 14.2847, 0, 90, 123, 32, 131, 24
32, 88, 14.7833, 0, 90, 123, 33, 131, 24
33, 88, 14.606, 0, 90, 123, 33, 131, 24
34, 88, 15.1983, 0, 90, 123, 33, 131, 24
35, 88, 15.0381, 0, 90, 123, 33, 131, 24
36, 88, 15.4482, 0, 90, 123, 33, 131, 24
37, 88, 15.6756, 0, 90, 123, 33, 131, 24
38, 88, 15.297, 0, 90, 123, 33, 131, 24
39, 88, 14.7016, 0, 90, 123, 33, 131, 24
40, 88, 13.8972, 0, 90, 123, 33, 131, 24
41, 88, 14.0356, 0, 90, 123, 33, 131, 24
42, 88, 14.3611, 0, 91, 123, 33, 131, 24
43, 88, 15.0504, 0, 91, 123, 33, 131, 24
44, 88, 14.1002, 0, 91, 123, 33, 131, 24
45, 88, 14.1098, 0, 91, 123, 33, 131, 24
46, 88, 14.3042, 0, 91, 123, 33, 131, 24
47, 88, 13.7316, 0, 91, 123, 33, 131, 24
48, 88, 13.9231, 0, 91, 123, 33, 131, 24
49, 88, 13.339, 0, 91, 123, 33, 131, 24
50, 88, 13.7312, 0, 91, 123, 33, 131, 24
51, 88, 14.0786, 0, 91, 123, 33, 131, 24
52, 88, 14.0125, 0, 91, 123, 33, 131, 24
53, 88, 13.5753, 0, 91, 123, 33, 131, 24
54, 88, 13.5754, 0, 91, 123, 33, 131, 24
55, 88, 13.3165, 0, 91, 123, 33, 131, 24
56, 88, 13.5072, 0, 91, 123, 33, 131, 24
57, 88, 13.5618, 0, 91, 123, 33, 131, 24
58, 88, 13.777, 0, 91, 123, 33, 131, 24
59, 88, 13.766, 0, 91, 123, 33, 131, 24
60, 88, 13.8762, 0, 91, 123, 33, 131, 24
61, 88, 14.3743, 0, 91, 123, 33, 131, 24
62, 88, 14.9558, 0, 91, 123, 33, 131, 24
63, 88, 14.6645, 0, 91, 123, 33, 131, 24
64, 88, 13.6705, 0, 91, 123, 33, 131, 24
65, 88, 13.4438, 0, 91, 123, 33, 131, 24
66, 88, 12.7021, 0, 91, 123, 33, 131, 24
67, 88, 13.6542, 0, 91, 123, 33, 131, 24
68, 88, 13.3896, 0, 91, 123, 33, 131, 24
69, 88, 13.2584, 0, 91, 123, 33, 131, 24
70, 88, 13.8384, 0, 91, 123, 33, 131, 25
71, 88, 13.9028, 0, 91, 123, 33, 131, 25
72, 88, 13.9116, 0, 91, 123, 33, 131, 24
73, 88, 13.9689, 0, 91, 123, 33, 131, 24
74, 88, 13.9623, 0, 91, 123, 33, 131, 24
75, 88, 14.1664, 0, 91, 123, 33, 131, 24
76, 88, 14.0649, 0, 91, 123, 33, 131, 25
77, 88, 13.9249, 0, 91, 123, 33, 131, 25
78, 89, 14.9035, 0, 91, 122, 33, 131, 25
79, 89, 14.9722, 0, 91, 122, 33, 131, 25
80, 89, 14.486, 0, 92, 122, 34, 131, 25
81, 89, 14.2968, 0, 92, 122, 34, 131, 25
82, 89, 13.9687, 0, 92, 122, 34, 131, 25
83, 89, 13.6984, 0, 92, 122, 34, 131, 25
84, 89, 13.9963, 0, 92, 122, 34, 131, 25
85, 89, 13.9894, 0, 92, 122, 34, 131, 25
86, 89, 13.618, 0, 92, 122, 34, 131, 25
87, 89, 13.7725, 0, 92, 122, 34, 131, 25
88, 89, 14.0625, 0, 92, 122, 34, 131, 25
89, 89, 14.8792, 0, 92, 122, 34, 131, 25
90, 89, 14.464, 0, 92, 122, 34, 131, 25
91, 89, 14.7141, 0, 92, 122, 34, 131, 25
92, 90, 14.4965, 0, 92, 122, 34, 131, 25
93, 90, 14.4432, 0, 92, 122, 34, 131, 25
94, 90, 14.0606, 0, 92, 122, 34, 131, 25
95, 90, 14.1548, 0, 92, 122, 34, 131, 25
96, 90, 13.9475, 0, 92, 122, 34, 131, 25
97, 90, 13.9615, 0, 92, 122, 35, 131, 25
98, 90, 14.0722, 0, 92, 122, 34, 131, 25
99, 90, 14.0529, 0, 92, 122, 34, 131, 25
100, 90, 13.4989, 0, 92, 122, 35, 131, 25
101, 90, 13.6524, 0, 92, 122, 35, 131, 25
102, 90, 13.7841, 0, 92, 122, 35, 131, 25
103, 90, 13.6667, 0, 92, 122, 35, 131, 25
104, 90, 14.4159, 0, 92, 122, 35, 131, 25
105, 91, 14.512, 0, 92, 122, 35, 131, 25
106, 90, 13.8753, 0, 92, 122, 35, 131, 25
107, 91, 14.4905, 0, 92, 122, 35, 131, 25
108, 91, 14.6185, 0, 92, 122, 35, 131, 25
109, 91, 14.3333, 0, 92, 122, 35, 131, 25
110, 91, 14.3776, 0, 92, 122, 35, 131, 25
111, 91, 14.2336, 0, 93, 122, 35, 131, 25
112, 91, 14.2383, 0, 93, 122, 35, 131, 25
113, 91, 14.6467, 0, 93, 122, 35, 131, 25
114, 91, 15.0276, 0, 93, 122, 35, 131, 25
115, 91, 14.5984, 0, 93, 122, 35, 131, 25
116, 91, 14.2834, 0, 93, 122, 35, 131, 25
117, 91, 14.8832, 0, 93, 122, 35, 131, 25
118, 91, 14.9765, 0, 93, 122, 35, 131, 25
119, 91, 15.0755, 0, 93, 122, 35, 131, 25
120, 91, 15.0024, 0, 93, 122, 35, 131, 25
121, 91, 15.3792, 0, 93, 122, 35, 131, 25
122, 91, 15.14, 0, 93, 122, 35, 131, 25
123, 91, 15.305, 0, 93, 122, 35, 131, 25
124, 91, 15.0872, 0, 93, 122, 35, 131, 25
125, 91, 15.5161, 0, 93, 122, 35, 131, 25
126, 91, 16.0028, 0, 93, 122, 36, 131, 25
127, 91, 15.4715, 0, 93, 122, 36, 131, 25
128, 91, 15.7181, 0, 93, 122, 36, 131, 25
129, 92, 15.0548, 0, 93, 122, 36, 131, 25
130, 92, 16.0171, 0, 93, 122, 36, 131, 25
131, 92, 15.8855, 0, 93, 122, 36, 131, 25
132, 92, 15.956, 0, 93, 122, 36, 131, 25
133, 92, 15.7661, 0, 93, 122, 36, 131, 25
134, 92, 16.0197, 0, 93, 122, 36, 131, 25
135, 92, 15.9721, 0, 93, 122, 36, 131, 25
136, 92, 16.4339, 0, 93, 122, 36, 131, 25
137, 92, 15.8206, 0, 93, 122, 36, 131, 25
138, 92, 15.3835, 0, 93, 122, 36, 131, 25
139, 92, 14.8403, 0, 93, 122, 36, 131, 25
140, 92, 14.9264, 0, 93, 122, 36, 131, 25
141, 92, 15.2097, 0, 93, 122, 36, 131, 25
142, 92, 15.0919, 0, 93, 122, 36, 131, 25
143, 92, 15.5788, 0, 93, 122, 36, 131, 25
144, 92, 15.7503, 0, 92, 122, 36, 131, 25
145, 92, 15.5051, 0, 92, 122, 36, 131, 25
146, 92, 15.893, 0, 92, 122, 36, 131, 25
147, 92, 16.2201, 0, 92, 122, 36, 131, 25
