POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 59, 0, 0, 83, 124, 21, 129, 18
1, 58, 48.0702, 0, 84, 124, 21, 129, 18
2, 59, 45.1749, 0, 83, 124, 20, 129, 18
3, 57, 37.7121, 0, 83, 124, 20, 129, 17
4, 60, 39.7941, 0, 83, 124, 21, 129, 18
5, 59, 34.2669, 0, 83, 124, 20, 129, 18
6, 56, 43.8957, 0, 82, 124, 20, 129, 17
7, 57, 44.2161, 0, 82, 124, 20, 129, 18
8, 59, 38.0987, 0, 82, 124, 20, 129, 18
9, 58, 34.4458, 0, 82, 124, 20, 129, 17
10, 58, 36.0205, 0, 82, 124, 20, 129, 17
11, 58, 37.0677, 0, 82, 124, 20, 129, 17
12, 58, 36.2995, 0, 82, 124, 20, 129, 17
13, 58, 37.7964, 0, 82, 124, 20, 129, 17
14, 58, 37.9743, 0, 82, 124, 19, 129, 16
15, 58, 35.6932, 0, 82, 124, 19, 129, 16
16, 54, 44.7555, 0, 81, 124, 19, 129, 16
17, 55, 43.3758, 0, 81, 124, 19, 129, 16
18, 58, 38.5697, 0, 81, 124, 19, 129, 16
19, 57, 31.1057, 0, 81, 124, 19, 129, 16
20, 53, 43.9806, 0, 80, 124, 18, 129, 15
21, 53, 41.9386, 0, 80, 124, 18, 129, 15
22, 55, 37.4434, 0, 79, 124, 18, 129, 16
23, 55, 33.7322, 0, 79, 124, 18, 129, 16
24, 55, 34.2571, 0, 79, 124, 18, 129, 16
25, 54, 41.101, 0, 79, 124, 18, 129, 15
26, 54, 41.7989, 0, 80, 124, 19, 129, 15
27, 55, 44.1225, 0, 80, 124, 19, 129, 15
28, 56, 40.8599, 0, 81, 124, 19, 129, 16
29, 59, 42.7787, 0, 82, 124, 20, 129, 16
30, 60, 45.2054, 0, 82, 124, 20, 129, 16
31, 59, 42.0356, 0, 82, 124, 20, 129, 16
32, 59, 46.0491, 0, 83, 124, 21, 129, 16
33, 63, 47.9454, 0, 83, 124, 21, 129, 16
34, 61, 43.572, 0, 84, 124, 21, 129, 16
35, 61, 45.1515, 0, 84, 124, 21, 129, 16
36, 64, 43.3247, 0, 83, 124, 22, 129, 17
37, 66, 33.131, 0, 83, 124, 22, 129, 17
38, 65, 29.1592, 0, 83, 124, 22, 129, 17
39, 64, 31.6158, 0, 82, 124, 22, 129, 17
40, 61, 38.1837, 0, 82, 124, 21, 129, 17
41, 60, 45.4919, 0, 82, 124, 21, 129, 17
42, 58, 46.3596, 0, 83, 124, 21, 129, 17
43, 56, 52.3993, 0, 83, 124, 20, 129, 16
44, 57, 53.5561, 0, 83, 124, 21, 129, 17
45, 56, 49.5416, 0, 83, 124, 20, 129, 17
46, 58, 49.9735, 0, 83, 124, 21, 129, 17
47, 62, 45.9952, 0, 84, 124, 22, 129, 17
48, 62, 35.5029, 0, 83, 124, 22, 129, 17
49, 57, 49.2288, 0, 83, 124, 21, 129, 17
50, 56, 46.0109, 0, 82, 124, 20, 129, 17
51, 58, 41.6372, 0, 82, 124, 21, 129, 17
52, 59, 39.806, 0, 82, 124, 21, 129, 17
53, 60, 36.3614, 0, 82, 124, 21, 129, 17
54, 60, 36.1518, 0, 82, 124, 21, 129, 17
55, 60, 39.5563, 0, 82, 124, 21, 129, 17
56, 60, 38.2939, 0, 82, 124, 21, 129, 17
57, 61, 38.2972, 0, 82, 124, 21, 129, 17
58, 59, 36.8171, 0, 82, 124, 21, 129, 17
59, 58, 40.6891, 0, 83, 124, 21, 129, 17
60, 61, 47.8931, 0, 83, 124, 21, 129, 18
61, 59, 41.0398, 0, 83, 124, 21, 129, 17
62, 56, 55.2781, 0, 84, 124, 20, 129, 17
63, 62, 56.3599, 0, 84, 124, 21, 129, 18
64, 58, 47.8171, 0, 84, 124, 21, 129, 17
65, 55, 56.1694, 0, 83, 124, 20, 129, 17
66, 55, 52.549, 0, 83, 124, 20, 129, 17
67, 56, 53.188, 0, 83, 124, 20, 129, 17
68, 57, 46.0297, 0, 83, 124, 21, 129, 18
69, 56, 47.7306, 0, 83, 124, 20, 129, 17
70, 55, 50.2435, 0, 82, 124, 20, 129, 17
71, 55, 48.1669, 0, 82, 124, 20, 129, 17
72, 54, 51.194, 0, 82, 124, 20, 129, 17
73, 53, 54.4632, 0, 82, 124, 19, 129, 17
74, 55, 55.3589, 0, 82, 124, 20, 129, 17
75, 54, 51.9382, 0, 82, 124, 20, 129, 17
