POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 46, 0, 0, 93, 127, 17, 129, 11
1, 46, 21.3054, 0, 93, 127, 17, 129, 11
2, 43, 26.7633, 0, 93, 127, 17, 129, 11
3, 41, 35.8551, 0, 92, 127, 17, 129, 11
4, 40, 41.3253, 0, 93, 127, 16, 129, 10
5, 40, 40.9115, 0, 95, 127, 16, 129, 10
6, 42, 40.6208, 0, 97, 127, 16, 129, 10
7, 43, 35.7502, 0, 98, 127, 16, 129, 10
8, 44, 31.6586, 0, 99, 127, 16, 130, 10
9, 44, 29.7868, 0, 100, 127, 16, 130, 10
10, 44, 27.6424, 0, 100, 127, 16, 130, 10
11, 40, 37.9617, 0, 100, 127, 15, 130, 10
12, 39, 38.879, 0, 98, 127, 16, 130, 10
13, 41, 41.1883, 0, 96, 127, 16, 129, 10
14, 46, 44.3481, 0, 95, 127, 17, 129, 11
15, 46, 30.2562, 0, 94, 127, 17, 129, 11
16, 45, 34.2093, 0, 95, 127, 17, 129, 11
17, 45, 34.735, 0, 97, 127, 17, 130, 10
18, 45, 23.6242, 0, 97, 127, 17, 130, 11
19, 44, 34.2076, 0, 96, 127, 17, 129, 10
20, 46, 35.7269, 0, 95, 127, 17, 129, 11
21, 45, 31.5461, 0, 95, 127, 17, 129, 11
22, 44, 35.2992, 0, 95, 127, 17, 129, 10
23, 43, 34.0369, 0, 95, 127, 17, 129, 10
24, 43, 34.0056, 0, 93, 127, 17, 129, 11
25, 50, 41.9262, 0, 92, 127, 18, 129, 11
26, 45, 33.5708, 0, 93, 127, 17, 129, 11
27, 44, 32.1959, 0, 94, 127, 17, 129, 11
28, 47, 32.9816, 0, 95, 127, 18, 129, 11
29, 48, 24.126, 0, 94, 127, 18, 129, 11
30, 46, 30.0482, 0, 93, 127, 18, 129, 11
31, 47, 31.0514, 0, 92, 127, 18, 129, 11
32, 45, 29.892, 0, 93, 127, 17, 129, 11
33, 43, 34.4197, 0, 93, 127, 17, 129, 11
34, 43, 35.3463, 0, 95, 127, 17, 129, 11
35, 45, 32.9033, 0, 95, 127, 17, 129, 11
36, 44, 30.8656, 0, 95, 127, 17, 129, 11
37, 44, 35.3172, 0, 93, 127, 17, 129, 11
38, 46, 35.3602, 0, 92, 127, 18, 129, 11
39, 47, 32.5132, 0, 91, 127, 18, 129, 11
40, 47, 33.3597, 0, 91, 127, 18, 129, 11
41, 49, 33.072, 0, 90, 127, 18, 129, 12
42, 49, 32.0003, 0, 90, 127, 18, 129, 12
43, 49, 30.2265, 0, 90, 127, 18, 129, 12
44, 48, 29.7897, 0, 89, 127, 18, 129, 12
45, 47, 30.9764, 0, 89, 127, 18, 129, 12
46, 47, 34.7432, 0, 90, 127, 18, 129, 12
47, 49, 36.4262, 0, 91, 127, 18, 129, 11
48, 45, 47.5048, 0, 92, 128, 17, 129, 11
