POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 28, 0, 0, 124, 127, 13, 127, 7
1, 28, 37.2592, 0, 123, 127, 14, 127, 8
2, 29, 39.5659, 0, 122, 127, 14, 128, 8
3, 30, 40.0892, 0, 120, 127, 14, 128, 8
4, 31, 39.8175, 0, 119, 127, 14, 128, 8
5, 32, 39.8826, 0, 117, 126, 15, 128, 8
6, 33, 40.2649, 0, 115, 126, 15, 128, 8
7, 33, 42.4744, 0, 113, 126, 15, 128, 8
8, 34, 41.6383, 0, 111, 126, 15, 128, 9
9, 35, 41.0402, 0, 109, 126, 15, 128, 9
10, 35, 42.1065, 0, 107, 126, 15, 128, 9
11, 35, 41.5332, 0, 105, 126, 15, 129, 9
12, 35, 42.0254, 0, 103, 126, 15, 129, 9
13, 35, 40.7177, 0, 101, 126, 14, 129, 8
14, 34, 41.5134, 0, 98, 126, 14, 129, 8
15, 35, 41.1231, 0, 97, 126, 13, 129, 8
16, 34, 41.5163, 0, 95, 126, 13, 129, 8
17, 34, 39.9787, 0, 94, 126, 12, 129, 8
18, 34, 42.0219, 0, 93, 126, 12, 129, 8
19, 34, 40.0801, 0, 92, 126, 11, 129, 7
20, 34, 40.0136, 0, 92, 126, 11, 129, 7
21, 35, 43.442, 0, 91, 126, 11, 129, 8
22, 36, 48.212, 0, 91, 126, 12, 129, 8
23, 36, 50.2627, 0, 91, 126, 12, 129, 8
24, 36, 54.8648, 0, 91, 126, 13, 129, 8
25, 37, 58.3748, 0, 91, 126, 13, 129, 8
26, 38, 61.921, 0, 90, 126, 14, 129, 8
27, 37, 70.6701, 0, 90, 126, 13, 129, 8
28, 38, 73.2945, 0, 90, 126, 14, 129, 9
29, 38, 73.3315, 0, 89, 126, 14, 129, 9
30, 38, 79.2946, 0, 89, 126, 14, 129, 9
31, 37, 78.4459, 0, 89, 126, 15, 129, 9
32, 38, 85.3713, 0, 89, 126, 15, 129, 9
33, 40, 88.8471, 0, 89, 126, 15, 129, 9
34, 40, 93.3421, 0, 89, 126, 16, 129, 9
35, 42, 98.6872, 0, 90, 126, 16, 129, 10
36, 42, 103.18, 0, 90, 126, 16, 129, 10
37, 42, 108.399, 0, 90, 126, 17, 129, 10
38, 42, 106.459, 0, 90, 126, 17, 129, 10
39, 43, 106.52, 0, 90, 126, 17, 129, 10
40, 43, 110.031, 0, 91, 126, 18, 129, 11
41, 43, 110.102, 0, 91, 126, 18, 129, 11
42, 44, 108.198, 0, 91, 126, 18, 129, 11
43, 44, 110.026, 0, 92, 126, 19, 129, 11
44, 44, 109.03, 0, 92, 126, 19, 129, 11
45, 45, 112.197, 0, 92, 126, 19, 129, 11
46, 45, 107.37, 0, 92, 126, 20, 129, 11
47, 44, 111.193, 0, 92, 126, 20, 129, 11
48, 43, 110.159, 0, 92, 126, 20, 129, 11
49, 42, 104.744, 0, 92, 126, 20, 129, 11
50, 41, 101.217, 0, 92, 126, 20, 129, 11
51, 41, 97.7011, 0, 92, 126, 20, 129, 11
52, 41, 97.1294, 0, 92, 126, 20, 129, 11
53, 40, 94.2686, 0, 93, 126, 20, 129, 11
54, 40, 93.6318, 0, 94, 126, 20, 129, 11
55, 41, 91.1817, 0, 96, 126, 20, 129, 11
56, 42, 88.6971, 0, 97, 126, 20, 129, 11
57, 43, 83.8816, 0, 97, 126, 20, 128, 11
58, 45, 83.1681, 0, 98, 126, 21, 128, 12
59, 47, 78.3281, 0, 99, 126, 21, 128, 13
60, 49, 74.6624, 0, 100, 127, 21, 128, 13
61, 52, 72.3157, 0, 101, 127, 22, 128, 14
62, 54, 68.9048, 0, 101, 127, 22, 128, 15
63, 56, 65.7391, 0, 102, 127, 23, 128, 15
64, 60, 64.3492, 0, 103, 127, 24, 128, 16
65, 62, 60.0635, 0, 104, 127, 24, 128, 17
66, 65, 56.2906, 0, 104, 127, 24, 128, 18
67, 68, 54.0429, 0, 105, 127, 25, 128, 18
68, 72, 53.6728, 0, 106, 127, 25, 128, 19
69, 75, 51.5193, 0, 106, 127, 26, 128, 20
70, 78, 48.3932, 0, 107, 127, 27, 128, 21
71, 82, 51.1119, 0, 108, 127, 28, 128, 22
72, 85, 52.6835, 0, 108, 127, 29, 128, 24
73, 88, 50.7857, 0, 109, 127, 30, 128, 25
74, 92, 50.6462, 0, 109, 127, 31, 128, 26
75, 96, 52.3619, 0, 110, 127, 32, 127, 27
76, 100, 55.6926, 0, 110, 127, 33, 127, 28
77, 104, 53.5042, 0, 111, 127, 34, 127, 29
78, 108, 57.9761, 0, 111, 127, 35, 127, 30
79, 112, 59.6445, 0, 112, 127, 37, 127, 32
80, 116, 61.77, 0, 112, 127, 38, 127, 33
