POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 64, 0, 0, 80, 121, 29, 131, 25
1, 64, 9.46234, 0, 80, 121, 29, 131, 25
2, 63, 9.32426, 0, 80, 121, 29, 131, 24
3, 63, 9.45226, 0, 80, 121, 29, 131, 24
4, 63, 9.75969, 0, 80, 121, 29, 131, 24
5, 63, 9.56108, 0, 81, 121, 29, 131, 24
6, 63, 9.41452, 0, 80, 121, 29, 131, 24
7, 62, 9.59406, 0, 80, 121, 29, 131, 24
8, 62, 9.6896, 0, 80, 121, 28, 131, 24
9, 62, 9.71588, 0, 80, 121, 28, 131, 24
10, 62, 9.52851, 0, 80, 121, 28, 131, 24
11, 61, 9.6412, 0, 81, 121, 28, 131, 24
12, 61, 9.47816, 0, 81, 121, 28, 131, 23
13, 61, 9.95618, 0, 81, 121, 28, 131, 23
14, 60, 9.06618, 0, 80, 121, 28, 131, 23
15, 60, 8.66612, 0, 80, 121, 27, 131, 23
16, 60, 8.64621, 0, 80, 121, 27, 131, 22
17, 59, 9.47124, 0, 81, 121, 27, 131, 22
18, 59, 8.36713, 0, 81, 121, 27, 131, 22
19, 59, 8.32565, 0, 81, 121, 27, 131, 22
20, 59, 8.82377, 0, 81, 121, 27, 131, 22
21, 59, 9.22734, 0, 81, 121, 26, 131, 22
22, 59, 8.56934, 0, 81, 121, 26, 131, 22
23, 59, 8.16811, 0, 81, 121, 26, 131, 21
24, 58, 9.17021, 0, 81, 121, 26, 131, 21
25, 58, 8.025, 0, 81, 121, 26, 131, 21
26, 58, 8.28325, 0, 81, 121, 26, 131, 21
27, 58, 7.80904, 0, 81, 121, 26, 131, 21
28, 57, 7.7905, 0, 81, 121, 26, 131, 21
29, 57, 7.74115, 0, 81, 121, 25, 131, 21
30, 57, 7.70471, 0, 81, 121, 25, 131, 20
31, 57, 8.14973, 0, 81, 121, 25, 131, 20
32, 57, 7.96427, 0, 81, 121, 25, 131, 20
33, 57, 8.09564, 0, 81, 121, 25, 131, 20
34, 57, 7.55912, 0, 81, 121, 25, 131, 20
35, 57, 7.32748, 0, 81, 121, 25, 131, 20
36, 57, 7.45139, 0, 81, 121, 25, 131, 20
37, 56, 7.85286, 0, 81, 121, 25, 131, 20
38, 56, 8.25536, 0, 81, 121, 25, 131, 20
39, 56, 8.13693, 0, 81, 121, 25, 131, 20
40, 56, 8.31364, 0, 81, 121, 25, 131, 19
41, 56, 8.60681, 0, 81, 121, 25, 131, 19
42, 56, 8.26089, 0, 81, 121, 25, 131, 19
43, 55, 7.7158, 0, 81, 121, 25, 131, 19
44, 55, 8.03843, 0, 81, 121, 25, 131, 19
45, 55, 8.92691, 0, 82, 121, 25, 131, 19
46, 55, 8.5232, 0, 82, 121, 25, 131, 19
47, 55, 7.98932, 0, 82, 121, 25, 131, 19
48, 55, 7.57361, 0, 82, 121, 25, 131, 19
49, 55, 7.67462, 0, 82, 121, 25, 131, 18
50, 55, 7.77987, 0, 82, 121, 25, 131, 18
51, 55, 8.29532, 0, 82, 121, 25, 131, 18
52, 54, 8.12925, 0, 82, 121, 25, 131, 18
53, 54, 7.96367, 0, 82, 121, 25, 131, 18
54, 54, 8.70191, 0, 82, 121, 25, 131, 18
55, 55, 8.45041, 0, 82, 120, 25, 131, 18
56, 54, 8.29368, 0, 82, 120, 25, 131, 18
57, 54, 8.51688, 0, 82, 120, 25, 131, 18
58, 54, 8.56225, 0, 82, 120, 24, 131, 18
59, 54, 8.68437, 0, 82, 120, 24, 131, 18
60, 54, 8.11321, 0, 82, 120, 25, 131, 18
61, 54, 7.60139, 0, 82, 120, 25, 131, 18
62, 54, 7.64115, 0, 82, 120, 25, 131, 18
63, 54, 7.83249, 0, 82, 120, 24, 131, 18
64, 53, 8.11501, 0, 82, 120, 24, 131, 18
65, 53, 8.66879, 0, 83, 120, 24, 131, 17
66, 53, 7.99237, 0, 83, 120, 24, 131, 17
67, 53, 8.56748, 0, 83, 120, 24, 131, 17
68, 49, 87.2004, 6.18618, 86, 119, 24, 131, 18
69, 49, 10.7306, 0.561924, 86, 119, 24, 131, 18
70, 49, 10.3508, 0, 86, 119, 24, 131, 18
71, 49, 11.1167, 0, 86, 119, 24, 131, 18
72, 48, 11.4092, 0, 86, 119, 24, 132, 18
73, 47, 14.4929, 0, 86, 119, 23, 132, 17
74, 47, 11.1554, 0, 87, 119, 23, 132, 17
75, 46, 12.66, 0, 87, 119, 23, 132, 17
76, 46, 13.938, 0, 87, 119, 23, 132, 17
77, 46, 11.423, 0, 87, 119, 23, 132, 17
78, 46, 11.5861, 0, 87, 119, 22, 132, 17
79, 45, 13.0089, 0, 87, 119, 22, 132, 17
80, 45, 11.9421, 0, 88, 119, 22, 132, 17
81, 44, 11.8126, 0, 88, 119, 21, 132, 17
82, 44, 11.4458, 0, 88, 118, 21, 132, 17
83, 44, 11.9533, 0, 88, 118, 21, 132, 17
84, 43, 12.1775, 0, 88, 118, 21, 132, 17
85, 43, 12.4492, 0, 87, 119, 20, 132, 17
86, 40, 14.4252, 0, 86, 119, 18, 132, 16
87, 38, 14.5718, 0, 85, 119, 17, 132, 15
88, 36, 14.2138, 0, 84, 119, 16, 132, 14
89, 34, 12.8831, 0, 83, 120, 16, 132, 14
90, 33, 12.4182, 0, 82, 120, 15, 131, 13
91, 30, 14.106, 0, 81, 120, 14, 131, 13
92, 29, 10.8898, 0, 80, 120, 14, 131, 12
93, 27, 10.2975, 0, 79, 121, 12, 131, 11
94, 25, 10.6286, 0, 78, 121, 11, 131, 10
95, 24, 10.2606, 0, 77, 121, 10, 131, 9
96, 22, 9.86876, 0, 75, 122, 10, 130, 9
97, 20, 11.5039, 0, 74, 122, 9, 130, 8
98, 19, 7.3012, 0, 72, 122, 8, 130, 7
99, 17, 8.79472, 0, 71, 123, 7, 130, 7
100, 16, 8.36084, 0, 70, 123, 7, 130, 6
101, 14, 10.364, 0, 68, 123, 6, 130, 6
102, 13, 5.57816, 0, 67, 123, 6, 129, 5
103, 11, 7.60613, 0, 65, 124, 5, 129, 5
104, 10, 6.72922, 0, 64, 124, 5, 129, 4
105, 9, 6.84431, 0, 62, 124, 4, 129, 4
106, 8, 6.18551, 0, 61, 125, 4, 129, 3
107, 6, 6.04962, 0, 59, 125, 3, 128, 3
108, 5, 5.79052, 0, 57, 125, 3, 128, 2
109, 4, 5.1207, 0, 55, 125, 2, 128, 2
110, 3, 4.64779, 0, 53, 126, 2, 128, 2
111, 2, 4.07868, 0, 51, 126, 2, 128, 2
112, 2, 3.54984, 0, 49, 126, 1, 128, 1
113, 1, 3.46934, 0.563406, 47, 127, 1, 128, 1
