POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 25, 0, 0, 109, 124, 9, 130, 10
1, 25, 17.4775, 0, 109, 124, 10, 130, 10
2, 26, 16.9271, 0, 109, 124, 10, 131, 10
3, 26, 23.1952, 0, 110, 124, 9, 131, 10
4, 26, 22.5829, 0, 111, 124, 9, 131, 10
5, 26, 19.4083, 0, 111, 124, 9, 131, 10
6, 27, 16.7525, 0, 111, 124, 9, 131, 10
7, 27, 11.4592, 0, 111, 124, 9, 131, 10
8, 27, 14.1039, 0, 111, 123, 9, 131, 10
9, 27, 15.4791, 0, 112, 123, 10, 131, 10
10, 27, 14.3162, 0, 111, 123, 10, 131, 10
11, 27, 13.4362, 0, 111, 123, 10, 131, 10
12, 27, 10.5991, 0, 111, 123, 10, 131, 10
13, 26, 11.1757, 0, 111, 123, 10, 131, 10
14, 26, 11.5043, 0, 111, 123, 9, 131, 10
15, 26, 13.1666, 0, 111, 123, 9, 131, 10
16, 26, 13.3276, 0, 110, 123, 9, 131, 10
17, 26, 13.269, 0, 110, 123, 9, 131, 10
18, 26, 14.2155, 0, 111, 123, 9, 131, 10
19, 26, 17.109, 0, 111, 124, 9, 131, 10
20, 26, 18.392, 0, 111, 124, 9, 130, 10
21, 25, 18.0617, 0, 110, 124, 9, 130, 9
22, 25, 18.0456, 0, 109, 124, 9, 130, 9
23, 25, 16.8247, 0, 108, 124, 9, 130, 9
24, 24, 17.3781, 0, 107, 124, 9, 130, 9
25, 24, 21.8528, 0, 105, 124, 9, 130, 9
26, 24, 23.0888, 0, 104, 124, 9, 130, 9
27, 23, 22.3152, 0, 103, 124, 8, 130, 9
28, 23, 25.2362, 0, 103, 124, 8, 130, 9
29, 23, 24.0239, 0, 103, 124, 8, 130, 9
30, 22, 21.9584, 0, 103, 125, 8, 130, 9
31, 22, 22.5159, 0, 102, 125, 8, 130, 9
32, 22, 21.5832, 0, 101, 125, 8, 130, 9
33, 21, 16.2762, 0, 101, 125, 8, 130, 9
34, 21, 15.8948, 0, 100, 125, 8, 130, 9
35, 21, 13.4229, 0, 100, 125, 7, 130, 9
36, 21, 11.6179, 0, 99, 125, 7, 130, 9
37, 21, 13.863, 0, 99, 125, 7, 130, 8
38, 21, 16.6145, 0, 98, 125, 7, 130, 8
39, 21, 17.3038, 0, 97, 125, 7, 130, 8
40, 20, 18.4879, 0, 95, 125, 7, 130, 8
41, 19, 18.0169, 0, 93, 125, 7, 130, 8
42, 19, 18.1178, 0, 92, 125, 7, 130, 8
43, 19, 19.63, 0, 92, 125, 7, 130, 7
44, 19, 22.1529, 0, 93, 125, 7, 130, 7
45, 19, 23.576, 0, 93, 125, 7, 130, 7
46, 19, 23.6705, 0, 92, 125, 7, 130, 7
47, 19, 22.129, 0, 90, 125, 7, 130, 7
48, 18, 25.1963, 0, 88, 125, 7, 130, 7
49, 19, 27.8735, 0, 87, 125, 7, 130, 7
50, 19, 28.9458, 0, 86, 125, 7, 130, 7
51, 19, 33.8369, 0, 87, 125, 7, 129, 7
52, 20, 34.2658, 0, 88, 125, 7, 129, 7
53, 20, 35.0985, 0, 90, 125, 7, 129, 7
54, 22, 36.6015, 0, 94, 125, 8, 129, 7
55, 23, 30.1912, 0, 97, 125, 8, 129, 7
56, 24, 21.9983, 0, 99, 124, 8, 129, 8
57, 25, 20.9692, 0, 102, 124, 9, 129, 8
58, 27, 18.3842, 0, 105, 124, 9, 130, 9
59, 28, 19.34, 0, 107, 124, 9, 130, 9
60, 30, 20.8487, 0, 108, 124, 9, 130, 9
61, 31, 20.8579, 0, 109, 124, 10, 130, 10
62, 32, 23.3346, 0, 109, 123, 10, 130, 10
63, 33, 26.4205, 0, 109, 123, 10, 130, 10
64, 34, 27.1081, 0, 109, 123, 10, 130, 10
65, 36, 29.5073, 0, 109, 123, 11, 130, 11
66, 37, 33.2303, 0, 109, 123, 11, 130, 11
67, 39, 34.9907, 0, 108, 123, 11, 130, 12
68, 40, 36.5891, 0, 108, 123, 12, 130, 12
69, 42, 39.6865, 0, 108, 123, 12, 130, 12
70, 43, 41.3375, 0, 108, 123, 12, 130, 13
71, 44, 43.1824, 0, 107, 123, 13, 130, 13
72, 46, 46.0166, 0, 107, 123, 14, 130, 14
73, 47, 48.4457, 0, 107, 123, 14, 130, 14
74, 50, 55.0499, 0, 107, 123, 15, 130, 14
75, 51, 54.5899, 0, 106, 123, 15, 130, 15
76, 52, 57.1635, 0, 106, 123, 16, 130, 15
77, 54, 58.6811, 0, 106, 123, 16, 130, 16
78, 55, 63.4266, 0, 106, 123, 17, 130, 16
79, 56, 62.7846, 0, 106, 123, 17, 129, 17
80, 57, 64.5755, 0, 106, 123, 18, 129, 17
81, 59, 68.0608, 0, 105, 123, 18, 129, 18
