POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 61, 0, 0, 105, 123, 19, 129, 18
1, 61, 71.289, 0, 105, 123, 19, 129, 19
2, 61, 68.1843, 0, 105, 123, 19, 129, 18
3, 60, 66.2079, 0, 105, 123, 19, 129, 18
4, 61, 68.7709, 0, 105, 123, 19, 129, 19
5, 60, 66.8602, 0, 105, 123, 19, 129, 18
6, 61, 67.3549, 0, 105, 123, 19, 129, 19
7, 61, 65.3825, 0, 105, 123, 20, 129, 19
8, 60, 69.658, 0, 105, 123, 19, 129, 19
9, 61, 69.9062, 0, 105, 123, 20, 129, 19
10, 61, 72.5063, 0, 105, 123, 20, 129, 19
11, 61, 73.736, 0, 105, 123, 20, 129, 20
12, 61, 76.2217, 0, 105, 123, 20, 129, 20
13, 62, 74.5802, 0, 105, 123, 20, 129, 20
14, 64, 76.3415, 0, 105, 123, 21, 129, 20
15, 65, 75.4327, 0, 105, 123, 21, 129, 21
16, 67, 75.2674, 0, 105, 123, 21, 129, 21
17, 68, 76.507, 0, 105, 123, 22, 129, 22
18, 70, 76.1201, 0, 105, 123, 22, 129, 22
19, 71, 75.0778, 0, 105, 123, 23, 129, 23
20, 73, 74.0007, 0, 104, 123, 23, 129, 23
21, 74, 74.4075, 0, 104, 123, 23, 129, 23
22, 75, 71.7876, 0, 104, 123, 24, 129, 24
23, 77, 73.8003, 0, 104, 123, 24, 129, 24
24, 78, 72.1369, 0, 104, 123, 24, 129, 25
25, 80, 72.0765, 0, 104, 123, 25, 129, 25
26, 80, 74.5601, 0, 104, 123, 25, 129, 25
27, 82, 73.6925, 0, 104, 123, 25, 129, 25
28, 83, 72.4181, 0, 104, 123, 26, 129, 26
29, 84, 75.7627, 0, 103, 123, 26, 129, 26
30, 85, 71.8812, 0, 103, 123, 26, 129, 26
31, 86, 71.6528, 0, 103, 123, 26, 129, 27
32, 88, 73.3521, 0, 103, 123, 27, 129, 27
33, 89, 69.2662, 0, 102, 123, 27, 129, 27
34, 91, 67.7568, 0, 102, 123, 28, 129, 28
35, 93, 64.2988, 0, 102, 123, 28, 129, 28
36, 93, 64.545, 0, 102, 123, 28, 130, 28
37, 96, 62.8833, 0, 102, 123, 28, 130, 29
38, 97, 59.045, 0, 102, 123, 29, 130, 29
39, 98, 58.0234, 0, 103, 123, 29, 130, 29
40, 98, 58.7486, 0, 103, 123, 29, 130, 30
41, 99, 57.8904, 0, 103, 123, 29, 130, 30
42, 99, 59.6675, 0, 103, 123, 29, 130, 30
43, 99, 57.7289, 0, 103, 123, 30, 130, 30
44, 99, 59.4608, 0, 103, 123, 30, 130, 30
45, 100, 61.1716, 0, 103, 123, 30, 130, 31
46, 102, 57.3508, 0, 103, 123, 31, 130, 31
47, 103, 58.1969, 0, 103, 123, 31, 130, 31
48, 103, 59.4332, 0, 103, 123, 31, 130, 31
49, 104, 58.292, 0, 103, 123, 31, 130, 31
50, 104, 58.0382, 0, 103, 123, 31, 130, 32
51, 103, 62.5441, 0, 103, 123, 31, 130, 32
52, 103, 60.7308, 0, 103, 123, 31, 130, 32
53, 105, 62.3528, 0, 103, 123, 31, 130, 32
54, 105, 60.4619, 0, 103, 123, 32, 130, 32
55, 107, 58.7953, 0, 104, 123, 32, 130, 33
56, 108, 57.0967, 0, 104, 123, 32, 130, 33
57, 110, 57.6199, 0, 104, 123, 32, 130, 33
58, 111, 52.4837, 0, 104, 123, 32, 130, 33
59, 112, 52.2905, 0, 104, 123, 33, 130, 34
60, 113, 53.7653, 0, 104, 123, 33, 130, 34
61, 113, 50.5919, 0, 104, 123, 33, 130, 34
62, 114, 53.4037, 0, 104, 122, 33, 130, 34
63, 114, 53.2603, 0, 104, 122, 33, 130, 34
64, 115, 54.1048, 0, 104, 122, 33, 130, 35
65, 116, 54.3938, 0, 104, 122, 33, 130, 35
66, 117, 52.6752, 0, 104, 122, 33, 130, 35
67, 118, 54.937, 0, 104, 122, 33, 130, 35
68, 119, 51.5349, 0, 104, 122, 34, 131, 36
69, 119, 51.2368, 0, 104, 122, 34, 131, 36
70, 119, 53.8412, 0, 104, 122, 34, 131, 36
71, 119, 53.6316, 0, 104, 122, 34, 131, 36
72, 120, 52.22, 0, 104, 122, 34, 131, 36
73, 121, 50.1383, 0, 104, 122, 34, 131, 36
74, 121, 50.0377, 0, 104, 122, 34, 131, 36
75, 121, 48.3479, 0, 104, 122, 34, 131, 36
76, 122, 49.2245, 0, 104, 122, 34, 131, 36
77, 122, 47.0888, 0, 104, 122, 34, 131, 36
78, 122, 46.8105, 0, 103, 122, 34, 131, 36
79, 122, 48.7687, 0, 103, 122, 34, 131, 36
80, 124, 46.4791, 0, 103, 122, 34, 131, 37
81, 125, 41.2977, 0, 103, 122, 34, 131, 37
82, 125, 37.6853, 0, 103, 122, 34, 131, 36
