POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 67, 0, 0, 102, 128, 19, 128, 10
1, 68, 58.6848, 0, 102, 128, 19, 128, 10
2, 68, 55.7936, 0, 103, 128, 19, 128, 10
3, 69, 55.2515, 0, 103, 128, 19, 128, 10
4, 68, 55.8758, 0, 103, 128, 20, 128, 11
5, 68, 64.1486, 0, 103, 128, 20, 128, 11
6, 69, 63.3202, 0, 103, 128, 20, 128, 11
7, 70, 64.5657, 0, 103, 128, 20, 128, 11
8, 71, 57.3168, 0, 102, 128, 20, 128, 11
9, 71, 57.1724, 0, 101, 128, 20, 128, 11
10, 71, 59.4726, 0, 101, 128, 20, 128, 11
11, 71, 55.4737, 0, 101, 128, 20, 128, 11
12, 72, 47.6747, 0, 101, 128, 20, 128, 11
13, 71, 40.5067, 0, 100, 128, 20, 128, 11
14, 71, 36.5319, 0, 100, 128, 20, 128, 11
15, 70, 37.5432, 0, 99, 128, 19, 128, 11
16, 70, 39.3667, 0, 98, 128, 19, 128, 11
17, 69, 38.0973, 0, 98, 128, 19, 128, 10
18, 69, 41.4584, 0, 97, 128, 19, 128, 10
19, 68, 38.8007, 0, 96, 128, 19, 128, 10
20, 69, 29.3309, 0, 96, 128, 19, 128, 10
21, 68, 32.6084, 0, 96, 128, 19, 128, 10
22, 68, 38.0851, 0, 96, 128, 19, 128, 10
23, 68, 37.6012, 0, 96, 128, 19, 128, 10
24, 68, 34.9925, 0, 96, 128, 19, 128, 10
25, 68, 38.9983, 0, 96, 128, 19, 128, 10
26, 68, 35.7916, 0, 96, 127, 19, 128, 10
27, 68, 33.9568, 0, 97, 127, 19, 128, 11
28, 67, 36.5058, 0, 97, 127, 19, 128, 10
29, 66, 43.1085, 0, 97, 127, 19, 128, 10
30, 66, 49.4155, 0, 97, 127, 19, 128, 10
31, 64, 57.4898, 0, 97, 127, 18, 128, 10
32, 62, 72.2893, 0, 97, 127, 18, 128, 10
33, 62, 71.6606, 0, 97, 127, 18, 128, 10
34, 61, 69.456, 0, 98, 127, 18, 128, 10
35, 60, 76.0047, 0, 98, 127, 18, 128, 10
36, 60, 78.0225, 0, 98, 127, 18, 128, 10
37, 62, 71.1566, 0, 99, 127, 18, 128, 10
38, 64, 58.7152, 0, 99, 127, 18, 128, 10
39, 65, 54.5307, 0, 99, 127, 19, 128, 10
40, 66, 56.1525, 0, 100, 127, 19, 128, 10
41, 67, 53.0216, 0, 100, 127, 19, 128, 10
42, 68, 50.2087, 0, 101, 127, 19, 128, 10
43, 69, 45.6642, 0, 101, 127, 19, 128, 10
44, 69, 45.4692, 0, 101, 127, 20, 128, 10
45, 69, 50.1463, 0, 101, 127, 20, 128, 11
46, 71, 42.335, 0, 101, 127, 20, 128, 11
47, 71, 40.7871, 0, 100, 127, 20, 128, 11
48, 70, 42.7386, 0, 100, 127, 20, 128, 11
49, 69, 43.5891, 0, 100, 127, 19, 128, 10
50, 68, 46.8339, 0, 99, 127, 19, 128, 10
51, 66, 56.2213, 0, 99, 127, 19, 128, 10
52, 63, 64.3372, 0, 99, 127, 19, 128, 10
53, 62, 71.8314, 0, 99, 127, 18, 128, 10
54, 62, 78.7584, 0, 99, 127, 18, 128, 10
55, 62, 82.2596, 0, 100, 127, 18, 128, 10
56, 62, 68.8242, 0, 100, 127, 18, 128, 10
57, 62, 70.9702, 0, 101, 127, 18, 128, 10
58, 62, 69.6826, 0, 101, 127, 19, 128, 10
59, 63, 72.8024, 0, 102, 127, 18, 128, 10
60, 64, 73.4928, 0, 103, 127, 19, 128, 10
61, 66, 72.8471, 0, 103, 127, 19, 128, 10
62, 68, 65.0326, 0, 104, 127, 20, 128, 10
63, 70, 60.6913, 0, 104, 127, 20, 128, 11
64, 69, 64.5716, 0, 105, 127, 20, 128, 11
65, 67, 65.7868, 0, 104, 127, 20, 128, 10
66, 68, 65.8836, 0, 104, 127, 20, 128, 10
67, 66, 66.4972, 0, 104, 127, 20, 128, 10
68, 65, 68.6784, 0, 104, 127, 19, 128, 10
