POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 0, 0, 0, 45, 128, 1, 128, 1
1, 0, 0, 0, 45, 128, 1, 128, 1
2, 0, 0, 0, 45, 128, 1, 128, 1
3, 0, 0, 0, 45, 128, 1, 128, 1
4, 0, 0, 0, 45, 128, 1, 128, 1
5, 0, 0, 0, 45, 128, 1, 128, 1
6, 0, 0, 0, 45, 128, 1, 128, 1
7, 0, 0, 0, 45, 128, 1, 128, 1
8, 0, 0, 0, 45, 128, 1, 128, 1
9, 0, 0, 0, 45, 128, 1, 128, 1
10, 3, 12.8855, 0, 51, 127, 2, 127, 2
11, 5, 10.7094, 0.46564, 57, 127, 2, 127, 2
12, 7, 11.1937, 0, 63, 127, 2, 127, 3
13, 9, 11.8998, 0, 67, 127, 3, 127, 3
14, 12, 12.3507, 0, 72, 127, 3, 127, 4
15, 14, 12.7165, 0, 76, 126, 4, 127, 5
16, 17, 13.7446, 0, 80, 126, 4, 127, 5
17, 19, 14.4661, 0, 84, 126, 5, 127, 6
18, 22, 15.3476, 0, 87, 126, 5, 127, 7
19, 24, 15.6709, 0, 91, 126, 6, 127, 8
20, 27, 17.1987, 0, 94, 126, 6, 127, 8
21, 30, 17.8882, 0, 98, 126, 7, 127, 9
22, 32, 17.4444, 0, 101, 126, 7, 127, 10
23, 35, 17.6194, 0, 104, 126, 8, 126, 11
24, 37, 21.5886, 0, 107, 126, 8, 126, 11
