POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 28, 0, 0, 115, 125, 9, 128, 7
1, 28, 19.1187, 0, 115, 125, 9, 128, 7
2, 28, 20.4894, 0, 115, 125, 9, 128, 6
3, 28, 19.5002, 0, 115, 125, 9, 128, 7
4, 29, 18.489, 0, 115, 125, 9, 128, 6
5, 28, 19.3565, 0, 115, 125, 9, 128, 6
6, 28, 19.5221, 0, 115, 125, 9, 128, 6
7, 28, 19.8009, 0, 116, 125, 9, 128, 7
8, 28, 19.6867, 0, 116, 125, 9, 128, 6
9, 28, 20.7324, 0, 116, 125, 9, 128, 6
10, 28, 20.8497, 0, 116, 125, 9, 128, 6
11, 28, 21.4508, 0, 116, 125, 9, 128, 6
12, 28, 20.3597, 0, 116, 125, 9, 128, 6
13, 28, 19.4069, 0, 116, 125, 9, 128, 6
14, 27, 20.6667, 0, 116, 125, 9, 128, 7
15, 27, 19.1278, 0, 116, 125, 9, 128, 7
16, 27, 18.5495, 0, 116, 125, 9, 128, 7
17, 26, 19.183, 0, 116, 125, 9, 128, 7
18, 26, 16.9419, 0, 116, 125, 9, 128, 7
19, 26, 15.5574, 0, 116, 125, 9, 128, 7
20, 26, 16.4216, 0, 116, 125, 9, 128, 7
21, 26, 17.3443, 0, 117, 125, 9, 128, 7
22, 27, 15.8419, 0, 117, 125, 9, 128, 7
23, 27, 15.9941, 0, 117, 125, 9, 128, 7
24, 27, 17.3256, 0, 117, 125, 9, 128, 7
25, 27, 16.2964, 0, 117, 125, 9, 128, 7
26, 27, 15.0422, 0, 117, 125, 9, 128, 7
27, 27, 15.7735, 0, 117, 125, 9, 128, 7
28, 27, 18.0585, 0, 117, 125, 9, 128, 7
29, 27, 17.1194, 0, 117, 125, 9, 128, 7
30, 27, 16.4566, 0, 117, 125, 9, 128, 7
31, 27, 16.791, 0, 117, 125, 9, 128, 7
32, 27, 17.8015, 0, 117, 125, 9, 128, 7
33, 27, 16.9479, 0, 117, 125, 9, 128, 7
34, 27, 16.5067, 0, 117, 125, 9, 128, 7
35, 28, 16.6675, 0, 117, 125, 10, 128, 7
36, 28, 17.5868, 0, 117, 125, 10, 128, 7
37, 28, 17.351, 0, 117, 125, 10, 128, 7
38, 28, 16.4064, 0, 117, 125, 10, 128, 7
39, 28, 16.9882, 0, 117, 125, 10, 128, 7
40, 29, 18.3592, 0, 117, 125, 10, 128, 7
41, 29, 17.7344, 0, 117, 125, 10, 128, 7
42, 29, 16.8734, 0, 117, 125, 10, 128, 7
43, 30, 18.2962, 0, 117, 125, 10, 128, 7
44, 30, 19.1039, 0, 117, 125, 10, 128, 7
45, 31, 19.5883, 0, 117, 125, 10, 128, 7
46, 31, 20.1712, 0, 117, 125, 10, 128, 7
47, 32, 21.0632, 0, 117, 125, 10, 128, 7
48, 32, 22.7116, 0, 117, 125, 11, 128, 7
49, 32, 22.0935, 0, 117, 125, 11, 128, 7
50, 33, 21.8011, 0, 116, 125, 11, 128, 7
51, 33, 22.1546, 0, 116, 125, 11, 128, 7
52, 33, 23.5574, 0, 116, 125, 11, 128, 8
53, 33, 22.3788, 0, 116, 125, 11, 128, 8
54, 33, 21.1147, 0, 116, 125, 11, 128, 8
55, 33, 21.4648, 0, 116, 125, 11, 128, 8
56, 33, 24.0905, 0, 116, 125, 11, 128, 8
57, 33, 22.2715, 0, 116, 125, 11, 128, 8
58, 33, 19.5021, 0, 116, 125, 11, 128, 8
59, 33, 20.4073, 0, 116, 125, 11, 128, 8
60, 34, 22.6307, 0, 116, 125, 11, 128, 8
61, 34, 22.2486, 0, 116, 125, 11, 128, 8
62, 34, 21.4797, 0, 115, 125, 11, 128, 8
63, 34, 22.9426, 0, 115, 125, 12, 127, 8
64, 35, 23.8599, 0, 115, 125, 12, 128, 8
65, 35, 23.4131, 0, 115, 125, 12, 128, 8
66, 36, 23.8018, 0, 115, 125, 12, 128, 8
67, 36, 23.8702, 0, 115, 125, 12, 128, 8
68, 37, 24.6172, 0, 115, 125, 12, 128, 8
69, 37, 23.1414, 0, 115, 125, 12, 128, 8
70, 38, 23.8364, 0, 115, 125, 12, 128, 8
71, 38, 23.6335, 0, 115, 125, 12, 128, 8
72, 38, 23.1631, 0, 115, 125, 12, 127, 8
73, 38, 23.5889, 0, 115, 125, 12, 128, 8
74, 38, 23.9096, 0, 115, 125, 12, 128, 8
75, 38, 24.1943, 0, 115, 125, 12, 127, 8
76, 38, 23.9876, 0, 115, 125, 12, 128, 8
77, 38, 22.8774, 0, 115, 125, 12, 127, 8
78, 37, 23.8314, 0, 115, 125, 12, 128, 8
79, 37, 25.9525, 0, 115, 125, 12, 127, 8
80, 37, 24.8537, 0, 115, 125, 12, 127, 8
81, 37, 24.8807, 0, 115, 125, 12, 127, 8
82, 36, 31.3216, 0, 116, 125, 11, 127, 8
83, 38, 35.3255, 0, 117, 125, 11, 127, 8
84, 42, 36.6965, 0, 117, 125, 11, 127, 8
85, 46, 37.0249, 0, 118, 126, 12, 127, 8
86, 50, 37.1352, 0, 118, 126, 13, 127, 9
87, 55, 38.5863, 0, 119, 126, 14, 127, 9
88, 61, 38.6746, 0, 119, 126, 15, 127, 10
89, 65, 34.9065, 0, 120, 126, 16, 127, 11
90, 73, 42.7737, 0, 120, 126, 18, 127, 12
91, 77, 35.5623, 0, 120, 126, 20, 127, 13
92, 85, 43.242, 0, 121, 126, 22, 127, 15
