POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 73, 0, 0, 114, 123, 17, 135, 26
1, 72, 57.9529, 0, 115, 123, 17, 135, 25
2, 71, 56.1335, 0, 115, 123, 17, 135, 25
3, 71, 57.0745, 0, 115, 123, 17, 135, 25
4, 71, 56.3632, 0, 114, 123, 17, 135, 25
5, 72, 53.9556, 0, 114, 123, 17, 135, 25
6, 72, 52.6131, 0, 115, 123, 17, 135, 25
7, 72, 48.2477, 0, 115, 123, 17, 135, 25
8, 72, 44.9988, 0, 115, 123, 17, 135, 25
9, 73, 43.3544, 0, 115, 123, 17, 135, 25
10, 73, 43.0075, 0, 115, 123, 17, 135, 25
11, 73, 39.1089, 0, 115, 123, 17, 135, 25
12, 73, 42.6755, 0, 115, 123, 17, 135, 25
13, 72, 41.9056, 0, 115, 123, 17, 136, 25
14, 72, 40.0864, 0, 115, 123, 17, 136, 25
15, 72, 38.6331, 0, 115, 123, 17, 136, 25
16, 71, 36.9536, 0, 114, 123, 17, 136, 26
17, 71, 40.4296, 0, 114, 123, 17, 136, 25
18, 71, 45.1738, 0, 114, 123, 17, 135, 25
19, 70, 46.4962, 0, 114, 123, 17, 135, 25
20, 70, 47.1434, 0, 114, 123, 17, 135, 25
21, 70, 49.3231, 0, 114, 123, 17, 135, 25
22, 70, 46.1089, 0, 113, 123, 17, 135, 26
23, 69, 47.5528, 0, 113, 123, 17, 135, 25
24, 69, 52.4475, 0, 113, 123, 17, 135, 25
25, 69, 54.799, 0, 113, 123, 17, 135, 26
26, 69, 56.7239, 0, 113, 123, 17, 134, 26
27, 70, 53.902, 0, 113, 123, 17, 134, 26
28, 70, 50.6178, 0, 113, 123, 17, 134, 26
29, 70, 55.6932, 0, 113, 123, 17, 134, 25
30, 70, 55.9759, 0, 113, 123, 17, 134, 26
31, 70, 54.0884, 0, 113, 123, 17, 134, 25
32, 69, 54.2783, 0, 113, 123, 17, 134, 25
33, 70, 56.1336, 0, 113, 123, 17, 134, 26
34, 71, 56.0364, 0, 113, 123, 17, 134, 26
35, 72, 58.6086, 0, 114, 123, 18, 134, 27
36, 72, 59.3588, 0, 114, 123, 18, 134, 27
37, 73, 62.4781, 0, 114, 123, 18, 134, 28
38, 73, 61.944, 0, 115, 123, 18, 134, 28
39, 74, 58.9697, 0, 115, 123, 18, 134, 28
40, 75, 55.7834, 0, 115, 123, 18, 134, 28
41, 76, 51.7382, 0, 115, 123, 18, 134, 29
42, 77, 50.4478, 0, 115, 123, 18, 134, 29
43, 78, 44.979, 0, 115, 123, 18, 134, 30
44, 77, 44.6476, 0, 115, 123, 18, 134, 30
45, 77, 46.1965, 0, 115, 123, 18, 134, 30
46, 77, 49.0307, 0, 115, 123, 18, 134, 30
47, 76, 50.9859, 0, 115, 123, 18, 134, 29
48, 76, 53.6385, 0, 115, 123, 18, 134, 29
49, 76, 52.5564, 0, 115, 123, 18, 134, 29
50, 76, 49.557, 0, 116, 123, 18, 134, 29
51, 76, 46.9585, 0, 116, 123, 18, 134, 28
