POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 39, 0, 0, 102, 127, 13, 127, 15
1, 39, 20.3251, 0, 102, 127, 13, 127, 15
2, 39, 20.1935, 0, 103, 127, 13, 127, 15
3, 39, 23.4126, 0, 103, 127, 13, 127, 15
4, 39, 19.9625, 0, 103, 127, 13, 127, 15
5, 38, 19.1843, 0, 103, 127, 12, 127, 15
6, 38, 19.9316, 0, 104, 127, 12, 127, 14
7, 37, 23.1912, 0, 105, 127, 12, 127, 14
8, 37, 23.5365, 0, 105, 127, 12, 127, 14
9, 37, 25.601, 0, 106, 127, 12, 127, 14
10, 37, 24.6902, 0, 107, 127, 12, 127, 14
11, 37, 25.294, 0, 107, 127, 12, 127, 14
12, 38, 27.351, 0, 108, 127, 13, 127, 14
13, 37, 27.029, 0, 108, 127, 12, 127, 14
14, 37, 29.9299, 0, 107, 127, 13, 127, 14
15, 37, 31.4838, 0, 106, 127, 13, 127, 14
16, 37, 34.0083, 0, 105, 127, 12, 127, 13
17, 37, 37.6406, 0, 104, 127, 12, 127, 14
18, 37, 34.3367, 0, 105, 127, 13, 127, 14
19, 38, 33.4136, 0, 106, 127, 13, 127, 14
20, 38, 36.8697, 0, 107, 127, 13, 127, 14
21, 39, 37.2447, 0, 108, 127, 13, 127, 14
22, 40, 35.2577, 0, 108, 127, 14, 127, 14
23, 41, 37.0872, 0, 108, 127, 14, 127, 14
24, 41, 38.4007, 0, 109, 127, 14, 127, 14
25, 39, 39.5834, 0, 110, 126, 13, 127, 14
26, 38, 37.9573, 0, 111, 126, 13, 127, 13
27, 37, 37.5639, 0, 112, 127, 13, 127, 13
28, 36, 38.2767, 0, 112, 127, 13, 127, 13
29, 35, 38.1436, 0, 112, 127, 12, 127, 13
30, 34, 34.2092, 0, 110, 127, 12, 127, 13
31, 34, 36.5276, 0, 110, 127, 12, 127, 12
32, 34, 36.8663, 0, 112, 127, 12, 127, 13
33, 35, 35.1971, 0, 113, 127, 12, 127, 13
34, 36, 32.6915, 0, 113, 127, 13, 127, 13
35, 38, 37.4333, 0, 113, 127, 13, 127, 14
36, 37, 31.665, 0, 112, 127, 13, 127, 13
37, 36, 39.6126, 0, 110, 127, 12, 127, 13
38, 36, 39.1538, 0, 109, 127, 12, 127, 13
39, 37, 43.4616, 0, 109, 127, 12, 127, 13
40, 38, 41.8317, 0, 109, 126, 13, 127, 14
41, 39, 44.9629, 0, 110, 126, 13, 127, 14
42, 40, 40.2539, 0, 109, 126, 13, 127, 14
43, 41, 42.6592, 0, 109, 126, 13, 127, 14
44, 40, 36.9204, 0, 110, 126, 13, 127, 14
45, 39, 41.6016, 0, 110, 126, 13, 127, 14
46, 38, 37.4382, 0, 110, 126, 13, 127, 14
47, 38, 35.9393, 0, 110, 127, 13, 127, 13
48, 37, 32.3903, 0, 110, 127, 13, 127, 14
49, 37, 26.6626, 0, 110, 127, 13, 127, 14
50, 37, 34.0834, 0, 110, 127, 13, 127, 14
51, 38, 33.6072, 0, 110, 127, 13, 127, 14
52, 39, 37.0547, 0, 110, 127, 13, 127, 14
53, 40, 35.9661, 0, 111, 126, 14, 127, 14
54, 40, 35.3184, 0, 111, 126, 14, 127, 14
55, 39, 33.7676, 0, 111, 126, 14, 127, 14
56, 39, 34.781, 0, 110, 126, 13, 127, 14
57, 38, 34.0339, 0, 109, 126, 13, 127, 14
58, 38, 31.474, 0, 109, 127, 13, 127, 14
59, 38, 28.1452, 0, 109, 127, 13, 127, 14
60, 38, 27.7077, 0, 109, 127, 13, 127, 14
61, 38, 24.7381, 0, 110, 127, 13, 127, 14
62, 38, 29.3229, 0, 110, 127, 13, 127, 14
63, 39, 29.4952, 0, 111, 127, 13, 127, 14
64, 39, 31.9666, 0, 112, 127, 14, 127, 14
65, 39, 34.8022, 0, 114, 126, 14, 127, 14
66, 40, 30.9113, 0, 115, 126, 14, 127, 14
67, 40, 30.0114, 0, 117, 126, 14, 127, 14
68, 40, 30.1821, 0, 118, 126, 14, 127, 14
69, 41, 29.1755, 0, 118, 126, 14, 127, 14
70, 41, 29.4642, 0, 118, 126, 15, 127, 14
71, 41, 29.9161, 0, 117, 126, 15, 127, 15
72, 41, 31.7981, 0, 117, 126, 15, 127, 15
73, 42, 30.6263, 0, 116, 126, 15, 127, 15
