POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 54, 0, 0, 71, 125, 23, 129, 9
1, 54, 4.93502, 0, 71, 125, 23, 129, 9
2, 53, 4.98342, 0, 71, 125, 23, 129, 9
3, 53, 4.87214, 0, 71, 125, 23, 129, 9
4, 53, 5.51078, 0, 71, 125, 23, 129, 9
5, 53, 5.33916, 0, 71, 125, 23, 129, 9
6, 53, 5.20008, 0, 71, 125, 23, 129, 9
7, 53, 4.89022, 0, 71, 125, 23, 129, 9
8, 53, 4.81514, 0, 71, 125, 23, 129, 9
9, 53, 4.90942, 0, 71, 125, 23, 129, 9
10, 53, 4.99346, 0, 71, 125, 23, 129, 9
11, 53, 5.15433, 0, 71, 125, 23, 129, 9
12, 53, 5.28938, 0, 71, 125, 23, 129, 9
13, 53, 4.8628, 0, 71, 125, 23, 129, 9
14, 53, 5.09232, 0, 71, 125, 23, 129, 9
15, 53, 5.76947, 0, 71, 125, 23, 129, 9
16, 53, 5.50379, 0, 71, 125, 23, 129, 9
17, 53, 4.98802, 0, 71, 125, 23, 129, 9
18, 53, 5.55782, 0, 71, 125, 23, 129, 9
19, 53, 4.75594, 0, 71, 125, 23, 129, 9
20, 53, 5.2402, 0, 71, 125, 23, 129, 9
21, 53, 4.57609, 0, 71, 125, 23, 129, 9
22, 53, 4.92938, 0, 71, 125, 23, 129, 9
23, 53, 5.59191, 0, 71, 125, 23, 129, 9
24, 53, 5.29777, 0, 71, 125, 23, 129, 9
25, 53, 4.74967, 0, 71, 125, 23, 129, 9
26, 52, 4.88045, 0, 71, 125, 23, 129, 9
27, 52, 4.87802, 0, 71, 125, 23, 129, 9
28, 52, 4.95899, 0, 71, 125, 23, 129, 9
29, 52, 5.14586, 0, 71, 125, 23, 129, 9
30, 52, 5.08557, 0, 71, 125, 23, 129, 9
31, 52, 5.47584, 0, 71, 125, 23, 129, 9
32, 52, 4.92838, 0, 71, 125, 23, 129, 9
33, 52, 5.129, 0, 71, 125, 23, 129, 9
34, 52, 4.62244, 0, 70, 125, 23, 129, 9
35, 52, 4.86212, 0, 70, 125, 23, 129, 9
36, 52, 5.13557, 0, 70, 125, 23, 129, 9
37, 52, 5.12933, 0, 70, 125, 23, 129, 9
38, 52, 5.10261, 0, 70, 125, 23, 129, 9
39, 52, 4.68396, 0, 70, 125, 23, 129, 9
40, 52, 4.80536, 0, 70, 125, 23, 129, 9
41, 52, 5.17919, 0, 70, 125, 23, 129, 9
42, 52, 4.88903, 0, 70, 125, 23, 129, 9
43, 52, 5.21454, 0, 70, 125, 23, 129, 9
44, 52, 5.0162, 0, 70, 126, 23, 129, 9
45, 52, 4.8582, 0, 70, 126, 23, 129, 9
46, 52, 5.06125, 0, 70, 126, 23, 129, 9
47, 52, 5.10654, 0, 70, 126, 23, 129, 9
48, 52, 5.18385, 0, 70, 126, 23, 129, 9
49, 51, 6.12462, 0, 70, 126, 23, 129, 9
50, 51, 5.41381, 0, 70, 126, 23, 129, 9
51, 51, 4.76097, 0, 70, 126, 23, 129, 9
52, 51, 4.8165, 0, 70, 126, 23, 129, 9
53, 51, 4.86577, 0, 70, 126, 23, 129, 9
54, 51, 4.81827, 0, 70, 126, 23, 129, 9
55, 51, 4.71964, 0, 70, 126, 23, 129, 9
56, 51, 4.63606, 0, 70, 126, 22, 129, 9
57, 51, 4.82102, 0, 70, 126, 23, 129, 9
58, 51, 4.7003, 0, 70, 126, 23, 129, 9
59, 51, 4.44823, 0, 70, 126, 22, 129, 9
60, 51, 4.40487, 0, 70, 126, 22, 129, 9
61, 51, 4.50278, 0, 70, 126, 22, 129, 9
62, 51, 4.76051, 0, 70, 126, 22, 129, 9
63, 51, 4.53366, 0, 70, 126, 22, 129, 9
64, 51, 4.55153, 0, 70, 126, 22, 129, 9
65, 51, 4.60877, 0, 70, 126, 22, 129, 9
66, 51, 4.59243, 0, 70, 126, 22, 129, 9
67, 51, 4.69837, 0, 70, 126, 22, 129, 9
68, 51, 4.55624, 0, 70, 126, 22, 129, 9
69, 50, 4.57391, 0, 70, 126, 22, 129, 9
70, 50, 4.44216, 0, 70, 126, 22, 129, 9
71, 51, 4.5329, 0, 70, 126, 22, 129, 9
72, 50, 4.45942, 0, 70, 126, 22, 129, 9
73, 50, 4.57764, 0, 70, 126, 22, 129, 9
74, 50, 5.13246, 0, 70, 126, 22, 129, 9
75, 50, 4.40291, 0, 70, 126, 22, 129, 9
76, 50, 4.44839, 0, 70, 126, 22, 129, 9
77, 50, 4.79129, 0, 70, 126, 22, 129, 9
78, 50, 4.98919, 0, 70, 126, 22, 129, 9
79, 50, 4.69336, 0, 70, 126, 22, 129, 9
80, 50, 4.3954, 0, 70, 126, 22, 129, 9
81, 50, 4.65381, 0, 70, 126, 22, 129, 9
82, 50, 4.50678, 0, 70, 126, 22, 129, 9
83, 50, 4.40806, 0, 70, 126, 22, 129, 9
84, 50, 4.4366, 0, 70, 126, 22, 129, 9
85, 50, 4.51724, 0, 70, 126, 22, 129, 9
86, 50, 4.45202, 0, 70, 126, 22, 129, 9
87, 50, 4.43946, 0, 70, 126, 22, 129, 9
88, 50, 4.60792, 0, 70, 126, 22, 129, 9
89, 50, 5.04891, 0, 70, 126, 22, 129, 9
90, 50, 4.86607, 0, 70, 126, 22, 129, 9
91, 50, 4.45297, 0, 70, 126, 22, 129, 9
92, 50, 4.67767, 0, 70, 126, 22, 129, 9
93, 50, 4.62301, 0, 70, 126, 22, 129, 9
94, 50, 4.62426, 0, 70, 126, 22, 129, 9
95, 50, 5.00229, 0, 70, 126, 22, 129, 9
96, 50, 4.87489, 0, 70, 126, 22, 129, 9
97, 50, 4.68802, 0, 70, 126, 22, 129, 9
98, 50, 4.73382, 0, 70, 126, 22, 129, 9
99, 50, 4.47614, 0, 70, 126, 22, 129, 9
100, 50, 4.74316, 0, 70, 126, 22, 129, 9
101, 50, 4.60076, 0, 70, 126, 22, 129, 9
102, 50, 4.58355, 0, 70, 126, 22, 129, 9
103, 50, 4.32751, 0, 70, 126, 22, 129, 9
104, 50, 4.29101, 0, 70, 126, 22, 129, 9
105, 50, 4.48973, 0, 70, 126, 22, 129, 9
106, 50, 4.66334, 0, 70, 126, 22, 129, 9
107, 50, 4.74202, 0, 70, 126, 22, 129, 9
108, 50, 5.03581, 0, 70, 126, 22, 129, 9
109, 50, 4.37473, 0, 70, 126, 22, 129, 9
110, 50, 4.4659, 0, 70, 126, 22, 129, 9
111, 50, 4.43736, 0, 70, 126, 22, 129, 9
112, 50, 4.59006, 0, 70, 126, 22, 129, 9
113, 50, 4.21885, 0, 70, 126, 22, 129, 9
114, 50, 4.47301, 0, 70, 126, 22, 129, 9
115, 50, 4.65158, 0, 70, 126, 22, 129, 9
116, 50, 4.35379, 0, 70, 126, 22, 129, 9
117, 50, 4.51849, 0, 70, 126, 22, 129, 9
118, 50, 4.67576, 0, 70, 126, 22, 129, 9
119, 50, 4.9305, 0, 70, 126, 22, 129, 9
120, 50, 4.31964, 0, 70, 126, 22, 129, 9
121, 50, 4.56076, 0, 70, 126, 22, 129, 9
