POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 42, 0, 0, 119, 121, 15, 134, 14
1, 41, 11.3724, 0, 120, 121, 15, 134, 13
2, 41, 9.67707, 0, 120, 121, 14, 135, 13
3, 41, 8.70444, 0, 120, 121, 14, 135, 13
4, 41, 7.93527, 0, 120, 121, 14, 135, 13
5, 41, 6.16669, 0, 120, 121, 14, 135, 13
6, 41, 5.21403, 0, 120, 121, 14, 135, 13
7, 41, 5.4308, 0, 120, 121, 15, 135, 13
8, 41, 4.86705, 0, 120, 121, 15, 135, 13
9, 41, 4.92729, 0, 120, 121, 14, 135, 13
10, 41, 5.53497, 0, 120, 121, 15, 135, 13
11, 41, 5.91362, 0, 120, 121, 15, 135, 13
12, 41, 5.40147, 0, 120, 121, 15, 135, 13
13, 41, 5.25057, 0, 120, 121, 15, 135, 13
14, 42, 5.06111, 0, 120, 121, 15, 135, 13
15, 42, 5.85335, 0, 120, 121, 15, 135, 13
16, 42, 5.41539, 0, 120, 121, 15, 135, 13
17, 42, 4.38096, 0, 120, 121, 15, 135, 13
18, 42, 5.24139, 0, 120, 121, 15, 135, 13
19, 42, 6.14001, 0, 120, 121, 15, 135, 13
20, 42, 7.65871, 0, 120, 121, 15, 135, 13
21, 42, 6.84965, 0, 120, 121, 15, 135, 13
22, 42, 5.87587, 0, 120, 121, 15, 135, 13
23, 42, 5.56985, 0, 120, 121, 15, 135, 13
24, 41, 5.10621, 0, 120, 121, 15, 135, 13
25, 41, 4.5469, 0, 120, 121, 15, 135, 13
26, 41, 5.19875, 0, 120, 121, 15, 135, 13
27, 41, 5.64627, 0, 120, 121, 15, 135, 13
28, 41, 5.23725, 0, 120, 121, 14, 135, 13
29, 41, 6.91471, 0, 120, 121, 14, 135, 13
30, 41, 7.54758, 0, 120, 121, 15, 135, 13
31, 41, 5.9509, 0, 120, 121, 15, 135, 13
32, 41, 3.17587, 0, 120, 121, 15, 135, 13
33, 41, 4.79205, 0, 120, 121, 15, 135, 13
34, 41, 5.41386, 0, 120, 121, 15, 135, 13
35, 41, 5.9622, 0, 120, 121, 14, 135, 13
36, 41, 7.35479, 0, 120, 121, 14, 135, 13
37, 41, 7.88031, 0, 120, 121, 14, 135, 13
38, 41, 8.13796, 0, 120, 121, 14, 135, 13
39, 41, 7.40196, 0, 120, 121, 15, 135, 13
40, 41, 7.6509, 0, 120, 121, 15, 135, 13
41, 41, 8.08442, 0, 120, 121, 14, 135, 13
42, 41, 9.89221, 0, 120, 121, 14, 135, 13
43, 41, 9.4055, 0, 120, 121, 14, 135, 13
44, 41, 7.31016, 0, 120, 121, 14, 135, 13
45, 41, 4.35112, 0, 120, 121, 14, 135, 13
46, 41, 2.79224, 0, 120, 121, 14, 135, 13
47, 41, 3.79017, 0, 120, 121, 14, 135, 13
48, 41, 7.32868, 0, 120, 121, 14, 135, 13
49, 40, 12.184, 0, 119, 121, 14, 135, 13
50, 39, 13.4891, 0, 119, 121, 14, 135, 13
51, 39, 11.8705, 0, 118, 121, 14, 135, 13
52, 39, 13.0597, 0, 118, 121, 14, 135, 14
53, 39, 13.6552, 0, 117, 121, 15, 135, 14
54, 40, 14.6291, 0, 116, 121, 15, 135, 14
55, 40, 15.0186, 0, 115, 121, 16, 135, 14
56, 41, 15.3548, 0, 115, 121, 16, 134, 14
57, 41, 15.6093, 0, 114, 122, 17, 134, 15
58, 42, 15.6038, 0, 113, 122, 17, 134, 15
59, 44, 15.627, 0, 112, 122, 18, 133, 16
60, 45, 16.3144, 0, 111, 122, 18, 133, 16
61, 46, 15.9202, 0, 110, 122, 19, 132, 17
62, 47, 14.68, 0, 109, 122, 19, 132, 17
63, 48, 15.2289, 0, 107, 122, 20, 131, 18
64, 49, 14.9581, 0, 106, 123, 20, 131, 19
65, 50, 15.3856, 0, 105, 123, 21, 130, 19
66, 52, 15.8361, 0, 103, 123, 22, 130, 20
67, 54, 15.8734, 0, 102, 123, 23, 129, 21
68, 55, 15.6503, 0, 101, 123, 24, 129, 22
69, 57, 19.8053, 0, 99, 123, 25, 129, 22
70, 59, 18.7296, 0, 98, 124, 26, 128, 23
