POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 24, 0, 0, 106, 126, 9, 127, 7
1, 24, 23.1235, 0, 107, 126, 9, 127, 7
2, 23, 22.7353, 0, 107, 126, 9, 127, 7
3, 23, 23.6717, 0, 107, 126, 9, 127, 7
4, 23, 24.2154, 0, 107, 126, 9, 128, 7
5, 24, 24.4462, 0, 107, 126, 9, 128, 7
6, 24, 27.0424, 0, 107, 126, 9, 128, 7
7, 24, 27.0704, 0, 107, 126, 9, 128, 7
8, 24, 30.3735, 0, 107, 126, 9, 128, 7
9, 25, 31.1883, 0, 107, 126, 8, 128, 7
10, 24, 33.1504, 0, 108, 126, 8, 128, 7
11, 24, 32.8926, 0, 108, 126, 8, 128, 7
12, 24, 31.7465, 0, 108, 126, 8, 128, 7
13, 23, 30.5913, 0, 108, 126, 8, 128, 7
14, 23, 30.3235, 0, 108, 126, 8, 128, 7
15, 23, 30.1426, 0, 109, 126, 8, 128, 7
16, 23, 29.8142, 0, 109, 126, 8, 128, 7
17, 23, 29.9254, 0, 109, 126, 8, 128, 7
18, 22, 28.8013, 0, 109, 126, 8, 128, 7
19, 22, 29.1778, 0, 109, 125, 8, 128, 7
20, 22, 29.9052, 0, 110, 126, 8, 128, 7
21, 21, 29.3208, 0, 110, 126, 8, 128, 7
22, 21, 29.5346, 0, 110, 125, 8, 128, 7
23, 21, 28.7384, 0, 111, 126, 8, 128, 6
24, 21, 29.3333, 0, 111, 126, 8, 128, 6
25, 21, 29.2604, 0, 111, 125, 7, 128, 6
26, 20, 30.3673, 0, 112, 126, 7, 128, 6
27, 20, 30.5869, 0, 112, 125, 7, 128, 6
28, 20, 30.4909, 0, 113, 125, 7, 128, 6
29, 20, 30.8205, 0, 113, 126, 7, 128, 6
30, 20, 30.6451, 0, 113, 125, 7, 128, 6
31, 20, 31.2829, 0, 113, 125, 7, 128, 6
32, 20, 30.124, 0, 114, 125, 7, 127, 6
33, 20, 30.9932, 0, 114, 125, 7, 128, 6
34, 19, 30.7293, 0, 115, 125, 7, 127, 6
35, 19, 30.5964, 0, 116, 125, 7, 128, 6
36, 19, 30.9352, 0, 116, 125, 7, 128, 6
37, 19, 29.3227, 0, 117, 125, 7, 128, 6
38, 19, 27.6472, 0, 117, 125, 7, 128, 6
39, 19, 24.3969, 0, 118, 125, 7, 127, 6
40, 19, 22.5161, 0, 118, 126, 7, 127, 6
41, 20, 21.4466, 0, 117, 126, 7, 127, 6
42, 20, 21.8013, 0, 117, 126, 7, 127, 6
43, 20, 22.4493, 0, 117, 126, 7, 127, 6
44, 20, 21.1911, 0, 116, 126, 7, 127, 6
45, 20, 20.8882, 0, 116, 126, 7, 127, 6
46, 20, 22.4918, 0, 116, 126, 7, 127, 6
47, 20, 23.1459, 0, 116, 126, 7, 127, 6
48, 19, 23.8768, 0, 116, 126, 7, 127, 6
49, 20, 24.0127, 0, 115, 126, 7, 127, 6
50, 19, 24.6149, 0, 115, 126, 7, 127, 6
51, 20, 24.0606, 0, 115, 126, 7, 127, 6
52, 20, 22.4467, 0, 115, 126, 7, 127, 6
53, 20, 24.1325, 0, 114, 126, 7, 127, 6
54, 21, 25.3892, 0, 114, 126, 7, 127, 6
55, 22, 26.2898, 0, 113, 125, 8, 127, 6
56, 22, 27.3347, 0, 113, 125, 8, 127, 6
57, 23, 27.2703, 0, 112, 125, 8, 127, 6
58, 24, 27.5718, 0, 111, 125, 8, 127, 7
