POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 76, 0, 0, 87, 119, 37, 132, 27
1, 75, 22.4202, 0, 87, 119, 37, 132, 27
2, 76, 23.0168, 0, 87, 119, 37, 132, 27
3, 76, 20.3444, 0, 87, 119, 37, 132, 27
4, 77, 20.1211, 0, 87, 119, 37, 132, 27
5, 76, 20.0113, 0, 87, 119, 37, 132, 27
6, 76, 19.7919, 0, 87, 119, 37, 132, 27
7, 75, 21.4303, 0, 87, 119, 37, 132, 27
8, 75, 21.0053, 0, 87, 119, 37, 132, 27
9, 76, 21.4952, 0, 87, 119, 37, 132, 27
10, 76, 21.5609, 0, 87, 119, 37, 132, 27
11, 76, 19.9743, 0, 87, 119, 37, 132, 27
12, 76, 20.5702, 0, 88, 119, 37, 132, 27
13, 77, 18.9554, 0, 88, 119, 37, 132, 27
14, 76, 19.1565, 0, 87, 119, 37, 132, 27
15, 76, 19.6981, 0, 88, 119, 37, 132, 27
16, 76, 20.02, 0, 88, 119, 37, 132, 27
17, 77, 20.8042, 0, 87, 119, 37, 132, 27
18, 76, 21.0997, 0, 88, 119, 37, 132, 27
19, 76, 22.1153, 0, 88, 119, 37, 132, 27
20, 76, 22.529, 0, 88, 119, 37, 132, 27
21, 76, 21.5196, 0, 88, 119, 37, 132, 27
22, 76, 21.0818, 0, 88, 119, 37, 132, 27
23, 76, 20.6462, 0, 87, 119, 37, 132, 27
24, 76, 21.3859, 0, 87, 119, 37, 132, 27
25, 76, 21.4555, 0, 88, 119, 37, 132, 27
26, 76, 22.2702, 0, 88, 119, 37, 132, 27
27, 76, 21.7699, 0, 88, 119, 37, 132, 27
28, 76, 22.3384, 0, 88, 119, 37, 132, 27
29, 76, 23.0734, 0, 88, 119, 37, 132, 27
30, 76, 22.2897, 0, 88, 119, 37, 132, 27
31, 76, 21.6265, 0, 88, 119, 37, 132, 27
32, 76, 21.446, 0, 88, 119, 37, 132, 27
33, 76, 22.2388, 0, 88, 119, 37, 132, 27
34, 76, 21.821, 0, 88, 119, 37, 132, 27
35, 76, 22.1437, 0, 88, 119, 38, 132, 27
36, 76, 22.2667, 0, 88, 119, 38, 132, 27
37, 77, 23.7702, 0, 88, 119, 38, 132, 27
38, 75, 25.113, 0, 88, 119, 38, 132, 27
39, 76, 24.0084, 0, 88, 119, 38, 132, 27
40, 76, 22.0849, 0, 88, 119, 38, 132, 28
41, 76, 22.2794, 0, 88, 119, 38, 132, 27
42, 76, 22.4452, 0, 88, 119, 37, 132, 27
43, 76, 22.7825, 0, 88, 119, 38, 132, 28
44, 76, 22.1843, 0, 88, 119, 38, 132, 28
45, 76, 23.0885, 0, 88, 119, 37, 132, 27
46, 75, 23.9916, 0, 88, 119, 38, 132, 28
47, 75, 23.2407, 0, 88, 119, 38, 132, 28
48, 76, 22.3101, 0, 88, 119, 38, 132, 27
49, 75, 22.4764, 0, 88, 119, 38, 132, 28
50, 76, 22.8433, 0, 88, 119, 37, 132, 27
51, 76, 22.7529, 0, 88, 119, 38, 132, 27
52, 75, 22.5745, 0, 88, 119, 37, 132, 27
53, 76, 23.5825, 0, 88, 119, 37, 132, 27
54, 76, 23.6776, 0, 88, 119, 37, 132, 27
55, 75, 23.5122, 0, 88, 119, 37, 132, 27
56, 75, 21.9748, 0, 88, 119, 38, 132, 28
57, 75, 22.1438, 0, 88, 119, 38, 132, 28
58, 76, 22.7401, 0, 88, 119, 37, 132, 27
59, 75, 22.5592, 0, 88, 119, 37, 132, 27
60, 76, 22.4208, 0, 87, 119, 37, 132, 27
61, 76, 22.9105, 0, 87, 119, 37, 132, 27
62, 76, 23.264, 0, 87, 119, 37, 132, 27
63, 76, 21.9018, 0, 87, 119, 37, 132, 27
64, 76, 21.3855, 0, 88, 119, 38, 132, 27
65, 77, 21.0664, 0, 88, 119, 38, 132, 27
66, 76, 21.4906, 0, 87, 119, 38, 132, 28
67, 76, 21.5257, 0, 88, 119, 38, 132, 28
68, 76, 22.5405, 0, 87, 119, 38, 132, 28
69, 75, 23.376, 0, 87, 119, 37, 132, 27
70, 76, 23.2005, 0, 88, 119, 37, 132, 27
71, 77, 22.376, 0, 88, 119, 37, 132, 27
72, 77, 22.5154, 0, 88, 119, 37, 132, 28
73, 77, 21.1355, 0, 88, 119, 38, 132, 28
74, 76, 21.1251, 0, 88, 119, 37, 132, 27
75, 76, 21.6968, 0, 88, 119, 37, 132, 27
76, 75, 22.1301, 0, 88, 119, 37, 132, 28
77, 75, 22.3352, 0, 88, 119, 37, 132, 27
78, 75, 21.6568, 0, 88, 119, 37, 132, 27
79, 76, 22.7381, 0, 88, 119, 38, 132, 27
80, 75, 21.8639, 0, 88, 119, 38, 132, 28
81, 75, 22.4831, 0, 88, 119, 38, 132, 28
