POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 134, 0, 0, 102, 121, 33, 130, 29
1, 134, 15.9144, 0, 102, 121, 33, 130, 29
2, 134, 13.7207, 0, 102, 121, 33, 130, 29
3, 134, 13.1672, 0, 102, 121, 33, 130, 30
4, 134, 12.4043, 0, 102, 121, 33, 130, 30
5, 134, 12.8122, 0, 102, 121, 33, 130, 30
6, 134, 14.3344, 0, 102, 121, 33, 130, 30
7, 134, 14.71, 0, 102, 121, 33, 130, 30
8, 135, 13.729, 0, 102, 121, 33, 130, 30
9, 135, 13.5793, 0, 102, 121, 33, 130, 30
10, 135, 13.9611, 0, 102, 121, 33, 130, 30
11, 135, 15.3241, 0, 102, 121, 33, 130, 30
12, 135, 13.8141, 0, 102, 121, 34, 130, 30
13, 135, 13.788, 0, 101, 121, 34, 130, 30
14, 135, 14.1336, 0, 101, 121, 34, 130, 30
15, 136, 14.0178, 0, 101, 121, 34, 130, 30
16, 136, 14.2849, 0, 101, 121, 34, 130, 30
17, 135, 14.3666, 0, 101, 121, 34, 130, 30
18, 136, 15.3828, 0, 101, 121, 34, 130, 30
19, 136, 14.2041, 0, 101, 121, 34, 130, 30
20, 136, 14.5516, 0, 101, 121, 34, 130, 30
21, 136, 13.8615, 0, 101, 121, 34, 130, 30
22, 136, 13.9557, 0, 101, 121, 34, 130, 30
23, 136, 13.5094, 0, 101, 121, 34, 130, 30
24, 135, 13.8099, 0, 101, 121, 34, 130, 30
25, 135, 13.551, 0, 101, 121, 33, 130, 30
26, 135, 13.9826, 0, 101, 121, 33, 130, 30
27, 135, 14.1828, 0, 101, 121, 33, 130, 30
28, 135, 14.4453, 0, 101, 121, 34, 130, 30
29, 135, 15.1809, 0, 101, 121, 33, 130, 30
30, 135, 14.2841, 0, 101, 121, 33, 130, 30
31, 135, 14.1691, 0, 101, 121, 33, 130, 30
32, 135, 14.3944, 0, 101, 121, 33, 130, 30
33, 134, 14.4773, 0, 101, 121, 33, 130, 30
34, 134, 14.9377, 0, 101, 121, 33, 130, 30
35, 134, 15.7187, 0, 101, 121, 33, 130, 30
36, 134, 15.7434, 0, 101, 121, 33, 130, 30
37, 134, 15.8069, 0, 101, 121, 33, 130, 30
38, 134, 15.2704, 0, 101, 121, 33, 130, 30
39, 134, 15.5361, 0, 101, 121, 33, 130, 30
40, 134, 14.8005, 0, 101, 121, 33, 130, 30
41, 135, 14.4165, 0, 101, 121, 33, 130, 30
42, 135, 14.4483, 0, 102, 121, 33, 130, 30
43, 135, 15.0295, 0, 102, 121, 33, 130, 30
44, 135, 15.225, 0, 102, 121, 33, 130, 30
45, 135, 15.3651, 0, 102, 121, 33, 130, 30
46, 135, 15.5261, 0, 102, 121, 33, 130, 30
47, 135, 15.233, 0, 102, 121, 33, 130, 30
48, 135, 14.8498, 0, 102, 121, 33, 130, 30
49, 135, 14.3329, 0, 102, 121, 33, 130, 30
50, 135, 14.6159, 0, 102, 121, 33, 130, 30
51, 135, 15.0969, 0, 102, 121, 33, 130, 30
52, 135, 16.0692, 0, 102, 121, 33, 130, 30
53, 135, 17.7856, 0, 102, 121, 33, 130, 30
54, 135, 16.708, 0, 102, 121, 33, 130, 30
55, 135, 17.4091, 0, 102, 121, 33, 130, 30
56, 135, 18.2133, 0, 102, 121, 34, 130, 30
57, 135, 19.4604, 0, 102, 121, 33, 130, 30
58, 135, 19.3532, 0, 102, 121, 33, 130, 30
59, 135, 18.5914, 0, 103, 121, 33, 130, 30
60, 135, 19.7567, 0, 103, 121, 34, 130, 30
61, 135, 19.4592, 0, 103, 121, 33, 130, 30
62, 135, 19.9042, 0, 103, 121, 33, 130, 30
63, 135, 20.2126, 0, 103, 121, 33, 130, 30
64, 136, 19.819, 0, 103, 121, 33, 130, 30
65, 136, 21.1302, 0, 103, 121, 33, 130, 29
66, 136, 20.2785, 0, 103, 121, 33, 130, 30
67, 136, 21.1066, 0, 103, 121, 33, 130, 30
68, 136, 20.3052, 0, 104, 121, 33, 130, 30
69, 136, 19.4868, 0, 104, 121, 33, 130, 30
70, 136, 19.1768, 0, 104, 121, 33, 130, 30
71, 136, 19.5535, 0, 104, 121, 33, 130, 30
72, 136, 19.4315, 0, 104, 121, 33, 130, 30
73, 137, 19.5551, 0, 104, 121, 34, 130, 30
74, 137, 20.6315, 0, 104, 121, 33, 130, 30
75, 137, 18.4895, 0, 104, 121, 34, 130, 30
76, 136, 18.9822, 0, 104, 121, 34, 130, 30
77, 136, 17.4772, 0, 104, 121, 33, 130, 30
78, 136, 17.0261, 0, 104, 121, 33, 130, 30
79, 136, 15.8057, 0, 104, 121, 33, 130, 29
80, 136, 15.3333, 0, 104, 121, 33, 130, 29
81, 136, 15.05, 0, 104, 121, 33, 130, 29
82, 135, 15.1414, 0, 104, 121, 33, 130, 29
83, 135, 16.0451, 0, 103, 121, 33, 130, 29
84, 135, 15.4989, 0, 103, 121, 33, 130, 29
85, 135, 16.9276, 0, 103, 121, 33, 130, 30
86, 135, 17.6906, 0, 103, 121, 33, 130, 30
87, 135, 16.1821, 0, 103, 121, 33, 130, 30
88, 135, 16.1256, 0, 103, 121, 33, 130, 30
89, 135, 16.4735, 0, 103, 121, 33, 130, 30
90, 135, 17.2698, 0, 103, 121, 33, 130, 29
91, 135, 15.3084, 0, 103, 121, 33, 130, 30
92, 135, 15.7922, 0, 103, 121, 33, 130, 30
93, 135, 16.4399, 0, 103, 121, 33, 130, 30
94, 135, 15.8912, 0, 103, 121, 33, 130, 30
95, 136, 15.4097, 0, 103, 121, 33, 130, 30
