POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 19, 0, 0, 101, 126, 6, 126, 7
1, 19, 7.82151, 0, 101, 126, 5, 126, 7
2, 19, 7.88747, 0, 101, 126, 6, 126, 7
3, 19, 8.36008, 0, 101, 126, 5, 126, 7
4, 19, 8.88554, 0, 101, 126, 5, 126, 7
5, 19, 7.60144, 0, 101, 126, 5, 126, 7
6, 19, 7.88499, 0, 101, 126, 5, 126, 7
7, 19, 8.67876, 0, 101, 126, 5, 126, 7
8, 19, 9.68317, 0, 101, 126, 5, 126, 7
9, 18, 8.7704, 0, 101, 126, 5, 126, 7
10, 19, 8.49017, 0, 101, 126, 6, 126, 7
11, 18, 8.82505, 0, 101, 126, 5, 126, 7
12, 18, 9.31767, 0, 101, 126, 5, 126, 7
13, 18, 8.77165, 0, 101, 126, 5, 126, 7
14, 18, 9.20046, 0, 101, 126, 5, 126, 7
15, 18, 7.70907, 0, 101, 126, 6, 126, 7
16, 18, 7.77805, 0, 101, 126, 5, 126, 7
17, 18, 6.88938, 0, 101, 126, 6, 126, 7
18, 18, 5.74921, 0, 101, 126, 6, 126, 7
19, 18, 5.85169, 0, 101, 126, 5, 126, 7
20, 18, 6.25828, 0, 101, 126, 5, 126, 7
21, 18, 5.98483, 0, 101, 126, 5, 126, 7
22, 18, 5.59267, 0, 101, 126, 5, 126, 7
23, 18, 5.35817, 0, 101, 126, 5, 126, 7
24, 18, 5.90245, 0, 101, 126, 5, 126, 7
25, 18, 5.78306, 0, 101, 126, 5, 126, 7
26, 18, 5.35212, 0, 101, 126, 5, 126, 7
27, 18, 6.08676, 0, 101, 126, 5, 126, 7
28, 18, 5.97987, 0, 101, 126, 5, 126, 7
29, 18, 5.95517, 0, 101, 126, 5, 126, 7
30, 18, 5.95389, 0, 101, 126, 5, 126, 7
31, 18, 5.67298, 0, 101, 126, 5, 126, 7
32, 18, 5.97704, 0, 101, 126, 5, 126, 7
33, 18, 6.19916, 0, 101, 126, 5, 126, 7
34, 18, 7.02004, 0, 101, 126, 5, 126, 7
35, 18, 7.39453, 0, 101, 126, 5, 126, 7
36, 18, 7.57269, 0, 101, 126, 5, 126, 7
37, 18, 8.22963, 0, 101, 126, 5, 126, 7
38, 18, 8.20912, 0, 101, 126, 5, 126, 7
39, 18, 8.87102, 0, 101, 126, 5, 126, 7
40, 18, 9.06438, 0, 101, 126, 5, 126, 7
41, 18, 9.77669, 0, 101, 126, 5, 126, 7
42, 18, 9.21629, 0, 101, 126, 5, 126, 7
43, 18, 9.25907, 0, 101, 126, 5, 126, 7
44, 18, 9.18597, 0, 101, 126, 5, 126, 7
45, 18, 9.03679, 0, 101, 126, 5, 126, 7
46, 18, 8.93135, 0, 101, 126, 5, 126, 7
47, 18, 9.14423, 0, 101, 126, 5, 126, 7
48, 18, 7.95904, 0, 101, 126, 5, 126, 7
49, 18, 7.6024, 0, 101, 126, 5, 126, 7
50, 18, 7.00923, 0, 101, 126, 5, 126, 7
51, 18, 6.96157, 0, 101, 126, 5, 126, 7
52, 18, 6.92516, 0, 101, 126, 5, 126, 7
53, 18, 7.02236, 0, 101, 126, 5, 126, 7
54, 18, 6.41059, 0, 101, 126, 5, 126, 7
55, 18, 6.38312, 0, 101, 126, 5, 126, 7
56, 18, 5.98336, 0, 101, 126, 5, 126, 7
57, 18, 5.84267, 0, 101, 126, 5, 126, 7
58, 18, 6.3146, 0, 101, 126, 5, 126, 7
59, 18, 5.88249, 0, 101, 126, 5, 126, 7
60, 18, 5.60773, 0, 101, 126, 5, 126, 7
61, 18, 5.4646, 0, 101, 126, 5, 126, 7
62, 18, 6.12759, 0, 101, 126, 5, 126, 7
63, 18, 6.17042, 0, 101, 126, 5, 126, 7
64, 18, 5.81133, 0, 101, 126, 5, 126, 7
65, 18, 6.31645, 0, 101, 126, 5, 126, 7
66, 18, 7.16555, 0, 101, 126, 5, 126, 7
67, 18, 7.64839, 0, 101, 126, 5, 126, 7
68, 18, 8.05564, 0, 101, 126, 5, 126, 7
69, 18, 7.64376, 0, 101, 126, 5, 126, 7
70, 18, 7.99158, 0, 101, 126, 5, 126, 7
71, 18, 8.04755, 0, 101, 126, 5, 126, 7
72, 18, 7.83499, 0, 101, 126, 5, 126, 7
73, 18, 7.56383, 0, 101, 126, 5, 126, 7
74, 17, 9.14104, 0, 101, 126, 5, 126, 7
75, 18, 9.70763, 0, 100, 126, 5, 126, 7
76, 18, 10.2321, 0, 100, 126, 5, 126, 7
77, 17, 10.4112, 0, 100, 126, 5, 126, 7
78, 17, 9.07217, 0, 100, 126, 5, 126, 7
79, 17, 9.6421, 0, 100, 126, 5, 126, 7
80, 17, 10.1258, 0, 100, 126, 5, 126, 7
81, 17, 9.032, 0, 100, 126, 5, 126, 7
82, 17, 7.93962, 0, 100, 126, 5, 126, 7
83, 17, 7.79809, 0, 100, 126, 5, 126, 7
84, 17, 7.86378, 0, 100, 126, 5, 126, 7
85, 17, 6.85545, 0, 100, 126, 5, 126, 7
86, 17, 6.318, 0, 100, 126, 5, 126, 7
87, 17, 5.95174, 0, 100, 126, 5, 126, 7
88, 18, 6.16076, 0, 100, 126, 5, 126, 7
89, 17, 6.08331, 0, 100, 126, 5, 126, 7
90, 17, 5.98508, 0, 100, 126, 5, 126, 7
91, 17, 6.03728, 0, 100, 126, 5, 126, 7
92, 17, 6.79507, 0, 100, 126, 5, 126, 7
93, 17, 6.97851, 0, 100, 126, 5, 126, 7
94, 17, 6.52388, 0, 100, 126, 5, 126, 7
95, 17, 6.88208, 0, 100, 126, 5, 126, 7
96, 17, 7.3573, 0, 100, 126, 5, 126, 7
97, 18, 6.92808, 0, 100, 126, 5, 126, 7
98, 18, 6.80667, 0, 100, 126, 5, 126, 7
99, 18, 7.08469, 0, 100, 126, 5, 126, 7
100, 18, 7.38976, 0, 100, 126, 5, 126, 7
101, 18, 7.48919, 0, 100, 126, 5, 126, 7
102, 18, 7.6235, 0, 100, 126, 5, 126, 7
103, 17, 7.60899, 0, 100, 126, 5, 126, 7
104, 18, 8.97955, 0, 99, 126, 5, 126, 7
105, 18, 8.81157, 0, 99, 126, 5, 126, 7
106, 18, 8.03105, 0, 99, 126, 5, 126, 7
107, 17, 8.60801, 0, 99, 126, 5, 126, 7
108, 17, 9.61157, 0, 99, 126, 5, 126, 7
109, 17, 10.3266, 0, 99, 126, 5, 126, 7
110, 17, 9.56702, 0, 99, 126, 5, 126, 7
111, 17, 9.47263, 0, 99, 126, 5, 126, 7
112, 17, 9.55504, 0, 99, 126, 5, 126, 7
113, 17, 9.01422, 0, 99, 126, 5, 126, 7
114, 17, 9.19118, 0, 99, 126, 5, 126, 7
115, 17, 9.67731, 0, 99, 126, 5, 126, 7
116, 18, 8.44627, 0, 99, 126, 5, 126, 7
117, 18, 8.1482, 0, 99, 126, 5, 126, 7
118, 18, 7.44232, 0, 99, 126, 5, 126, 7
119, 18, 6.95787, 0, 99, 126, 5, 126, 7
120, 18, 6.38181, 0, 99, 126, 5, 126, 7
121, 18, 6.95536, 0, 99, 126, 5, 126, 7
122, 18, 6.66234, 0, 99, 126, 5, 126, 7
123, 18, 6.4137, 0, 99, 126, 5, 126, 7
124, 18, 6.1717, 0, 99, 126, 5, 126, 7
125, 18, 6.01225, 0, 99, 126, 5, 126, 7
