POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 17, 0, 0, 97, 125, 5, 131, 5
1, 17, 15.8572, 0, 104, 125, 5, 131, 5
2, 16, 13.37, 0, 106, 126, 4, 130, 5
3, 15, 20.1495, 0, 104, 126, 4, 130, 4
4, 14, 27.4404, 0, 104, 125, 4, 130, 4
5, 13, 20.9648, 0, 105, 125, 4, 130, 4
6, 13, 21.1591, 0, 109, 126, 4, 130, 4
7, 13, 21.8755, 0, 111, 126, 4, 130, 4
8, 13, 23.019, 0, 111, 126, 4, 130, 4
9, 13, 13.6294, 0, 111, 126, 4, 130, 4
10, 13, 21.6485, 0, 112, 126, 4, 130, 4
11, 16, 22.0331, 0, 109, 125, 5, 130, 5
12, 17, 21.7971, 0, 103, 125, 5, 130, 5
13, 17, 16.1758, 0, 101, 125, 5, 130, 5
14, 16, 16.8962, 0, 105, 125, 5, 130, 5
15, 16, 18.6708, 0, 107, 125, 5, 130, 5
16, 15, 21.7324, 0, 106, 126, 4, 130, 4
17, 15, 26.0156, 0, 104, 125, 4, 130, 4
18, 15, 21.4273, 0, 102, 125, 4, 130, 5
19, 13, 25.3823, 0, 107, 126, 4, 130, 4
20, 13, 22.257, 0, 109, 126, 4, 130, 4
21, 14, 19.6338, 0, 109, 126, 4, 130, 4
22, 13, 23.3875, 0, 107, 125, 4, 130, 4
23, 14, 22.3238, 0, 105, 125, 4, 131, 4
24, 14, 25.3426, 0, 107, 126, 4, 131, 4
25, 15, 18.7036, 0, 105, 125, 5, 131, 5
26, 17, 20.1486, 0, 101, 125, 5, 131, 5
27, 17, 15.7532, 0, 101, 125, 5, 131, 5
28, 16, 19.7305, 0, 102, 125, 5, 131, 5
29, 16, 13.4784, 0, 105, 126, 4, 131, 5
30, 15, 13.636, 0, 104, 126, 4, 130, 4
31, 14, 26.5888, 0, 103, 125, 4, 131, 4
32, 14, 19.8032, 0, 103, 125, 4, 131, 4
33, 13, 22.0466, 0, 107, 126, 4, 130, 4
34, 14, 21.652, 0, 110, 126, 4, 131, 4
35, 13, 17.0967, 0, 110, 126, 4, 130, 4
36, 14, 22.7611, 0, 111, 126, 4, 130, 4
37, 13, 23.8417, 0, 110, 126, 4, 130, 4
38, 16, 21.8231, 0, 109, 125, 5, 130, 5
39, 18, 20.7738, 0, 103, 125, 5, 131, 5
40, 18, 19.0353, 0, 104, 125, 5, 130, 5
41, 16, 16.4403, 0, 104, 125, 5, 130, 5
42, 16, 18.7381, 0, 107, 125, 5, 130, 5
43, 15, 22.34, 0, 106, 126, 5, 130, 5
44, 15, 24.7867, 0, 104, 125, 4, 130, 4
45, 16, 25.9268, 0, 102, 125, 5, 131, 5
46, 13, 27.0746, 0, 106, 126, 4, 130, 4
47, 13, 24.2447, 0, 108, 126, 4, 130, 4
48, 14, 21.8253, 0, 109, 126, 4, 131, 4
49, 14, 20.9719, 0, 106, 125, 4, 131, 4
50, 15, 24.2165, 0, 105, 125, 4, 131, 5
51, 14, 21.6257, 0, 105, 126, 4, 131, 4
52, 15, 16.6325, 0, 105, 126, 4, 131, 5
53, 17, 18.8401, 0, 102, 125, 5, 131, 5
54, 17, 16.6289, 0, 102, 125, 5, 131, 5
55, 16, 17.9044, 0, 101, 125, 4, 131, 5
56, 16, 11.9833, 0, 104, 125, 4, 131, 5
57, 15, 17.297, 0, 104, 126, 4, 131, 5
58, 14, 21.5602, 0, 102, 125, 4, 131, 4
59, 15, 22.8969, 0, 103, 125, 4, 131, 4
60, 13, 22.1531, 0, 106, 126, 4, 130, 4
61, 14, 21.5129, 0, 109, 126, 4, 131, 4
62, 13, 22.9713, 0, 111, 126, 4, 130, 4
63, 12, 12.6442, 0, 111, 126, 4, 129, 4
64, 13, 20.8017, 0, 112, 126, 4, 130, 4
65, 15, 23.5116, 0, 108, 125, 5, 130, 5
66, 17, 21.17, 0, 101, 125, 5, 131, 5
67, 18, 20.8293, 0, 100, 125, 5, 131, 5
68, 17, 17.9566, 0, 103, 125, 5, 130, 5
69, 17, 18.081, 0, 106, 125, 5, 130, 5
70, 16, 26.047, 0, 106, 125, 5, 130, 5
71, 15, 25.4092, 0, 103, 125, 5, 130, 5
72, 16, 24.2772, 0, 102, 125, 5, 131, 5
73, 13, 28.6969, 0, 106, 126, 4, 130, 4
74, 13, 24.1389, 0, 109, 126, 4, 130, 4
75, 14, 23.3523, 0, 109, 125, 4, 130, 4
76, 14, 20.9326, 0, 107, 125, 4, 130, 4
77, 15, 25.9885, 0, 106, 125, 4, 131, 5
78, 14, 23.1356, 0, 106, 126, 4, 131, 4
79, 15, 19.4914, 0, 105, 126, 4, 131, 5
80, 16, 19.2593, 0, 101, 125, 5, 131, 5
81, 17, 17.7511, 0, 103, 125, 5, 131, 5
82, 17, 19.9235, 0, 99, 125, 5, 131, 5
83, 16, 13.2574, 0, 104, 125, 4, 131, 5
84, 15, 15.8866, 0, 105, 126, 4, 130, 5
85, 14, 22.8834, 0, 104, 125, 4, 130, 4
86, 15, 26.6647, 0, 104, 125, 4, 131, 4
87, 13, 23.3233, 0, 106, 126, 4, 130, 4
88, 13, 24.0458, 0, 109, 126, 4, 131, 4
89, 13, 19.2657, 0, 109, 126, 4, 130, 4
90, 14, 24.1746, 0, 109, 126, 4, 130, 4
91, 13, 23.0982, 0, 110, 126, 4, 130, 4
92, 15, 26.5404, 0, 108, 125, 5, 130, 5
93, 16, 21.4364, 0, 103, 125, 5, 131, 5
94, 16, 23.3905, 0, 105, 125, 5, 130, 5
95, 17, 19.5573, 0, 102, 125, 5, 130, 5
96, 17, 18.9234, 0, 108, 125, 5, 130, 5
97, 17, 18.8786, 0, 107, 126, 5, 130, 5
98, 16, 29.8428, 0, 106, 126, 5, 130, 5
99, 16, 26.2394, 0, 105, 126, 4, 130, 5
100, 15, 27.8914, 0, 110, 126, 4, 129, 4
101, 16, 24.2236, 0, 111, 126, 5, 130, 5
102, 19, 23.6104, 0, 112, 126, 6, 129, 5
103, 21, 23.1602, 0, 113, 127, 6, 129, 6
104, 23, 27.4553, 0, 114, 127, 7, 129, 6
105, 25, 30.6219, 0, 112, 127, 8, 128, 7
106, 27, 36.7136, 0, 113, 127, 9, 128, 8
107, 30, 40.6547, 0, 113, 127, 10, 128, 9
108, 34, 40.7022, 0, 114, 128, 11, 127, 10
109, 36, 40.3494, 0, 114, 128, 13, 127, 10
