POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 98, 0, 0, 92, 119, 40, 129, 27
1, 98, 29.2015, 0, 92, 119, 40, 129, 27
2, 97, 28.4309, 0, 92, 119, 40, 129, 27
3, 98, 28.6483, 0, 92, 119, 40, 129, 27
4, 98, 29.3522, 0, 92, 119, 40, 129, 27
5, 98, 28.81, 0, 92, 119, 40, 129, 27
6, 98, 26.0694, 0, 92, 119, 40, 129, 27
7, 98, 27.5443, 0, 92, 119, 40, 129, 27
8, 98, 28.726, 0, 93, 119, 40, 129, 27
9, 98, 27.7683, 0, 93, 119, 40, 129, 27
10, 98, 28.4644, 0, 93, 119, 40, 129, 27
11, 98, 28.6811, 0, 92, 119, 40, 129, 27
12, 97, 29.7385, 0, 92, 119, 40, 129, 27
13, 96, 32.827, 0, 92, 119, 39, 129, 27
14, 97, 33.752, 0, 92, 119, 40, 129, 27
15, 97, 31.2304, 0, 92, 119, 40, 129, 27
16, 96, 32.6278, 0, 92, 119, 40, 129, 27
17, 96, 34.3376, 0, 92, 119, 39, 129, 27
18, 96, 34.4149, 0, 92, 119, 39, 129, 27
19, 96, 34.3467, 0, 92, 119, 39, 129, 27
20, 96, 33.2805, 0, 92, 119, 39, 129, 27
21, 96, 34.19, 0, 92, 119, 39, 129, 27
22, 96, 31.7919, 0, 92, 119, 39, 129, 27
23, 96, 31.8522, 0, 92, 119, 40, 129, 27
24, 96, 31.329, 0, 92, 119, 40, 129, 27
25, 97, 30.264, 0, 92, 119, 40, 129, 27
26, 97, 28.6391, 0, 92, 119, 40, 129, 27
27, 96, 30.5731, 0, 92, 119, 40, 129, 27
28, 96, 31.5279, 0, 92, 119, 40, 129, 27
29, 96, 33.0668, 0, 92, 119, 40, 129, 27
30, 95, 31.3673, 0, 92, 119, 40, 129, 27
31, 95, 31.9083, 0, 92, 119, 40, 129, 27
32, 96, 31.5184, 0, 92, 119, 40, 129, 27
33, 95, 30.9568, 0, 92, 119, 40, 129, 27
34, 95, 31.117, 0, 92, 119, 40, 129, 27
35, 95, 32.9458, 0, 92, 119, 40, 129, 27
36, 95, 32.6398, 0, 92, 119, 40, 129, 27
37, 94, 32.3765, 0, 92, 119, 39, 129, 27
38, 94, 33.4647, 0, 92, 119, 39, 129, 27
39, 94, 34.1239, 0, 92, 119, 39, 129, 27
40, 95, 32.448, 0, 92, 119, 40, 129, 27
41, 95, 33.2142, 0, 92, 119, 40, 129, 27
42, 94, 33.4345, 0, 92, 119, 40, 129, 27
43, 94, 34.9032, 0, 92, 119, 40, 129, 27
44, 94, 35.0954, 0, 92, 119, 40, 129, 27
45, 94, 36.9788, 0, 92, 119, 40, 129, 27
46, 93, 36.0684, 0, 92, 119, 40, 129, 27
47, 94, 37.6859, 0, 92, 119, 40, 129, 27
48, 94, 35.3144, 0, 92, 119, 40, 129, 27
49, 94, 35.4174, 0, 92, 119, 40, 129, 27
50, 94, 35.9074, 0, 92, 119, 40, 129, 27
51, 94, 34.458, 0, 92, 119, 40, 129, 27
52, 94, 33.7841, 0, 92, 119, 40, 129, 27
53, 94, 34.1674, 0, 92, 119, 40, 129, 27
54, 94, 34.9297, 0, 92, 119, 40, 129, 27
55, 94, 35.0055, 0, 92, 119, 40, 129, 28
56, 94, 35.2926, 0, 92, 119, 40, 129, 27
57, 93, 35.9617, 0, 92, 119, 40, 129, 27
58, 93, 38.1755, 0, 92, 119, 40, 129, 27
59, 94, 36.3663, 0, 91, 119, 39, 129, 28
60, 94, 35.2702, 0, 91, 119, 39, 129, 28
61, 94, 36.5395, 0, 91, 119, 39, 129, 28
62, 94, 36.0754, 0, 91, 119, 39, 129, 28
63, 90, 38.5704, 0, 91, 119, 38, 129, 27
64, 84, 42.9184, 0, 91, 119, 35, 129, 26
65, 81, 34.8955, 0, 91, 119, 34, 129, 26
66, 78, 34.1375, 0, 91, 119, 33, 129, 25
67, 75, 30.7093, 0, 91, 119, 32, 129, 25
68, 72, 29.9179, 0, 90, 119, 31, 128, 24
69, 70, 28.2678, 0, 90, 119, 30, 128, 24
70, 69, 26.4455, 0, 90, 119, 29, 128, 23
71, 67, 24.6798, 0, 90, 119, 29, 128, 23
72, 66, 23.0983, 0, 90, 119, 29, 128, 23
73, 65, 22.5589, 0, 89, 119, 29, 128, 23
74, 65, 21.383, 0, 89, 119, 29, 128, 24
75, 66, 20.0303, 0, 89, 120, 29, 128, 24
76, 65, 18.759, 0, 89, 120, 29, 128, 24
77, 66, 18.2589, 0, 88, 120, 30, 128, 25
78, 68, 17.9178, 0, 88, 120, 31, 128, 25
79, 72, 23.4541, 0, 88, 120, 32, 128, 26
80, 74, 18.5333, 0, 88, 120, 33, 128, 27
81, 76, 17.9166, 0, 87, 120, 34, 128, 26
