POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 39, 0, 0, 115, 128, 14, 127, 11
1, 39, 44.8356, 0, 115, 128, 14, 127, 11
2, 39, 45.681, 0, 115, 128, 14, 127, 11
3, 39, 48.2223, 0, 115, 128, 14, 127, 11
4, 39, 49.8736, 0, 116, 128, 14, 127, 11
5, 38, 56.3678, 0, 116, 128, 13, 127, 11
6, 38, 52.9528, 0, 116, 128, 13, 127, 11
7, 38, 60.3584, 0, 116, 128, 14, 127, 11
8, 39, 57.8278, 0, 116, 128, 14, 127, 11
9, 39, 57.5481, 0, 116, 128, 14, 127, 11
10, 39, 51.035, 0, 116, 128, 14, 127, 11
11, 39, 46.2651, 0, 116, 128, 14, 127, 11
12, 40, 45.6184, 0, 116, 128, 14, 127, 11
13, 40, 39.9117, 0, 116, 128, 14, 127, 11
14, 40, 36.935, 0, 116, 128, 14, 127, 11
15, 40, 41.1297, 0, 116, 128, 14, 127, 11
16, 41, 40.5672, 0, 116, 128, 14, 127, 11
17, 41, 40.4073, 0, 116, 128, 14, 127, 12
18, 40, 42.4248, 0, 116, 128, 14, 127, 12
19, 40, 45.4854, 0, 117, 128, 14, 127, 12
20, 40, 50.2769, 0, 117, 128, 14, 127, 12
21, 40, 52.85, 0, 118, 128, 14, 127, 12
22, 40, 56.7051, 0, 118, 128, 14, 127, 12
23, 40, 52.2263, 0, 118, 128, 14, 127, 12
24, 40, 50.8606, 0, 119, 128, 14, 127, 12
25, 40, 54.2105, 0, 119, 128, 14, 127, 12
26, 39, 52.9632, 0, 119, 128, 14, 127, 11
27, 39, 59.061, 0, 120, 128, 14, 127, 11
28, 39, 55.6639, 0, 120, 128, 14, 127, 11
29, 39, 57.8827, 0, 120, 128, 14, 127, 11
30, 39, 56.0088, 0, 121, 128, 14, 127, 11
31, 39, 52.7296, 0, 121, 128, 14, 127, 11
32, 39, 54.0736, 0, 121, 128, 14, 127, 11
33, 39, 55.3867, 0, 121, 128, 14, 127, 11
34, 38, 55.541, 0, 121, 128, 14, 127, 11
35, 38, 57.134, 0, 120, 128, 14, 127, 11
36, 39, 51.2206, 0, 120, 128, 14, 127, 11
37, 39, 46.1648, 0, 120, 128, 14, 127, 11
38, 39, 41.3152, 0, 120, 128, 14, 127, 11
39, 39, 43.1616, 0, 119, 128, 14, 127, 11
40, 40, 41.5633, 0, 118, 128, 14, 127, 11
41, 40, 38.3409, 0, 118, 128, 14, 127, 11
42, 40, 38.1077, 0, 117, 128, 14, 127, 11
43, 40, 39.0176, 0, 117, 128, 14, 127, 11
44, 40, 41.0484, 0, 117, 128, 14, 127, 11
45, 39, 49.623, 0, 116, 128, 14, 127, 11
46, 39, 50.651, 0, 116, 128, 14, 127, 11
47, 39, 53.1291, 0, 116, 128, 14, 127, 11
48, 38, 52.0447, 0, 116, 128, 14, 127, 11
49, 37, 54.1851, 0, 116, 128, 14, 127, 11
50, 37, 49.9834, 0, 116, 128, 14, 127, 11
51, 38, 51.7854, 0, 116, 128, 14, 127, 11
52, 38, 44.3663, 0, 115, 128, 14, 128, 11
53, 38, 45.6233, 0, 114, 128, 14, 128, 11
54, 39, 44.428, 0, 114, 128, 14, 128, 11
55, 39, 47.6507, 0, 114, 128, 14, 128, 11
56, 40, 38.4086, 0, 114, 128, 14, 127, 11
57, 40, 36.0555, 0, 114, 128, 14, 127, 11
58, 40, 37.5406, 0, 114, 128, 14, 127, 11
59, 40, 41.8818, 0, 114, 128, 14, 127, 11
60, 40, 40.1529, 0, 115, 128, 14, 128, 11
61, 39, 44.5437, 0, 115, 128, 14, 128, 11
62, 38, 44.4745, 0, 116, 128, 14, 128, 11
