POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 19, 0, 0, 95, 126, 5, 126, 6
1, 19, 10.7309, 0, 95, 126, 5, 126, 6
2, 19, 10.1455, 0, 95, 126, 5, 126, 6
3, 19, 10.7366, 0, 94, 126, 5, 126, 6
4, 20, 8.6509, 0, 94, 126, 5, 126, 6
5, 20, 8.98312, 0, 94, 126, 5, 126, 6
6, 20, 8.99278, 0, 94, 126, 5, 126, 6
7, 20, 7.88903, 0, 94, 126, 5, 126, 6
8, 20, 8.56329, 0, 94, 126, 5, 126, 6
9, 20, 8.20986, 0, 94, 126, 5, 126, 6
10, 20, 8.44973, 0, 94, 126, 5, 126, 6
11, 20, 8.15931, 0, 94, 126, 5, 126, 6
12, 20, 8.29739, 0, 94, 126, 5, 126, 6
13, 20, 8.28118, 0, 94, 126, 5, 126, 6
14, 20, 8.95188, 0, 94, 126, 5, 126, 6
15, 20, 8.77138, 0, 94, 126, 5, 126, 6
16, 19, 9.03015, 0, 94, 126, 5, 126, 6
17, 19, 9.45545, 0, 94, 126, 5, 126, 6
18, 19, 10.3906, 0, 94, 126, 5, 126, 6
19, 19, 10.4421, 0, 94, 126, 5, 126, 6
20, 19, 9.8402, 0, 95, 126, 5, 126, 6
21, 19, 9.34597, 0, 95, 126, 5, 126, 6
22, 19, 11.2459, 0, 95, 126, 5, 126, 6
23, 19, 12.2461, 0, 95, 126, 5, 126, 6
24, 18, 12.6561, 0, 95, 126, 5, 126, 6
25, 18, 13.6769, 0, 95, 126, 5, 126, 6
26, 18, 12.1653, 0, 95, 126, 5, 126, 6
27, 18, 12.8028, 0, 95, 126, 5, 126, 6
28, 19, 13.5123, 0, 95, 126, 5, 126, 6
29, 19, 12.5769, 0, 95, 126, 5, 126, 6
30, 19, 12.3718, 0, 95, 126, 5, 126, 6
31, 19, 11.9253, 0, 95, 126, 5, 126, 6
32, 20, 10.8648, 0, 95, 126, 5, 126, 6
33, 19, 11.2408, 0, 95, 126, 5, 126, 6
34, 19, 11.0177, 0, 95, 126, 5, 126, 6
35, 19, 10.6228, 0, 95, 126, 5, 126, 6
