POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 45, 0, 0, 77, 124, 16, 127, 12
1, 46, 19.6367, 0, 77, 124, 16, 127, 12
2, 46, 18.9081, 0, 77, 124, 16, 127, 12
3, 47, 18.3161, 0, 77, 124, 16, 127, 12
4, 47, 16.4525, 0, 77, 124, 16, 127, 12
5, 46, 16.8194, 0, 77, 124, 16, 127, 12
6, 46, 18.127, 0, 77, 124, 16, 127, 12
7, 47, 17.3923, 0, 77, 124, 16, 127, 12
8, 48, 14.716, 0, 77, 124, 16, 127, 12
9, 48, 12.3845, 0, 77, 124, 16, 127, 12
10, 48, 12.2764, 0, 77, 124, 16, 127, 12
11, 48, 13.5517, 0, 77, 124, 16, 127, 12
12, 47, 16.8548, 0, 78, 124, 16, 127, 12
13, 48, 14.4073, 0, 77, 124, 16, 127, 12
14, 47, 16.1506, 0, 77, 124, 16, 127, 12
15, 47, 17.4624, 0, 77, 124, 16, 127, 12
16, 47, 16.3683, 0, 77, 124, 16, 127, 12
17, 48, 17.7799, 0, 77, 124, 16, 127, 12
18, 48, 14.3005, 0, 77, 124, 16, 127, 12
19, 48, 13.0933, 0, 77, 124, 16, 127, 12
20, 48, 13.1824, 0, 77, 124, 16, 127, 12
21, 48, 16.4742, 0, 77, 124, 16, 127, 12
22, 47, 17.3772, 0, 77, 124, 16, 127, 12
23, 47, 17.6647, 0, 77, 124, 16, 127, 12
24, 47, 17.783, 0, 78, 124, 16, 127, 12
25, 47, 16.9357, 0, 78, 124, 16, 127, 12
26, 48, 17.2162, 0, 77, 124, 16, 127, 12
27, 47, 16.4169, 0, 77, 124, 16, 127, 12
28, 46, 19.2093, 0, 77, 124, 16, 127, 12
29, 47, 18.0789, 0, 77, 124, 16, 127, 12
30, 47, 17.5594, 0, 77, 124, 16, 127, 12
31, 47, 15.9844, 0, 77, 124, 16, 127, 12
32, 47, 14.7904, 0, 77, 124, 16, 127, 11
33, 47, 14.4738, 0, 77, 124, 15, 128, 11
34, 47, 14.346, 0, 77, 124, 15, 128, 11
35, 47, 14.8679, 0, 77, 124, 15, 128, 11
36, 46, 18.1443, 0, 77, 124, 15, 128, 11
37, 46, 19.0211, 0, 77, 124, 15, 128, 11
38, 47, 19.3261, 0, 77, 124, 15, 128, 11
39, 47, 15.272, 0, 77, 124, 15, 128, 11
40, 47, 14.7207, 0, 77, 124, 15, 128, 11
41, 47, 14.4912, 0, 77, 124, 15, 128, 11
42, 46, 15.9154, 0, 77, 124, 15, 128, 11
43, 46, 15.8817, 0, 77, 124, 15, 128, 11
44, 46, 15.8299, 0, 77, 124, 15, 128, 11
45, 47, 16.3619, 0, 76, 124, 15, 128, 11
46, 47, 12.838, 0, 76, 124, 15, 128, 11
47, 47, 12.2755, 0, 76, 124, 15, 128, 11
48, 47, 11.4581, 0, 76, 124, 15, 128, 11
49, 47, 11.2936, 0, 76, 124, 15, 128, 11
50, 47, 10.508, 0, 77, 124, 15, 128, 11
51, 46, 12.2362, 0, 77, 124, 15, 128, 11
52, 46, 12.8433, 0, 76, 124, 15, 128, 11
53, 46, 13.4421, 0, 76, 124, 15, 128, 11
54, 46, 11.5036, 0, 76, 124, 15, 128, 11
55, 46, 12.4438, 0, 76, 124, 15, 128, 11
56, 47, 11.3568, 0, 77, 124, 15, 128, 11
57, 47, 10.8578, 0, 77, 124, 15, 128, 11
58, 46, 13.8371, 0, 77, 124, 15, 128, 11
59, 45, 15.3352, 0, 77, 124, 15, 128, 11
60, 44, 20.0536, 0, 77, 124, 15, 128, 11
61, 43, 20.9036, 0, 77, 124, 15, 128, 11
62, 45, 21.5648, 0, 77, 124, 15, 128, 11
63, 46, 15.265, 0, 77, 124, 15, 128, 11
64, 46, 14.6674, 0, 77, 124, 15, 128, 11
65, 45, 12.6782, 0, 77, 124, 15, 128, 11
66, 45, 13.7307, 0, 77, 124, 15, 128, 11
67, 47, 14.2953, 0, 77, 124, 15, 128, 11
68, 47, 10.7844, 0, 77, 124, 15, 128, 11
69, 47, 9.3409, 0, 77, 124, 15, 128, 11
70, 47, 10.3335, 0, 77, 124, 15, 128, 11
71, 47, 10.1639, 0, 77, 124, 15, 128, 11
72, 47, 10.6614, 0, 77, 124, 15, 128, 11
73, 47, 13.3444, 0, 77, 124, 15, 128, 11
74, 47, 12.8828, 0, 77, 124, 15, 128, 11
75, 46, 15.9961, 0, 77, 124, 15, 128, 11
76, 46, 17.0417, 0, 77, 124, 15, 128, 11
77, 46, 16.5663, 0, 77, 124, 15, 128, 11
78, 46, 17.0466, 0, 77, 124, 15, 128, 11
79, 47, 16.23, 0, 77, 124, 15, 128, 11
80, 47, 13.773, 0, 77, 124, 16, 128, 11
81, 48, 10.7429, 0, 77, 124, 16, 128, 11
82, 47, 10.2321, 0, 77, 124, 16, 128, 11
83, 47, 10.333, 0, 77, 124, 16, 128, 11
84, 48, 9.25953, 0, 77, 124, 16, 128, 12
85, 48, 9.04406, 0, 77, 124, 16, 128, 12
86, 48, 8.4774, 0, 77, 124, 16, 128, 12
87, 48, 8.53145, 0, 77, 124, 16, 128, 12
88, 48, 8.76825, 0, 77, 124, 16, 128, 11
89, 47, 10.8939, 0, 77, 124, 16, 128, 11
90, 47, 11.8616, 0, 77, 124, 16, 128, 11
91, 47, 12.576, 0, 77, 124, 16, 128, 11
92, 47, 13.0956, 0, 77, 124, 16, 128, 11
93, 47, 14.827, 0, 77, 124, 16, 128, 11
94, 47, 15.992, 0, 77, 124, 16, 128, 12
95, 46, 18.7903, 0, 78, 124, 16, 128, 11
96, 46, 19.1285, 0, 78, 124, 16, 128, 11
97, 46, 20.7262, 0, 78, 124, 16, 128, 12
98, 47, 19.4912, 0, 78, 124, 16, 128, 12
99, 48, 20.1055, 0, 78, 124, 16, 128, 12
100, 49, 14.5804, 0, 78, 124, 16, 128, 12
101, 48, 13.3514, 0, 78, 124, 16, 128, 12
102, 48, 13.1525, 0, 78, 124, 16, 128, 12
103, 47, 15.9491, 0, 78, 123, 16, 128, 12
