POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 26, 0, 0, 101, 123, 10, 131, 6
1, 26, 18.4593, 0, 100, 123, 10, 131, 6
2, 25, 18.3344, 0, 100, 123, 10, 131, 6
3, 25, 17.2915, 0, 100, 123, 10, 131, 6
4, 24, 17.3832, 0, 101, 123, 10, 131, 6
5, 23, 17.2327, 0, 102, 123, 9, 131, 6
6, 23, 14.1706, 0, 102, 123, 9, 131, 6
7, 23, 14.6169, 0, 102, 123, 9, 131, 6
8, 24, 17.5432, 0, 102, 123, 10, 131, 6
9, 25, 16.8221, 0, 101, 123, 10, 131, 6
10, 26, 14.3254, 0, 101, 123, 10, 131, 6
11, 26, 13.5181, 0, 101, 123, 10, 131, 6
12, 27, 13.2094, 0, 101, 123, 10, 131, 6
13, 27, 13.9234, 0, 101, 123, 10, 131, 6
14, 27, 14.9166, 0, 101, 123, 10, 131, 6
15, 28, 15.4352, 0, 102, 124, 10, 131, 6
16, 28, 14.3756, 0, 102, 124, 9, 130, 6
17, 27, 14.7729, 0, 103, 124, 9, 130, 6
18, 27, 14.3874, 0, 103, 124, 9, 130, 6
19, 27, 14.1402, 0, 104, 124, 9, 130, 6
20, 27, 16.4508, 0, 104, 124, 9, 130, 6
21, 27, 17.3891, 0, 103, 124, 10, 130, 6
22, 28, 16.1636, 0, 102, 124, 10, 130, 6
23, 28, 16.3951, 0, 101, 124, 10, 130, 7
24, 29, 18.9044, 0, 100, 124, 10, 130, 7
25, 29, 20.4867, 0, 99, 124, 10, 130, 7
26, 29, 20.5806, 0, 99, 124, 10, 130, 7
27, 29, 20.6677, 0, 98, 124, 10, 130, 7
28, 29, 21.2931, 0, 98, 124, 10, 130, 7
29, 29, 22.4558, 0, 98, 124, 10, 130, 7
30, 29, 22.5659, 0, 98, 124, 10, 130, 7
31, 29, 24.3789, 0, 97, 124, 10, 130, 7
32, 30, 23.4938, 0, 97, 124, 10, 130, 7
33, 30, 23.5884, 0, 97, 124, 10, 130, 7
34, 30, 23.2237, 0, 97, 124, 11, 130, 7
35, 31, 21.737, 0, 97, 124, 11, 130, 7
36, 30, 22.0136, 0, 97, 124, 11, 130, 7
37, 30, 19.8971, 0, 97, 124, 11, 130, 7
38, 31, 19.6642, 0, 96, 124, 11, 130, 7
39, 31, 18.783, 0, 96, 124, 11, 130, 7
40, 31, 17.6886, 0, 96, 124, 11, 130, 7
41, 32, 17.3181, 0, 96, 124, 11, 130, 7
42, 32, 17.0127, 0, 96, 124, 11, 130, 7
43, 31, 16.7634, 0, 96, 124, 11, 130, 7
44, 31, 17.3388, 0, 96, 124, 11, 130, 7
45, 30, 17.5327, 0, 96, 124, 11, 130, 7
46, 30, 18.0003, 0, 96, 124, 11, 130, 7
47, 29, 18.1365, 0, 96, 124, 11, 130, 7
48, 29, 17.7659, 0, 96, 124, 11, 130, 7
49, 29, 18.1782, 0, 96, 124, 11, 130, 7
50, 28, 20.101, 0, 96, 124, 11, 130, 7
51, 28, 20.1306, 0, 97, 124, 10, 130, 7
52, 28, 19.9549, 0, 97, 124, 10, 130, 7
53, 28, 19.5197, 0, 97, 124, 10, 130, 7
54, 28, 20.1708, 0, 97, 124, 10, 130, 7
55, 28, 19.5445, 0, 98, 124, 10, 130, 7
56, 28, 18.3399, 0, 98, 124, 10, 130, 7
57, 28, 16.408, 0, 98, 124, 10, 130, 7
58, 29, 16.6199, 0, 99, 124, 10, 130, 7
59, 29, 15.247, 0, 99, 124, 10, 130, 7
60, 30, 15.3421, 0, 100, 124, 10, 130, 7
61, 30, 15.6515, 0, 100, 125, 10, 130, 7
62, 31, 14.9432, 0, 100, 125, 10, 130, 7
63, 31, 16.4716, 0, 101, 125, 11, 130, 7
64, 31, 15.4406, 0, 101, 125, 11, 130, 7
65, 31, 17.8495, 0, 102, 125, 10, 130, 7
66, 31, 19.3462, 0, 102, 125, 10, 130, 7
67, 30, 20.8599, 0, 102, 125, 10, 130, 7
68, 30, 21.3633, 0, 102, 125, 10, 130, 7
69, 30, 21.2649, 0, 101, 125, 10, 130, 7
70, 29, 23.3263, 0, 101, 125, 10, 130, 7
71, 29, 22.9358, 0, 101, 125, 10, 130, 7
72, 29, 24.1044, 0, 102, 125, 10, 130, 7
73, 28, 25.4344, 0, 102, 125, 10, 130, 7
74, 28, 22.8473, 0, 102, 125, 10, 130, 8
75, 28, 21.8315, 0, 102, 125, 10, 130, 8
76, 29, 20.4267, 0, 103, 125, 10, 130, 8
77, 29, 21.5281, 0, 103, 125, 11, 130, 8
78, 29, 23.4102, 0, 103, 125, 11, 130, 8
79, 31, 27.9119, 0, 103, 125, 11, 130, 8
80, 32, 27.0533, 0, 103, 125, 11, 130, 8
81, 34, 28.8513, 0, 103, 125, 11, 130, 8
82, 36, 28.0726, 0, 103, 125, 11, 130, 8
83, 36, 28.0664, 0, 103, 125, 11, 130, 8
84, 36, 29.4835, 0, 103, 124, 11, 130, 8
85, 35, 33.7603, 0, 102, 124, 11, 131, 8
86, 34, 33.3333, 0, 102, 124, 11, 131, 9
87, 33, 32.7483, 0, 101, 124, 11, 131, 9
88, 32, 32.9717, 0, 101, 124, 11, 131, 9
89, 33, 30.9298, 0, 101, 124, 11, 131, 9
90, 33, 28.7029, 0, 100, 124, 12, 131, 9
91, 33, 31.0749, 0, 100, 124, 12, 131, 10
92, 34, 30.423, 0, 100, 124, 12, 131, 10
93, 34, 29.0475, 0, 100, 124, 12, 131, 11
94, 34, 30.9803, 0, 100, 125, 12, 131, 11
95, 34, 31.1756, 0, 100, 125, 12, 131, 11
96, 34, 31.0879, 0, 100, 125, 12, 131, 11
97, 34, 31.1883, 0, 100, 125, 13, 131, 12
98, 34, 30.6859, 0, 100, 125, 13, 131, 12
99, 34, 28.4907, 0, 100, 125, 13, 131, 12
100, 35, 29.9879, 0, 100, 125, 13, 131, 13
101, 35, 27.0699, 0, 101, 125, 13, 131, 13
102, 36, 25.8624, 0, 101, 125, 14, 131, 13
103, 36, 25.8464, 0, 102, 125, 14, 131, 13
104, 37, 25.976, 0, 102, 125, 14, 131, 13
105, 38, 26.6503, 0, 103, 125, 15, 131, 14
106, 39, 26.0032, 0, 103, 125, 15, 131, 14
107, 40, 26.122, 0, 103, 125, 15, 131, 14
108, 42, 26.1624, 0, 104, 125, 15, 131, 14
109, 43, 27.9285, 0, 104, 125, 16, 131, 14
110, 45, 30.7887, 0, 104, 125, 16, 131, 14
111, 46, 31.6344, 0, 104, 125, 16, 131, 14
112, 46, 32.7482, 0, 103, 125, 16, 131, 14
113, 46, 35.9278, 0, 103, 125, 16, 131, 15
114, 47, 33.1727, 0, 103, 125, 16, 131, 15
115, 47, 31.8365, 0, 103, 125, 16, 131, 15
116, 48, 31.612, 0, 103, 125, 16, 131, 15
117, 48, 33.8978, 0, 103, 125, 16, 131, 15
118, 49, 34.3562, 0, 103, 125, 16, 131, 15
119, 49, 33.1419, 0, 103, 125, 16, 131, 15
120, 49, 31.2568, 0, 103, 125, 16, 131, 16
121, 49, 30.3728, 0, 103, 125, 16, 131, 15
122, 50, 29.8489, 0, 103, 125, 16, 131, 15
123, 50, 30.112, 0, 102, 125, 16, 131, 15
