POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 52, 0, 0, 115, 124, 13, 133, 12
1, 54, 61.4056, 0, 115, 124, 13, 133, 12
2, 54, 60.571, 0, 114, 124, 13, 133, 12
3, 54, 61.8086, 0, 115, 124, 14, 133, 13
4, 52, 59.3479, 0, 115, 124, 14, 133, 13
5, 48, 71.0225, 0, 114, 124, 13, 133, 12
6, 46, 71.0448, 0, 112, 124, 13, 133, 12
7, 45, 65.9481, 0, 112, 124, 13, 133, 12
8, 45, 69.1766, 0, 113, 124, 13, 133, 12
9, 47, 66.1544, 0, 114, 124, 13, 133, 13
10, 49, 61.9622, 0, 114, 124, 14, 133, 13
11, 48, 69.548, 0, 115, 124, 14, 133, 14
12, 47, 75.9726, 0, 115, 124, 14, 133, 14
13, 45, 81.3759, 0, 115, 124, 13, 133, 13
14, 43, 81.3787, 0, 114, 124, 13, 133, 13
15, 41, 83.6852, 0, 113, 124, 13, 133, 13
16, 42, 85.9129, 0, 111, 124, 13, 133, 13
17, 41, 82.6752, 0, 109, 124, 13, 133, 13
18, 41, 82.8946, 0, 107, 124, 13, 133, 13
19, 40, 81.793, 0, 105, 124, 13, 133, 13
20, 40, 81.9818, 0, 105, 124, 13, 133, 13
21, 38, 81.8347, 0, 103, 124, 13, 133, 12
22, 39, 80.4139, 0, 102, 124, 13, 133, 13
23, 41, 81.9447, 0, 99, 124, 13, 133, 13
24, 41, 83.5028, 0, 97, 123, 13, 133, 13
25, 43, 79.8054, 0, 96, 123, 14, 133, 14
26, 44, 79.7143, 0, 94, 123, 14, 133, 14
27, 45, 72.8832, 0, 93, 123, 14, 133, 14
28, 43, 76.5062, 0, 93, 123, 14, 133, 13
29, 42, 83.1436, 0, 94, 124, 13, 133, 12
30, 38, 85.1809, 0, 95, 124, 13, 133, 12
31, 38, 79.0218, 0, 96, 124, 13, 133, 12
32, 39, 78.4276, 0, 98, 124, 13, 133, 13
33, 39, 79.1326, 0, 99, 124, 13, 133, 13
34, 41, 80.1996, 0, 101, 123, 13, 134, 13
35, 42, 76.9509, 0, 102, 124, 14, 133, 13
36, 42, 75.1597, 0, 102, 124, 14, 133, 13
37, 41, 72.2162, 0, 102, 124, 14, 133, 13
38, 42, 67.1965, 0, 101, 124, 14, 133, 13
39, 43, 67.0411, 0, 101, 124, 14, 133, 13
40, 43, 70.2691, 0, 102, 124, 13, 133, 13
41, 42, 70.9324, 0, 101, 124, 13, 133, 13
42, 40, 75.4636, 0, 101, 124, 13, 133, 13
43, 40, 74.6129, 0, 101, 124, 12, 133, 12
44, 41, 72.5028, 0, 102, 123, 13, 133, 12
45, 41, 74.8581, 0, 102, 123, 13, 133, 13
46, 42, 72.4364, 0, 101, 123, 13, 133, 13
47, 43, 75.2994, 0, 101, 123, 13, 133, 13
48, 44, 77.0352, 0, 101, 124, 13, 133, 13
49, 45, 74.5932, 0, 102, 124, 13, 133, 13
50, 45, 79.176, 0, 101, 124, 13, 133, 13
51, 46, 71.7453, 0, 101, 124, 13, 133, 13
52, 46, 73.0054, 0, 100, 124, 13, 133, 13
53, 46, 66.91, 0, 100, 124, 14, 133, 13
54, 47, 61.7857, 0, 100, 124, 14, 133, 14
55, 45, 64.583, 0, 100, 124, 13, 133, 13
56, 46, 62.8621, 0, 99, 124, 14, 133, 14
57, 47, 61.0039, 0, 99, 124, 14, 133, 14
58, 48, 60.7286, 0, 99, 124, 14, 133, 14
59, 51, 60.7032, 0, 99, 124, 14, 133, 14
