POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 64, 0, 0, 87, 121, 33, 132, 22
1, 64, 8.20967, 0, 87, 121, 33, 132, 22
2, 64, 8.95408, 0, 87, 121, 33, 132, 22
3, 64, 7.58597, 0, 87, 121, 34, 132, 22
4, 64, 7.67996, 0, 87, 121, 33, 132, 22
5, 64, 8.43456, 0, 87, 121, 33, 132, 22
6, 64, 8.85003, 0, 87, 121, 34, 132, 22
7, 64, 8.34316, 0, 87, 121, 34, 132, 22
8, 64, 8.37941, 0, 88, 121, 33, 132, 22
9, 64, 10.0182, 0, 86, 121, 33, 132, 22
10, 64, 7.66599, 0, 86, 121, 33, 132, 22
11, 65, 9.96996, 0, 88, 121, 34, 132, 22
12, 64, 9.88559, 0, 87, 121, 33, 132, 22
13, 64, 8.61544, 0, 87, 121, 34, 132, 22
14, 64, 7.54118, 0, 87, 121, 33, 132, 22
15, 64, 8.85414, 0, 87, 121, 33, 132, 22
16, 64, 7.37677, 0, 86, 121, 33, 132, 22
17, 64, 9.11095, 0, 87, 121, 34, 132, 22
18, 64, 9.21596, 0, 87, 121, 34, 132, 22
19, 64, 8.7826, 0, 87, 121, 33, 132, 22
20, 65, 8.36503, 0, 87, 121, 34, 132, 22
21, 65, 8.85961, 0, 87, 121, 34, 132, 22
22, 64, 9.14515, 0, 87, 121, 34, 132, 22
23, 64, 9.92222, 0, 87, 121, 33, 132, 22
24, 65, 9.19572, 0, 87, 121, 34, 132, 22
25, 64, 9.93965, 0, 87, 121, 34, 132, 22
26, 64, 8.30907, 0, 87, 121, 34, 132, 22
27, 64, 9.18489, 0, 86, 121, 33, 132, 21
28, 64, 8.06157, 0, 86, 121, 33, 132, 21
29, 64, 8.70504, 0, 86, 121, 33, 132, 22
30, 64, 8.37263, 0, 87, 121, 33, 132, 22
31, 64, 8.97819, 0, 88, 121, 34, 132, 22
32, 64, 9.57446, 0, 86, 121, 33, 132, 21
33, 64, 8.85531, 0, 86, 121, 33, 132, 21
34, 64, 8.88252, 0, 86, 121, 33, 132, 22
35, 64, 8.10915, 0, 87, 121, 34, 132, 22
36, 64, 8.04864, 0, 86, 121, 33, 132, 22
37, 64, 8.90289, 0, 87, 121, 34, 132, 22
38, 64, 9.76511, 0, 87, 121, 33, 132, 22
39, 64, 9.08845, 0, 86, 121, 34, 132, 22
40, 65, 11.0428, 0, 87, 121, 34, 132, 22
41, 64, 12.4179, 0, 86, 121, 33, 132, 21
42, 64, 11.0465, 0, 86, 121, 33, 132, 22
43, 64, 11.5337, 0, 86, 121, 34, 132, 22
44, 64, 8.64624, 0, 87, 121, 34, 132, 22
45, 65, 8.31272, 0, 87, 121, 34, 132, 22
46, 64, 9.69148, 0, 86, 121, 33, 132, 21
47, 64, 8.80586, 0, 87, 121, 34, 132, 22
