POC, E, h, epsilon, L, avgU, energyU, avgV, energyV
 0, 30, 0, 0, 113, 125, 9, 127, 7
1, 30, 29.3321, 0, 113, 125, 9, 127, 7
2, 29, 28.3051, 0, 113, 125, 9, 127, 7
3, 29, 29.5804, 0, 113, 125, 9, 127, 7
4, 29, 30.9827, 0, 113, 125, 9, 127, 7
5, 29, 31.994, 0, 113, 125, 9, 127, 7
6, 29, 31.2533, 0, 113, 125, 9, 127, 7
7, 29, 32.3162, 0, 112, 125, 9, 127, 7
8, 29, 33.5572, 0, 112, 125, 9, 127, 7
9, 28, 30.2052, 0, 113, 125, 9, 127, 7
10, 29, 29.5255, 0, 113, 126, 9, 127, 7
11, 29, 26.5065, 0, 112, 126, 9, 127, 8
12, 29, 24.3142, 0, 112, 126, 9, 127, 8
13, 29, 20.0053, 0, 112, 126, 9, 127, 8
14, 29, 20.6843, 0, 112, 126, 9, 127, 8
15, 29, 23.8218, 0, 112, 126, 9, 127, 8
16, 30, 24.8029, 0, 113, 126, 9, 127, 8
17, 30, 23.2682, 0, 113, 126, 9, 127, 8
18, 29, 26.1809, 0, 113, 126, 9, 127, 8
19, 29, 26.5723, 0, 112, 126, 9, 127, 8
20, 29, 25.9571, 0, 112, 126, 9, 127, 8
21, 29, 26.4081, 0, 112, 126, 9, 127, 8
22, 29, 25.3699, 0, 112, 126, 9, 127, 8
23, 30, 23.2984, 0, 112, 126, 9, 127, 8
24, 30, 23.2204, 0, 112, 126, 9, 127, 8
25, 30, 23.7608, 0, 112, 126, 9, 127, 8
26, 30, 22.4371, 0, 112, 126, 9, 127, 8
27, 29, 26.7403, 0, 112, 126, 9, 127, 8
28, 29, 25.6973, 0, 113, 126, 9, 127, 8
29, 29, 24.7636, 0, 113, 126, 9, 127, 8
30, 29, 27.8296, 0, 113, 125, 9, 127, 8
31, 28, 29.7995, 0, 113, 125, 9, 127, 8
32, 28, 31.0325, 0, 114, 125, 9, 127, 8
33, 28, 34.1629, 0, 114, 125, 9, 127, 8
34, 27, 35.7038, 0, 114, 125, 9, 127, 7
35, 27, 36.0394, 0, 115, 125, 9, 127, 7
36, 27, 38.3295, 0, 115, 125, 9, 127, 7
37, 27, 38.4519, 0, 116, 125, 9, 127, 7
38, 26, 38.4696, 0, 117, 125, 9, 127, 7
39, 26, 40.5999, 0, 117, 125, 8, 127, 7
40, 27, 39.802, 0, 118, 125, 9, 127, 7
41, 26, 40.1869, 0, 118, 125, 8, 127, 7
42, 26, 41.3134, 0, 119, 125, 8, 127, 7
43, 26, 41.9535, 0, 119, 125, 8, 127, 7
44, 26, 42.5396, 0, 120, 125, 8, 127, 7
45, 26, 41.819, 0, 121, 125, 8, 127, 7
46, 25, 42.3739, 0, 122, 125, 8, 127, 6
47, 25, 42.1442, 0, 123, 125, 8, 127, 6
48, 25, 41.1583, 0, 124, 125, 8, 127, 6
49, 24, 40.7981, 0, 124, 125, 7, 127, 6
50, 24, 39.8687, 0, 125, 125, 7, 127, 6
51, 24, 39.3188, 0, 126, 125, 7, 127, 6
52, 24, 38.1262, 0, 127, 125, 7, 127, 6
53, 25, 36.6379, 0, 127, 125, 7, 128, 6
54, 25, 37.0514, 0, 128, 124, 7, 128, 6
55, 25, 34.7632, 0, 128, 124, 7, 128, 6
56, 25, 34.7195, 0, 128, 124, 7, 128, 6
57, 26, 33.673, 0, 129, 124, 7, 128, 6
58, 26, 33.9243, 0, 129, 124, 7, 128, 6
59, 26, 29.6133, 0, 129, 124, 7, 128, 6
60, 26, 31.7275, 0, 129, 124, 7, 128, 6
61, 26, 32.1314, 0, 129, 124, 7, 128, 7
62, 26, 33.9224, 0, 129, 124, 7, 128, 7
63, 26, 34.3694, 0, 130, 124, 7, 128, 7
64, 25, 35.1322, 0, 130, 124, 7, 128, 6
65, 24, 36.9163, 0, 130, 124, 7, 128, 6
66, 24, 36.907, 0, 130, 124, 7, 128, 6
67, 23, 35.9837, 0, 131, 124, 6, 128, 6
68, 23, 36.3594, 0, 131, 124, 6, 128, 6
69, 22, 33.8629, 0, 132, 124, 6, 128, 5
70, 21, 32.7849, 0, 132, 124, 6, 128, 5
71, 20, 30.9322, 0, 131, 124, 5, 128, 5
72, 20, 31.2048, 0, 131, 125, 5, 128, 5
73, 19, 28.2178, 0, 130, 125, 5, 128, 4
74, 18, 27.0646, 0, 130, 125, 5, 128, 4
75, 18, 24.431, 0, 130, 125, 5, 127, 4
76, 18, 23.9024, 0, 129, 125, 5, 127, 4
77, 19, 23.4273, 0, 128, 125, 5, 127, 4
78, 19, 22.4523, 0, 128, 126, 5, 128, 5
79, 19, 22.1196, 0, 127, 126, 5, 128, 5
80, 19, 21.5161, 0, 127, 126, 5, 128, 5
81, 19, 20.7602, 0, 126, 126, 5, 128, 5
82, 19, 19.9747, 0, 125, 126, 5, 127, 5
83, 20, 20.2891, 0, 125, 126, 5, 127, 5
84, 20, 20.1157, 0, 124, 126, 5, 127, 5
85, 20, 21.0785, 0, 124, 127, 5, 127, 5
86, 20, 19.9134, 0, 123, 127, 5, 127, 5
87, 20, 21.4219, 0, 123, 127, 6, 127, 5
88, 20, 21.7753, 0, 122, 127, 6, 127, 5
89, 20, 20.4415, 0, 122, 127, 6, 127, 5
90, 21, 19.8285, 0, 121, 127, 6, 127, 6
91, 21, 19.5849, 0, 120, 128, 6, 127, 6
92, 22, 18.4392, 0, 119, 128, 6, 127, 6
93, 22, 19.5186, 0, 118, 128, 6, 127, 6
94, 22, 20.2538, 0, 117, 128, 6, 127, 6
95, 23, 20.4236, 0, 117, 128, 7, 127, 7
96, 24, 20.2951, 0, 116, 128, 7, 127, 7
97, 24, 21.6236, 0, 116, 129, 7, 127, 7
98, 25, 22.1162, 0, 115, 129, 8, 127, 7
