input_file,n,si,ti
CosmosLaundromat_2048x858_24fps_SDR.mp4,1,0.0,
CosmosLaundromat_2048x858_24fps_SDR.mp4,2,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,3,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,4,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,5,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,6,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,7,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,8,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,9,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,10,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,11,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,12,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,13,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,14,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,15,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,16,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,17,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,18,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,19,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,20,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,21,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,22,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,23,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,24,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,25,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,26,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,27,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,28,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,29,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,30,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,31,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,32,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,33,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,34,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,35,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,36,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,37,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,38,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,39,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,40,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,41,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,42,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,43,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,44,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,45,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,46,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,47,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,48,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,49,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,50,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,51,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,52,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,53,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,54,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,55,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,56,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,57,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,58,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,59,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,60,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,61,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,62,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,63,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,64,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,65,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,66,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,67,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,68,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,69,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,70,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,71,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,72,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,73,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,74,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,75,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,76,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,77,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,78,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,79,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,80,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,81,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,82,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,83,0.0,0.0
CosmosLaundromat_2048x858_24fps_SDR.mp4,84,0.0,0.0
