video_name,test,src,video_target_bitrate,video_height,video_width,video_frame_rate,video_bitrate,video_duration,video_codec,video_size,video_bitrate_log,score_type,score
american_football_harmonic_200kbps_360p_59.94fps_h264.mp4,test_1,american_football_harmonic,200,360,640,59.94,192.51,9.994,h264,0.23485656005859373,2.284453294010853,VMAF,1.28
american_football_harmonic_200kbps_360p_59.94fps_h264.mp4,test_1,american_football_harmonic,200,360,640,59.94,192.51,9.994,h264,0.23485656005859373,2.284453294010853,P.1204.3,1.9121636601329912
american_football_harmonic_200kbps_360p_59.94fps_h264.mp4,test_1,american_football_harmonic,200,360,640,59.94,192.51,9.994,h264,0.23485656005859373,2.284453294010853,MOS,1
american_football_harmonic_750kbps_360p_59.94fps_h264.mp4,test_1,american_football_harmonic,750,360,640,59.94,749.08,9.994,h264,0.913855654296875,2.8745282018159157,VMAF,1.72
american_football_harmonic_750kbps_360p_59.94fps_h264.mp4,test_1,american_football_harmonic,750,360,640,59.94,749.08,9.994,h264,0.913855654296875,2.8745282018159157,P.1204.3,1.761975630643262
american_football_harmonic_750kbps_360p_59.94fps_h264.mp4,test_1,american_football_harmonic,750,360,640,59.94,749.08,9.994,h264,0.913855654296875,2.8745282018159157,MOS,2.13793103448276
american_football_harmonic_750kbps_720p_59.94fps_h264.mp4,test_1,american_football_harmonic,750,720,1280,59.94,737.16,9.994,h264,0.899313603515625,2.867561761367188,VMAF,1.76
american_football_harmonic_750kbps_720p_59.94fps_h264.mp4,test_1,american_football_harmonic,750,720,1280,59.94,737.16,9.994,h264,0.899313603515625,2.867561761367188,P.1204.3,1.1435565187588956
american_football_harmonic_750kbps_720p_59.94fps_h264.mp4,test_1,american_football_harmonic,750,720,1280,59.94,737.16,9.994,h264,0.899313603515625,2.867561761367188,MOS,1.6551724137931
american_football_harmonic_2000kbps_720p_59.94fps_h264.mp4,test_1,american_football_harmonic,2000,720,1280,59.94,2001.27,9.994,h264,2.441490769042969,3.3013056851378426,VMAF,2.6
american_football_harmonic_2000kbps_720p_59.94fps_h264.mp4,test_1,american_football_harmonic,2000,720,1280,59.94,2001.27,9.994,h264,2.441490769042969,3.3013056851378426,P.1204.3,2.602138281799278
american_football_harmonic_2000kbps_720p_59.94fps_h264.mp4,test_1,american_football_harmonic,2000,720,1280,59.94,2001.27,9.994,h264,2.441490769042969,3.3013056851378426,MOS,3.03448275862069
american_football_harmonic_2000kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,2000,1080,1920,59.94,2055.52,9.994,h264,2.5076741796874997,3.3129217067779506,VMAF,2.3200000000000003
american_football_harmonic_2000kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,2000,1080,1920,59.94,2055.52,9.994,h264,2.5076741796874997,3.3129217067779506,P.1204.3,1.9217617838498728
american_football_harmonic_2000kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,2000,1080,1920,59.94,2055.52,9.994,h264,2.5076741796874997,3.3129217067779506,MOS,2.3448275862069
american_football_harmonic_7500kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,7500,1080,1920,59.94,7314.55,9.994,h264,8.923536706542968,3.864187612959162,VMAF,3.8
american_football_harmonic_7500kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,7500,1080,1920,59.94,7314.55,9.994,h264,8.923536706542968,3.864187612959162,P.1204.3,3.6346156491888846
american_football_harmonic_7500kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,7500,1080,1920,59.94,7314.55,9.994,h264,8.923536706542968,3.864187612959162,MOS,4.3448275862068995
american_football_harmonic_15000kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,15000,1080,1920,59.94,14325.11,9.994,h264,17.47621451904297,4.156097965523169,VMAF,4.24
american_football_harmonic_15000kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,15000,1080,1920,59.94,14325.11,9.994,h264,17.47621451904297,4.156097965523169,P.1204.3,3.9347960470895256
american_football_harmonic_15000kbps_1080p_59.94fps_h264.mp4,test_1,american_football_harmonic,15000,1080,1920,59.94,14325.11,9.994,h264,17.47621451904297,4.156097965523169,MOS,4.55172413793103
american_football_harmonic_7500kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,7500,2160,3840,59.94,7838.21,9.994,h264,9.562386564941406,3.8942168948424483,VMAF,3.24
american_football_harmonic_7500kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,7500,2160,3840,59.94,7838.21,9.994,h264,9.562386564941406,3.8942168948424483,P.1204.3,2.9978745790867887
american_football_harmonic_7500kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,7500,2160,3840,59.94,7838.21,9.994,h264,9.562386564941406,3.8942168948424483,MOS,3.24137931034483
american_football_harmonic_15000kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,15000,2160,3840,59.94,15115.76,9.994,h264,18.44078435546875,4.179429987802855,VMAF,4.12
american_football_harmonic_15000kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,15000,2160,3840,59.94,15115.76,9.994,h264,18.44078435546875,4.179429987802855,P.1204.3,4.063033613897284
american_football_harmonic_15000kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,15000,2160,3840,59.94,15115.76,9.994,h264,18.44078435546875,4.179429987802855,MOS,4.37931034482759
american_football_harmonic_40000kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,40000,2160,3840,59.94,38413.7,9.994,h264,46.86358859863281,4.584486140338645,VMAF,4.68
american_football_harmonic_40000kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,40000,2160,3840,59.94,38413.7,9.994,h264,46.86358859863281,4.584486140338645,P.1204.3,4.349719337062402
american_football_harmonic_40000kbps_2160p_59.94fps_h264.mp4,test_1,american_football_harmonic,40000,2160,3840,59.94,38413.7,9.994,h264,46.86358859863281,4.584486140338645,MOS,4.79310344827586
american_football_harmonic_200kbps_360p_59.94fps_hevc.mp4,test_1,american_football_harmonic,200,360,640,59.94,201.3,9.994,hevc,0.2455801025390625,2.3038437748886547,VMAF,1.4
american_football_harmonic_200kbps_360p_59.94fps_hevc.mp4,test_1,american_football_harmonic,200,360,640,59.94,201.3,9.994,hevc,0.2455801025390625,2.3038437748886547,P.1204.3,1.2634830240673227
american_football_harmonic_200kbps_360p_59.94fps_hevc.mp4,test_1,american_football_harmonic,200,360,640,59.94,201.3,9.994,hevc,0.2455801025390625,2.3038437748886547,MOS,1.06896551724138
american_football_harmonic_750kbps_360p_59.94fps_hevc.mp4,test_1,american_football_harmonic,750,360,640,59.94,724.15,9.994,hevc,0.8834417846679687,2.8598285350160104,VMAF,1.8
american_football_harmonic_750kbps_360p_59.94fps_hevc.mp4,test_1,american_football_harmonic,750,360,640,59.94,724.15,9.994,hevc,0.8834417846679687,2.8598285350160104,P.1204.3,2.133299675973205
american_football_harmonic_750kbps_360p_59.94fps_hevc.mp4,test_1,american_football_harmonic,750,360,640,59.94,724.15,9.994,hevc,0.8834417846679687,2.8598285350160104,MOS,1.89655172413793
american_football_harmonic_750kbps_720p_59.94fps_hevc.mp4,test_1,american_football_harmonic,750,720,1280,59.94,627.99,9.994,hevc,0.7661294018554687,2.797952728164908,VMAF,2.04
american_football_harmonic_750kbps_720p_59.94fps_hevc.mp4,test_1,american_football_harmonic,750,720,1280,59.94,627.99,9.994,hevc,0.7661294018554687,2.797952728164908,P.1204.3,2.0168095005586015
american_football_harmonic_750kbps_720p_59.94fps_hevc.mp4,test_1,american_football_harmonic,750,720,1280,59.94,627.99,9.994,hevc,0.7661294018554687,2.797952728164908,MOS,1.7931034482758603
american_football_harmonic_2000kbps_720p_59.94fps_hevc.mp4,test_1,american_football_harmonic,2000,720,1280,59.94,1775.56,9.994,hevc,2.166131181640625,3.249335352632361,VMAF,2.76
american_football_harmonic_2000kbps_720p_59.94fps_hevc.mp4,test_1,american_football_harmonic,2000,720,1280,59.94,1775.56,9.994,hevc,2.166131181640625,3.249335352632361,P.1204.3,3.002431776053407
american_football_harmonic_2000kbps_720p_59.94fps_hevc.mp4,test_1,american_football_harmonic,2000,720,1280,59.94,1775.56,9.994,hevc,2.166131181640625,3.249335352632361,MOS,2.931034482758621
american_football_harmonic_2000kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,2000,1080,1920,59.94,1658.22,9.994,hevc,2.0229798193359376,3.219642148920926,VMAF,2.76
american_football_harmonic_2000kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,2000,1080,1920,59.94,1658.22,9.994,hevc,2.0229798193359376,3.219642148920926,P.1204.3,2.9773381439909734
american_football_harmonic_2000kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,2000,1080,1920,59.94,1658.22,9.994,hevc,2.0229798193359376,3.219642148920926,MOS,2.96551724137931
american_football_harmonic_7500kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,7500,1080,1920,59.94,6688.15,9.994,hevc,8.159347058105467,3.8253060047781133,VMAF,3.96
american_football_harmonic_7500kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,7500,1080,1920,59.94,6688.15,9.994,hevc,8.159347058105467,3.8253060047781133,P.1204.3,3.786696749185898
american_football_harmonic_7500kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,7500,1080,1920,59.94,6688.15,9.994,hevc,8.159347058105467,3.8253060047781133,MOS,4.24137931034483
american_football_harmonic_15000kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,15000,1080,1920,59.94,13525.07,9.994,hevc,16.500189157714843,4.131139521507632,VMAF,4.32
american_football_harmonic_15000kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,15000,1080,1920,59.94,13525.07,9.994,hevc,16.500189157714843,4.131139521507632,P.1204.3,4.122211468318849
american_football_harmonic_15000kbps_1080p_59.94fps_hevc.mp4,test_1,american_football_harmonic,15000,1080,1920,59.94,13525.07,9.994,hevc,16.500189157714843,4.131139521507632,MOS,4.41379310344828
american_football_harmonic_7500kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,7500,2160,3840,59.94,6366.64,9.994,hevc,7.76711427734375,3.8039102934897766,VMAF,3.88
american_football_harmonic_7500kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,7500,2160,3840,59.94,6366.64,9.994,hevc,7.76711427734375,3.8039102934897766,P.1204.3,3.929803971058826
american_football_harmonic_7500kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,7500,2160,3840,59.94,6366.64,9.994,hevc,7.76711427734375,3.8039102934897766,MOS,4.31034482758621
american_football_harmonic_15000kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,15000,2160,3840,59.94,13175.35,9.994,hevc,16.07354100341797,4.119762160966154,VMAF,4.359999999999999
american_football_harmonic_15000kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,15000,2160,3840,59.94,13175.35,9.994,hevc,16.07354100341797,4.119762160966154,P.1204.3,4.18784713156238
american_football_harmonic_15000kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,15000,2160,3840,59.94,13175.35,9.994,hevc,16.07354100341797,4.119762160966154,MOS,4.68965517241379
american_football_harmonic_40000kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,40000,2160,3840,59.94,36786.23,9.994,hevc,44.87812287841797,4.565685281875924,VMAF,4.720000000000001
american_football_harmonic_40000kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,40000,2160,3840,59.94,36786.23,9.994,hevc,44.87812287841797,4.565685281875924,P.1204.3,4.49147125119579
american_football_harmonic_40000kbps_2160p_59.94fps_hevc.mp4,test_1,american_football_harmonic,40000,2160,3840,59.94,36786.23,9.994,hevc,44.87812287841797,4.565685281875924,MOS,4.79310344827586
american_football_harmonic_200kbps_360p_59.94fps_vp9.mkv,test_1,american_football_harmonic,200,360,640,59.94,195.58,9.994,vp9,0.2386018701171875,2.29132444179242,VMAF,1.4
american_football_harmonic_200kbps_360p_59.94fps_vp9.mkv,test_1,american_football_harmonic,200,360,640,59.94,195.58,9.994,vp9,0.2386018701171875,2.29132444179242,P.1204.3,1.2321334451156236
american_football_harmonic_200kbps_360p_59.94fps_vp9.mkv,test_1,american_football_harmonic,200,360,640,59.94,195.58,9.994,vp9,0.2386018701171875,2.29132444179242,MOS,1.27586206896552
american_football_harmonic_750kbps_360p_59.94fps_vp9.mkv,test_1,american_football_harmonic,750,360,640,59.94,733.75,9.994,vp9,0.8951535034179687,2.8655481142556707,VMAF,1.88
american_football_harmonic_750kbps_360p_59.94fps_vp9.mkv,test_1,american_football_harmonic,750,360,640,59.94,733.75,9.994,vp9,0.8951535034179687,2.8655481142556707,P.1204.3,2.156777124057302
american_football_harmonic_750kbps_360p_59.94fps_vp9.mkv,test_1,american_football_harmonic,750,360,640,59.94,733.75,9.994,vp9,0.8951535034179687,2.8655481142556707,MOS,2.24137931034483
american_football_harmonic_750kbps_720p_59.94fps_vp9.mkv,test_1,american_football_harmonic,750,720,1280,59.94,730.02,9.994,vp9,0.8906030126953125,2.863334758436422,VMAF,2.24
american_football_harmonic_750kbps_720p_59.94fps_vp9.mkv,test_1,american_football_harmonic,750,720,1280,59.94,730.02,9.994,vp9,0.8906030126953125,2.863334758436422,P.1204.3,2.1281872623773728
american_football_harmonic_750kbps_720p_59.94fps_vp9.mkv,test_1,american_football_harmonic,750,720,1280,59.94,730.02,9.994,vp9,0.8906030126953125,2.863334758436422,MOS,2.55172413793103
american_football_harmonic_2000kbps_720p_59.94fps_vp9.mkv,test_1,american_football_harmonic,2000,720,1280,59.94,1943.57,9.994,vp9,2.3710984594726563,3.2886001868845836,VMAF,3
american_football_harmonic_2000kbps_720p_59.94fps_vp9.mkv,test_1,american_football_harmonic,2000,720,1280,59.94,1943.57,9.994,vp9,2.3710984594726563,3.2886001868845836,P.1204.3,3.0963174023846616
american_football_harmonic_2000kbps_720p_59.94fps_vp9.mkv,test_1,american_football_harmonic,2000,720,1280,59.94,1943.57,9.994,vp9,2.3710984594726563,3.2886001868845836,MOS,3.2758620689655205
american_football_harmonic_2000kbps_1080p_59.94fps_vp9.mkv,test_1,american_football_harmonic,2000,1080,1920,59.94,1947.79,9.994,vp9,2.376246735839844,3.289542131825213,VMAF,3.04
american_football_harmonic_2000kbps_1080p_59.94fps_vp9.mkv,test_1,american_football_harmonic,2000,1080,1920,59.94,1947.79,9.994,vp9,2.376246735839844,3.289542131825213,P.1204.3,3.0299116961726664
