input_file,n,si,ti
vqeghd1_csrc12_original-420p.avi,1,46.789,
vqeghd1_csrc12_original-420p.avi,2,46.8,4.151
vqeghd1_csrc12_original-420p.avi,3,46.778,4.164
vqeghd1_csrc12_original-420p.avi,4,46.774,4.145
vqeghd1_csrc12_original-420p.avi,5,46.774,0.0
vqeghd1_csrc12_original-420p.avi,6,46.796,4.165
vqeghd1_csrc12_original-420p.avi,7,46.786,4.186
vqeghd1_csrc12_original-420p.avi,8,46.787,4.193
vqeghd1_csrc12_original-420p.avi,9,46.772,4.163
vqeghd1_csrc12_original-420p.avi,10,46.805,4.213
vqeghd1_csrc12_original-420p.avi,11,46.805,0.0
vqeghd1_csrc12_original-420p.avi,12,46.798,4.204
vqeghd1_csrc12_original-420p.avi,13,46.808,4.187
vqeghd1_csrc12_original-420p.avi,14,46.803,4.187
vqeghd1_csrc12_original-420p.avi,15,46.878,4.196
vqeghd1_csrc12_original-420p.avi,16,46.889,4.19
vqeghd1_csrc12_original-420p.avi,17,46.889,0.0
vqeghd1_csrc12_original-420p.avi,18,46.853,4.168
vqeghd1_csrc12_original-420p.avi,19,46.863,4.154
vqeghd1_csrc12_original-420p.avi,20,46.864,4.141
vqeghd1_csrc12_original-420p.avi,21,46.894,4.138
vqeghd1_csrc12_original-420p.avi,22,46.895,4.128
vqeghd1_csrc12_original-420p.avi,23,46.895,0.0
vqeghd1_csrc12_original-420p.avi,24,46.921,4.115
vqeghd1_csrc12_original-420p.avi,25,46.915,4.105
vqeghd1_csrc12_original-420p.avi,26,46.92,4.091
vqeghd1_csrc12_original-420p.avi,27,46.879,4.095
vqeghd1_csrc12_original-420p.avi,28,46.906,4.076
vqeghd1_csrc12_original-420p.avi,29,46.906,0.0
vqeghd1_csrc12_original-420p.avi,30,46.909,4.058
vqeghd1_csrc12_original-420p.avi,31,46.945,4.085
vqeghd1_csrc12_original-420p.avi,32,46.909,4.06
vqeghd1_csrc12_original-420p.avi,33,46.94,4.057
vqeghd1_csrc12_original-420p.avi,34,46.933,4.051
vqeghd1_csrc12_original-420p.avi,35,46.933,0.0
vqeghd1_csrc12_original-420p.avi,36,46.979,4.056
vqeghd1_csrc12_original-420p.avi,37,47.0,4.093
vqeghd1_csrc12_original-420p.avi,38,46.932,4.103
vqeghd1_csrc12_original-420p.avi,39,46.941,4.108
vqeghd1_csrc12_original-420p.avi,40,46.905,4.104
vqeghd1_csrc12_original-420p.avi,41,46.905,0.0
vqeghd1_csrc12_original-420p.avi,42,46.88,4.126
vqeghd1_csrc12_original-420p.avi,43,46.873,4.131
vqeghd1_csrc12_original-420p.avi,44,46.918,4.135
vqeghd1_csrc12_original-420p.avi,45,46.829,4.163
vqeghd1_csrc12_original-420p.avi,46,46.817,4.151
vqeghd1_csrc12_original-420p.avi,47,46.817,0.0
vqeghd1_csrc12_original-420p.avi,48,46.823,4.167
vqeghd1_csrc12_original-420p.avi,49,46.849,4.177
vqeghd1_csrc12_original-420p.avi,50,46.837,4.175
vqeghd1_csrc12_original-420p.avi,51,46.816,4.155
vqeghd1_csrc12_original-420p.avi,52,46.871,4.144
vqeghd1_csrc12_original-420p.avi,53,46.871,0.0
vqeghd1_csrc12_original-420p.avi,54,46.773,4.162
vqeghd1_csrc12_original-420p.avi,55,46.793,4.16
vqeghd1_csrc12_original-420p.avi,56,46.849,4.164
vqeghd1_csrc12_original-420p.avi,57,46.759,4.127
vqeghd1_csrc12_original-420p.avi,58,46.816,4.127
vqeghd1_csrc12_original-420p.avi,59,46.816,0.0
vqeghd1_csrc12_original-420p.avi,60,46.832,4.122
vqeghd1_csrc12_original-420p.avi,61,46.915,4.105
vqeghd1_csrc12_original-420p.avi,62,46.885,4.099
vqeghd1_csrc12_original-420p.avi,63,46.89,4.119
vqeghd1_csrc12_original-420p.avi,64,46.886,4.146
vqeghd1_csrc12_original-420p.avi,65,46.886,0.0
vqeghd1_csrc12_original-420p.avi,66,46.886,4.149
vqeghd1_csrc12_original-420p.avi,67,46.865,4.15
vqeghd1_csrc12_original-420p.avi,68,46.853,4.175
vqeghd1_csrc12_original-420p.avi,69,46.84,4.175
vqeghd1_csrc12_original-420p.avi,70,46.82,4.178
vqeghd1_csrc12_original-420p.avi,71,46.82,0.0
vqeghd1_csrc12_original-420p.avi,72,46.82,4.193
vqeghd1_csrc12_original-420p.avi,73,46.857,4.217
vqeghd1_csrc12_original-420p.avi,74,46.896,4.217
vqeghd1_csrc12_original-420p.avi,75,46.864,4.233
vqeghd1_csrc12_original-420p.avi,76,46.865,4.207
vqeghd1_csrc12_original-420p.avi,77,46.865,0.0
vqeghd1_csrc12_original-420p.avi,78,46.921,4.171
vqeghd1_csrc12_original-420p.avi,79,46.882,4.151
vqeghd1_csrc12_original-420p.avi,80,46.929,4.147
vqeghd1_csrc12_original-420p.avi,81,46.914,4.113
vqeghd1_csrc12_original-420p.avi,82,46.923,4.101
vqeghd1_csrc12_original-420p.avi,83,46.923,0.0
vqeghd1_csrc12_original-420p.avi,84,46.886,4.103
vqeghd1_csrc12_original-420p.avi,85,46.883,4.107
vqeghd1_csrc12_original-420p.avi,86,46.845,4.085
vqeghd1_csrc12_original-420p.avi,87,46.834,4.107
vqeghd1_csrc12_original-420p.avi,88,46.865,4.12
vqeghd1_csrc12_original-420p.avi,89,46.865,0.0
vqeghd1_csrc12_original-420p.avi,90,46.828,4.12
vqeghd1_csrc12_original-420p.avi,91,46.872,4.143
vqeghd1_csrc12_original-420p.avi,92,46.825,4.148
vqeghd1_csrc12_original-420p.avi,93,46.843,4.124
vqeghd1_csrc12_original-420p.avi,94,46.859,4.146
vqeghd1_csrc12_original-420p.avi,95,46.859,0.0
vqeghd1_csrc12_original-420p.avi,96,46.88,4.173
vqeghd1_csrc12_original-420p.avi,97,46.858,4.155
vqeghd1_csrc12_original-420p.avi,98,46.844,4.165
vqeghd1_csrc12_original-420p.avi,99,46.843,4.177
vqeghd1_csrc12_original-420p.avi,100,46.787,4.185
vqeghd1_csrc12_original-420p.avi,101,46.787,0.0
vqeghd1_csrc12_original-420p.avi,102,46.826,4.186
vqeghd1_csrc12_original-420p.avi,103,46.863,4.207
vqeghd1_csrc12_original-420p.avi,104,46.857,4.201
vqeghd1_csrc12_original-420p.avi,105,46.802,4.182
vqeghd1_csrc12_original-420p.avi,106,46.82,4.157
vqeghd1_csrc12_original-420p.avi,107,46.82,0.0
vqeghd1_csrc12_original-420p.avi,108,46.829,4.172
vqeghd1_csrc12_original-420p.avi,109,46.821,4.175
vqeghd1_csrc12_original-420p.avi,110,37.524,60.449
vqeghd1_csrc12_original-420p.avi,111,37.085,4.989
vqeghd1_csrc12_original-420p.avi,112,37.046,5.227
vqeghd1_csrc12_original-420p.avi,113,37.046,0.0
vqeghd1_csrc12_original-420p.avi,114,37.238,5.437
vqeghd1_csrc12_original-420p.avi,115,36.694,5.592
vqeghd1_csrc12_original-420p.avi,116,37.187,5.843
vqeghd1_csrc12_original-420p.avi,117,36.898,6.057
vqeghd1_csrc12_original-420p.avi,118,37.13,6.279
vqeghd1_csrc12_original-420p.avi,119,37.13,0.0
vqeghd1_csrc12_original-420p.avi,120,36.544,6.924
vqeghd1_csrc12_original-420p.avi,121,36.467,6.453
vqeghd1_csrc12_original-420p.avi,122,36.536,7.102
vqeghd1_csrc12_original-420p.avi,123,36.662,6.897
vqeghd1_csrc12_original-420p.avi,124,36.512,6.129
vqeghd1_csrc12_original-420p.avi,125,36.512,0.0
vqeghd1_csrc12_original-420p.avi,126,36.749,6.036
vqeghd1_csrc12_original-420p.avi,127,36.934,6.085
vqeghd1_csrc12_original-420p.avi,128,37.13,6.096
vqeghd1_csrc12_original-420p.avi,129,37.508,5.77
vqeghd1_csrc12_original-420p.avi,130,37.368,5.363
vqeghd1_csrc12_original-420p.avi,131,37.368,0.0
vqeghd1_csrc12_original-420p.avi,132,37.134,5.292
vqeghd1_csrc12_original-420p.avi,133,37.119,5.463
vqeghd1_csrc12_original-420p.avi,134,37.293,5.155
vqeghd1_csrc12_original-420p.avi,135,37.24,5.099
vqeghd1_csrc12_original-420p.avi,136,37.002,5.204
vqeghd1_csrc12_original-420p.avi,137,37.002,0.0
vqeghd1_csrc12_original-420p.avi,138,37.152,5.362
vqeghd1_csrc12_original-420p.avi,139,37.064,5.407
vqeghd1_csrc12_original-420p.avi,140,37.442,5.19
vqeghd1_csrc12_original-420p.avi,141,37.674,5.243
vqeghd1_csrc12_original-420p.avi,142,36.924,5.429
vqeghd1_csrc12_original-420p.avi,143,36.924,0.0
vqeghd1_csrc12_original-420p.avi,144,36.737,6.007
vqeghd1_csrc12_original-420p.avi,145,36.869,6.065
vqeghd1_csrc12_original-420p.avi,146,36.322,5.909
vqeghd1_csrc12_original-420p.avi,147,37.39,5.896
vqeghd1_csrc12_original-420p.avi,148,37.029,5.874
vqeghd1_csrc12_original-420p.avi,149,37.029,0.0
vqeghd1_csrc12_original-420p.avi,150,37.05,6.178
vqeghd1_csrc12_original-420p.avi,151,37.305,5.526
vqeghd1_csrc12_original-420p.avi,152,37.07,5.413
vqeghd1_csrc12_original-420p.avi,153,37.377,5.197
vqeghd1_csrc12_original-420p.avi,154,37.072,5.061
vqeghd1_csrc12_original-420p.avi,155,37.072,0.0
vqeghd1_csrc12_original-420p.avi,156,37.264,5.656
vqeghd1_csrc12_original-420p.avi,157,37.064,5.998
vqeghd1_csrc12_original-420p.avi,158,37.613,6.178
vqeghd1_csrc12_original-420p.avi,159,37.433,4.833
vqeghd1_csrc12_original-420p.avi,160,37.568,4.363
vqeghd1_csrc12_original-420p.avi,161,37.568,0.0
vqeghd1_csrc12_original-420p.avi,162,36.896,4.595
vqeghd1_csrc12_original-420p.avi,163,37.197,4.494
vqeghd1_csrc12_original-420p.avi,164,37.169,4.699
vqeghd1_csrc12_original-420p.avi,165,36.87,5.745
vqeghd1_csrc12_original-420p.avi,166,36.89,6.039
vqeghd1_csrc12_original-420p.avi,167,36.89,0.0
vqeghd1_csrc12_original-420p.avi,168,36.613,6.476
vqeghd1_csrc12_original-420p.avi,169,37.021,5.745
vqeghd1_csrc12_original-420p.avi,170,36.511,5.667
vqeghd1_csrc12_original-420p.avi,171,36.868,6.281
vqeghd1_csrc12_original-420p.avi,172,36.713,6.392
vqeghd1_csrc12_original-420p.avi,173,36.713,0.0
vqeghd1_csrc12_original-420p.avi,174,36.063,7.877
vqeghd1_csrc12_original-420p.avi,175,36.105,7.987
vqeghd1_csrc12_original-420p.avi,176,35.69,7.373
vqeghd1_csrc12_original-420p.avi,177,36.358,6.652
vqeghd1_csrc12_original-420p.avi,178,36.81,7.216
vqeghd1_csrc12_original-420p.avi,179,36.81,0.0
vqeghd1_csrc12_original-420p.avi,180,37.342,6.599
vqeghd1_csrc12_original-420p.avi,181,37.195,6.004
vqeghd1_csrc12_original-420p.avi,182,36.594,6.166
vqeghd1_csrc12_original-420p.avi,183,37.631,6.417
vqeghd1_csrc12_original-420p.avi,184,37.557,6.379
vqeghd1_csrc12_original-420p.avi,185,37.557,0.0
vqeghd1_csrc12_original-420p.avi,186,37.738,5.507
vqeghd1_csrc12_original-420p.avi,187,37.982,5.099
vqeghd1_csrc12_original-420p.avi,188,37.897,4.854
vqeghd1_csrc12_original-420p.avi,189,38.04,4.638
vqeghd1_csrc12_original-420p.avi,190,37.808,4.367
vqeghd1_csrc12_original-420p.avi,191,37.808,0.0
vqeghd1_csrc12_original-420p.avi,192,37.73,5.576
vqeghd1_csrc12_original-420p.avi,193,37.64,6.074
vqeghd1_csrc12_original-420p.avi,194,37.553,5.59
vqeghd1_csrc12_original-420p.avi,195,37.478,5.794
vqeghd1_csrc12_original-420p.avi,196,36.899,6.141
vqeghd1_csrc12_original-420p.avi,197,36.899,0.0
vqeghd1_csrc12_original-420p.avi,198,36.882,6.988
vqeghd1_csrc12_original-420p.avi,199,37.127,7.208
