input_file,n,si,ti
vqeghd1_csrc11_original-420p.avi,1,29.668,
vqeghd1_csrc11_original-420p.avi,2,29.711,7.63
vqeghd1_csrc11_original-420p.avi,3,28.662,8.156
vqeghd1_csrc11_original-420p.avi,4,30.285,6.574
vqeghd1_csrc11_original-420p.avi,5,30.285,0.0
vqeghd1_csrc11_original-420p.avi,6,30.845,6.613
vqeghd1_csrc11_original-420p.avi,7,31.556,5.71
vqeghd1_csrc11_original-420p.avi,8,31.46,5.428
vqeghd1_csrc11_original-420p.avi,9,32.056,6.242
vqeghd1_csrc11_original-420p.avi,10,31.423,6.606
vqeghd1_csrc11_original-420p.avi,11,31.423,0.0
vqeghd1_csrc11_original-420p.avi,12,31.399,5.192
vqeghd1_csrc11_original-420p.avi,13,31.597,5.443
vqeghd1_csrc11_original-420p.avi,14,31.013,4.886
vqeghd1_csrc11_original-420p.avi,15,31.83,5.375
vqeghd1_csrc11_original-420p.avi,16,32.16,6.134
vqeghd1_csrc11_original-420p.avi,17,32.16,0.0
vqeghd1_csrc11_original-420p.avi,18,31.323,5.865
vqeghd1_csrc11_original-420p.avi,19,31.483,4.666
vqeghd1_csrc11_original-420p.avi,20,31.324,4.543
vqeghd1_csrc11_original-420p.avi,21,31.794,4.561
vqeghd1_csrc11_original-420p.avi,22,31.291,4.731
vqeghd1_csrc11_original-420p.avi,23,31.291,0.0
vqeghd1_csrc11_original-420p.avi,24,32.047,5.928
vqeghd1_csrc11_original-420p.avi,25,31.988,5.517
vqeghd1_csrc11_original-420p.avi,26,31.861,4.574
vqeghd1_csrc11_original-420p.avi,27,32.037,4.796
vqeghd1_csrc11_original-420p.avi,28,32.23,4.878
vqeghd1_csrc11_original-420p.avi,29,32.23,0.0
vqeghd1_csrc11_original-420p.avi,30,31.971,4.911
vqeghd1_csrc11_original-420p.avi,31,31.917,5.285
vqeghd1_csrc11_original-420p.avi,32,31.614,5.593
vqeghd1_csrc11_original-420p.avi,33,31.098,6.345
vqeghd1_csrc11_original-420p.avi,34,30.863,6.864
vqeghd1_csrc11_original-420p.avi,35,30.863,0.0
vqeghd1_csrc11_original-420p.avi,36,30.408,7.81
vqeghd1_csrc11_original-420p.avi,37,29.916,8.34
vqeghd1_csrc11_original-420p.avi,38,30.034,8.52
vqeghd1_csrc11_original-420p.avi,39,29.838,8.745
vqeghd1_csrc11_original-420p.avi,40,30.278,9.449
vqeghd1_csrc11_original-420p.avi,41,30.278,0.0
vqeghd1_csrc11_original-420p.avi,42,29.418,8.953
vqeghd1_csrc11_original-420p.avi,43,28.692,10.26
vqeghd1_csrc11_original-420p.avi,44,29.428,9.497
vqeghd1_csrc11_original-420p.avi,45,29.755,8.557
vqeghd1_csrc11_original-420p.avi,46,30.291,8.512
vqeghd1_csrc11_original-420p.avi,47,30.291,0.0
vqeghd1_csrc11_original-420p.avi,48,29.578,9.603
vqeghd1_csrc11_original-420p.avi,49,29.751,8.98
vqeghd1_csrc11_original-420p.avi,50,29.939,7.847
vqeghd1_csrc11_original-420p.avi,51,29.384,9.231
vqeghd1_csrc11_original-420p.avi,52,30.093,9.463
vqeghd1_csrc11_original-420p.avi,53,30.093,0.0
