input_file,n,si,ti
vqeghd1_src08_original-420p.avi,1,13.066,
vqeghd1_src08_original-420p.avi,2,13.559,6.835
vqeghd1_src08_original-420p.avi,3,13.537,6.917
vqeghd1_src08_original-420p.avi,4,13.363,6.962
vqeghd1_src08_original-420p.avi,5,12.742,6.791
vqeghd1_src08_original-420p.avi,6,13.667,6.906
vqeghd1_src08_original-420p.avi,7,14.991,7.297
vqeghd1_src08_original-420p.avi,8,13.069,7.173
vqeghd1_src08_original-420p.avi,9,14.889,7.138
vqeghd1_src08_original-420p.avi,10,15.754,7.563
vqeghd1_src08_original-420p.avi,11,13.444,7.409
vqeghd1_src08_original-420p.avi,12,14.056,7.278
vqeghd1_src08_original-420p.avi,13,14.924,7.298
vqeghd1_src08_original-420p.avi,14,16.323,7.653
vqeghd1_src08_original-420p.avi,15,17.523,7.972
vqeghd1_src08_original-420p.avi,16,17.079,7.465
vqeghd1_src08_original-420p.avi,17,15.989,8.072
vqeghd1_src08_original-420p.avi,18,16.382,8.066
vqeghd1_src08_original-420p.avi,19,15.85,7.893
vqeghd1_src08_original-420p.avi,20,16.263,7.891
vqeghd1_src08_original-420p.avi,21,16.595,8.021
vqeghd1_src08_original-420p.avi,22,17.866,8.363
vqeghd1_src08_original-420p.avi,23,19.235,8.49
vqeghd1_src08_original-420p.avi,24,16.793,8.288
vqeghd1_src08_original-420p.avi,25,19.127,8.476
vqeghd1_src08_original-420p.avi,26,19.342,8.734
vqeghd1_src08_original-420p.avi,27,17.153,8.611
vqeghd1_src08_original-420p.avi,28,17.281,8.455
vqeghd1_src08_original-420p.avi,29,18.924,8.44
vqeghd1_src08_original-420p.avi,30,19.315,8.902
vqeghd1_src08_original-420p.avi,31,21.174,9.156
vqeghd1_src08_original-420p.avi,32,18.844,8.583
vqeghd1_src08_original-420p.avi,33,19.354,8.639
vqeghd1_src08_original-420p.avi,34,20.114,9.322
vqeghd1_src08_original-420p.avi,35,19.774,9.111
vqeghd1_src08_original-420p.avi,36,18.786,8.597
vqeghd1_src08_original-420p.avi,37,19.03,8.819
vqeghd1_src08_original-420p.avi,38,20.554,9.031
vqeghd1_src08_original-420p.avi,39,21.327,9.042
vqeghd1_src08_original-420p.avi,40,18.478,8.967
vqeghd1_src08_original-420p.avi,41,19.616,8.809
vqeghd1_src08_original-420p.avi,42,20.559,8.741
vqeghd1_src08_original-420p.avi,43,20.789,9.445
vqeghd1_src08_original-420p.avi,44,20.516,8.981
vqeghd1_src08_original-420p.avi,45,20.713,8.726
vqeghd1_src08_original-420p.avi,46,22.003,9.481
vqeghd1_src08_original-420p.avi,47,22.038,9.585
vqeghd1_src08_original-420p.avi,48,21.049,9.2
vqeghd1_src08_original-420p.avi,49,21.005,9.552
vqeghd1_src08_original-420p.avi,50,23.453,9.485
vqeghd1_src08_original-420p.avi,51,23.304,10.311
vqeghd1_src08_original-420p.avi,52,22.226,10.524
vqeghd1_src08_original-420p.avi,53,23.274,9.987
vqeghd1_src08_original-420p.avi,54,24.733,10.401
vqeghd1_src08_original-420p.avi,55,23.618,11.109
vqeghd1_src08_original-420p.avi,56,23.474,10.461
vqeghd1_src08_original-420p.avi,57,24.142,10.916
vqeghd1_src08_original-420p.avi,58,25.241,11.436
vqeghd1_src08_original-420p.avi,59,24.364,11.159
vqeghd1_src08_original-420p.avi,60,23.624,11.026
vqeghd1_src08_original-420p.avi,61,25.432,11.013
vqeghd1_src08_original-420p.avi,62,25.901,11.699
vqeghd1_src08_original-420p.avi,63,25.835,11.382
vqeghd1_src08_original-420p.avi,64,25.669,10.865
vqeghd1_src08_original-420p.avi,65,26.982,11.672
vqeghd1_src08_original-420p.avi,66,25.319,11.897
vqeghd1_src08_original-420p.avi,67,25.471,11.586
vqeghd1_src08_original-420p.avi,68,25.15,11.375
vqeghd1_src08_original-420p.avi,69,26.8,11.811
vqeghd1_src08_original-420p.avi,70,27.192,12.243
vqeghd1_src08_original-420p.avi,71,26.722,12.114
vqeghd1_src08_original-420p.avi,72,27.738,11.438
vqeghd1_src08_original-420p.avi,73,28.469,12.324
vqeghd1_src08_original-420p.avi,74,27.785,12.679
vqeghd1_src08_original-420p.avi,75,26.982,12.162
vqeghd1_src08_original-420p.avi,76,27.57,12.259
vqeghd1_src08_original-420p.avi,77,28.908,12.519
vqeghd1_src08_original-420p.avi,78,28.191,13.072
vqeghd1_src08_original-420p.avi,79,28.206,12.565
vqeghd1_src08_original-420p.avi,80,28.691,12.303
vqeghd1_src08_original-420p.avi,81,29.492,13.349
vqeghd1_src08_original-420p.avi,82,28.895,12.843
vqeghd1_src08_original-420p.avi,83,27.533,12.853
vqeghd1_src08_original-420p.avi,84,27.592,12.884
vqeghd1_src08_original-420p.avi,85,30.52,12.622
vqeghd1_src08_original-420p.avi,86,29.129,12.996
vqeghd1_src08_original-420p.avi,87,28.954,13.241
vqeghd1_src08_original-420p.avi,88,30.184,12.2
vqeghd1_src08_original-420p.avi,89,29.965,13.039
vqeghd1_src08_original-420p.avi,90,29.447,13.428
vqeghd1_src08_original-420p.avi,91,29.482,12.455
vqeghd1_src08_original-420p.avi,92,29.572,12.381
vqeghd1_src08_original-420p.avi,93,30.884,13.1
vqeghd1_src08_original-420p.avi,94,29.384,12.67
vqeghd1_src08_original-420p.avi,95,29.359,12.7
vqeghd1_src08_original-420p.avi,96,30.256,12.754
vqeghd1_src08_original-420p.avi,97,31.561,12.928
vqeghd1_src08_original-420p.avi,98,30.749,12.921
vqeghd1_src08_original-420p.avi,99,29.597,12.596
vqeghd1_src08_original-420p.avi,100,30.447,12.289
vqeghd1_src08_original-420p.avi,101,31.105,12.852
vqeghd1_src08_original-420p.avi,102,30.711,13.074
vqeghd1_src08_original-420p.avi,103,30.459,12.757
vqeghd1_src08_original-420p.avi,104,30.074,12.499
vqeghd1_src08_original-420p.avi,105,31.681,12.579
vqeghd1_src08_original-420p.avi,106,31.129,13.05
vqeghd1_src08_original-420p.avi,107,29.929,12.562
vqeghd1_src08_original-420p.avi,108,30.151,12.384
vqeghd1_src08_original-420p.avi,109,31.739,12.677
vqeghd1_src08_original-420p.avi,110,30.792,12.721
vqeghd1_src08_original-420p.avi,111,30.77,12.994
vqeghd1_src08_original-420p.avi,112,30.021,12.377
vqeghd1_src08_original-420p.avi,113,30.636,12.452
vqeghd1_src08_original-420p.avi,114,32.369,12.548
vqeghd1_src08_original-420p.avi,115,30.437,12.425
vqeghd1_src08_original-420p.avi,116,30.888,12.346
vqeghd1_src08_original-420p.avi,117,32.171,12.58
vqeghd1_src08_original-420p.avi,118,31.335,12.704
vqeghd1_src08_original-420p.avi,119,30.862,12.818
vqeghd1_src08_original-420p.avi,120,29.777,12.769
vqeghd1_src08_original-420p.avi,121,30.188,12.823
vqeghd1_src08_original-420p.avi,122,32.263,12.761
vqeghd1_src08_original-420p.avi,123,31.647,12.422
vqeghd1_src08_original-420p.avi,124,31.051,12.495
vqeghd1_src08_original-420p.avi,125,31.1,12.212
vqeghd1_src08_original-420p.avi,126,32.417,12.207
vqeghd1_src08_original-420p.avi,127,32.321,12.416
vqeghd1_src08_original-420p.avi,128,30.596,12.351
vqeghd1_src08_original-420p.avi,129,31.974,11.962
vqeghd1_src08_original-420p.avi,130,32.575,12.047
vqeghd1_src08_original-420p.avi,131,30.389,12.422
vqeghd1_src08_original-420p.avi,132,30.892,11.969
vqeghd1_src08_original-420p.avi,133,32.171,11.519
vqeghd1_src08_original-420p.avi,134,32.387,12.153
vqeghd1_src08_original-420p.avi,135,32.11,11.955
vqeghd1_src08_original-420p.avi,136,31.563,11.098
vqeghd1_src08_original-420p.avi,137,31.95,11.864
vqeghd1_src08_original-420p.avi,138,33.453,11.611
vqeghd1_src08_original-420p.avi,139,32.555,10.816
vqeghd1_src08_original-420p.avi,140,31.499,11.109
vqeghd1_src08_original-420p.avi,141,33.798,11.072
vqeghd1_src08_original-420p.avi,142,33.911,10.689
vqeghd1_src08_original-420p.avi,143,33.368,10.976
vqeghd1_src08_original-420p.avi,144,33.142,10.249
vqeghd1_src08_original-420p.avi,145,33.796,10.844
vqeghd1_src08_original-420p.avi,146,33.839,10.57
vqeghd1_src08_original-420p.avi,147,33.153,9.825
vqeghd1_src08_original-420p.avi,148,33.757,9.913
vqeghd1_src08_original-420p.avi,149,33.805,10.796
vqeghd1_src08_original-420p.avi,150,33.352,9.894
vqeghd1_src08_original-420p.avi,151,33.582,8.789
vqeghd1_src08_original-420p.avi,152,34.62,8.803
vqeghd1_src08_original-420p.avi,153,33.136,9.226
vqeghd1_src08_original-420p.avi,154,33.964,8.292
vqeghd1_src08_original-420p.avi,155,34.734,7.354
vqeghd1_src08_original-420p.avi,156,34.401,8.6
