input_file,n,si,ti
vqeghd1_src09_original-420p.avi,1,43.644,
vqeghd1_src09_original-420p.avi,2,43.612,10.863
vqeghd1_src09_original-420p.avi,3,43.645,11.168
vqeghd1_src09_original-420p.avi,4,43.922,11.015
vqeghd1_src09_original-420p.avi,5,44.145,11.223
vqeghd1_src09_original-420p.avi,6,43.794,11.062
vqeghd1_src09_original-420p.avi,7,43.693,11.136
vqeghd1_src09_original-420p.avi,8,43.448,10.905
vqeghd1_src09_original-420p.avi,9,43.559,10.952
vqeghd1_src09_original-420p.avi,10,43.257,10.876
vqeghd1_src09_original-420p.avi,11,43.167,11.12
vqeghd1_src09_original-420p.avi,12,43.776,10.94
vqeghd1_src09_original-420p.avi,13,43.567,11.067
vqeghd1_src09_original-420p.avi,14,44.253,11.049
vqeghd1_src09_original-420p.avi,15,43.828,10.956
vqeghd1_src09_original-420p.avi,16,43.445,11.061
vqeghd1_src09_original-420p.avi,17,43.295,11.038
vqeghd1_src09_original-420p.avi,18,43.012,10.847
vqeghd1_src09_original-420p.avi,19,43.59,10.859
vqeghd1_src09_original-420p.avi,20,42.754,10.908
vqeghd1_src09_original-420p.avi,21,43.114,11.121
vqeghd1_src09_original-420p.avi,22,43.298,10.985
vqeghd1_src09_original-420p.avi,23,43.518,11.075
vqeghd1_src09_original-420p.avi,24,42.775,11.301
vqeghd1_src09_original-420p.avi,25,43.188,11.217
vqeghd1_src09_original-420p.avi,26,43.329,10.812
vqeghd1_src09_original-420p.avi,27,42.648,10.708
vqeghd1_src09_original-420p.avi,28,42.455,11.055
vqeghd1_src09_original-420p.avi,29,43.235,10.724
vqeghd1_src09_original-420p.avi,30,43.539,10.744
vqeghd1_src09_original-420p.avi,31,43.909,10.697
vqeghd1_src09_original-420p.avi,32,44.118,10.819
vqeghd1_src09_original-420p.avi,33,43.602,10.757
vqeghd1_src09_original-420p.avi,34,42.767,10.992
vqeghd1_src09_original-420p.avi,35,42.809,10.869
vqeghd1_src09_original-420p.avi,36,43.048,10.802
vqeghd1_src09_original-420p.avi,37,43.439,10.581
vqeghd1_src09_original-420p.avi,38,42.976,10.71
vqeghd1_src09_original-420p.avi,39,43.435,10.9
vqeghd1_src09_original-420p.avi,40,43.625,10.85
vqeghd1_src09_original-420p.avi,41,43.238,11.027
vqeghd1_src09_original-420p.avi,42,43.446,11.083
vqeghd1_src09_original-420p.avi,43,42.901,11.025
vqeghd1_src09_original-420p.avi,44,42.666,10.954
vqeghd1_src09_original-420p.avi,45,42.264,11.202
vqeghd1_src09_original-420p.avi,46,43.394,10.869
vqeghd1_src09_original-420p.avi,47,43.596,10.834
vqeghd1_src09_original-420p.avi,48,43.78,10.833
vqeghd1_src09_original-420p.avi,49,44.216,10.905
vqeghd1_src09_original-420p.avi,50,44.51,10.877
vqeghd1_src09_original-420p.avi,51,43.957,10.855
vqeghd1_src09_original-420p.avi,52,43.62,10.927
vqeghd1_src09_original-420p.avi,53,43.514,10.939
vqeghd1_src09_original-420p.avi,54,43.326,10.852
vqeghd1_src09_original-420p.avi,55,42.891,11.033
vqeghd1_src09_original-420p.avi,56,43.318,11.152
vqeghd1_src09_original-420p.avi,57,43.645,10.962
vqeghd1_src09_original-420p.avi,58,44.175,10.991
vqeghd1_src09_original-420p.avi,59,43.573,11.152
vqeghd1_src09_original-420p.avi,60,43.898,11.233
vqeghd1_src09_original-420p.avi,61,43.321,11.109
vqeghd1_src09_original-420p.avi,62,43.569,10.948
vqeghd1_src09_original-420p.avi,63,43.547,10.761
vqeghd1_src09_original-420p.avi,64,44.136,10.643
vqeghd1_src09_original-420p.avi,65,43.681,10.837
vqeghd1_src09_original-420p.avi,66,43.491,11.206
vqeghd1_src09_original-420p.avi,67,43.904,11.216
vqeghd1_src09_original-420p.avi,68,44.897,10.895
vqeghd1_src09_original-420p.avi,69,44.029,10.595
vqeghd1_src09_original-420p.avi,70,44.009,10.656
vqeghd1_src09_original-420p.avi,71,43.512,10.741
