input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,1,20.241,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,2,20.03,7.094
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,3,19.978,7.228
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,4,20.456,7.125
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,5,20.874,6.622
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,6,20.917,6.177
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,7,20.873,6.459
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,8,20.895,6.506
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,9,20.853,6.761
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,10,20.926,6.806
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,11,20.909,6.745
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,12,21.021,6.998
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,13,21.084,6.901
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,14,20.919,6.701
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,15,20.888,6.848
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,16,20.827,6.446
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,17,20.614,6.398
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,18,20.465,6.659
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,19,20.24,6.946
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,20,20.187,7.073
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,21,20.207,6.962
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,22,20.068,6.904
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,23,19.739,7.275
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,24,19.26,7.669
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,25,18.869,8.317
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,26,18.441,8.39
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,27,18.398,8.464
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,28,18.46,8.343
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,29,18.863,8.173
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,30,19.33,8.094
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,31,19.65,8.137
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,32,19.803,7.909
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,33,19.915,7.877
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,34,19.824,8.169
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,35,19.646,8.171
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,36,19.657,7.997
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,37,19.959,7.598
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,38,20.27,6.271
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,39,20.022,5.371
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,40,19.888,6.017
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,41,19.913,6.653
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,42,19.853,6.853
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,43,19.929,6.692
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,44,19.968,6.578
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_014171_014295.y4m,45,19.928,6.431
