input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,1,19.546,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,2,19.441,6.426
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,3,19.308,6.489
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,4,19.155,6.572
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,5,19.177,6.509
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,6,19.604,6.854
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,7,19.505,6.791
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,8,19.379,6.79
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,9,19.6,6.695
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,10,19.706,6.744
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,11,19.421,6.829
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,12,19.435,6.754
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,13,19.537,6.989
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,14,19.617,7.077
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,15,19.493,7.273
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,16,19.428,7.215
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,17,19.553,7.266
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,18,19.39,7.42
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,19,19.35,7.38
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,20,19.384,7.33
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,21,19.291,7.342
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,22,19.158,7.42
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,23,19.225,7.357
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,24,19.606,7.479
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,25,19.24,7.494
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011785_011915.y4m,26,19.25,7.138
