input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,1,19.058,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,2,19.056,15.436
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,3,19.837,16.098
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,4,19.701,16.295
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,5,19.932,17.903
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,6,19.79,18.788
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,7,19.198,16.599
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,8,19.154,16.188
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,9,18.275,17.089
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,10,17.648,19.318
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,11,17.862,18.993
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,12,18.73,17.112
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,13,18.606,16.384
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,14,17.905,16.848
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,15,18.382,16.771
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,16,18.969,15.442
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,17,19.949,15.109
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,18,21.396,14.725
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,19,22.729,14.444
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,20,23.982,14.149
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,21,24.598,12.726
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,22,24.685,12.589
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,23,24.743,11.097
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,24,24.737,10.734
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,25,24.191,11.456
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,26,23.656,12.854
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,27,23.357,14.018
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,28,22.982,15.352
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,29,23.125,16.111
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,30,23.068,16.563
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,31,22.859,14.911
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,32,23.073,15.287
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,33,23.118,15.57
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,34,23.14,14.174
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,35,23.521,13.449
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,36,23.582,13.042
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,37,23.542,12.513
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,38,23.498,11.661
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,39,23.435,12.539
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,40,23.141,14.299
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,41,23.151,14.653
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,42,22.97,15.463
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,43,23.464,15.114
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,44,23.787,14.935
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,45,23.842,13.186
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,46,23.428,13.539
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,47,23.944,13.654
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,48,24.004,13.908
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,49,23.79,13.86
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,50,23.865,13.52
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,51,24.073,13.026
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,52,24.016,12.853
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,53,23.719,13.379
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,54,23.457,13.969
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,55,23.276,14.284
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,56,23.018,14.134
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,57,23.24,13.684
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,58,23.339,14.362
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,59,23.502,14.493
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,60,24.045,14.34
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,61,24.571,13.424
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,62,24.493,13.649
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,63,24.317,14.071
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,64,23.776,14.612
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,65,24.185,14.569
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,66,24.366,13.773
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,67,23.523,13.971
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,68,22.947,14.87
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,69,22.701,14.885
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,70,22.285,15.097
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,71,22.846,15.028
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,72,23.566,14.389
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,73,24.13,13.117
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,74,24.232,13.232
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,75,23.901,13.88
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,76,23.771,14.439
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_003197_003273.y4m,77,23.579,14.596
