input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,1,27.852,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,2,27.837,7.025
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,3,27.826,7.075
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,4,27.801,7.144
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,5,27.776,7.188
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,6,27.773,7.192
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,7,27.785,7.178
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,8,27.777,7.165
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,9,27.784,7.159
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,10,27.806,7.14
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,11,27.826,7.078
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,12,27.835,7.009
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,13,27.848,6.99
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,14,27.847,6.943
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,15,27.852,6.879
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,16,27.856,6.866
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,17,27.892,6.859
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,18,27.883,6.848
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,19,27.917,6.835
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,20,27.94,6.831
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,21,27.954,6.764
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,22,27.949,6.767
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,23,27.961,6.838
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,24,27.955,6.886
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,25,27.962,6.91
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,26,27.959,6.898
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,27,27.95,6.931
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,28,27.938,6.947
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,29,27.94,6.926
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000954_001075.y4m,30,27.905,6.928
