input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,1,23.179,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,2,22.45,11.881
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,3,21.203,13.796
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,4,19.997,17.542
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,5,19.696,20.43
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,6,16.614,23.624
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,7,17.666,25.191
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,8,22.723,27.262
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,9,24.708,28.969
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,10,25.605,31.434
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,11,25.556,22.647
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,12,24.416,11.493
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,13,23.472,11.384
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,14,22.484,11.156
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,15,21.328,11.945
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,16,19.62,11.556
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,17,18.33,9.825
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,18,17.896,8.357
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,19,17.85,7.111
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,20,18.308,6.656
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,21,19.349,7.793
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,22,20.642,12.367
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,23,22.166,14.714
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,24,22.962,13.706
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,25,23.492,12.942
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,26,24.315,12.61
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,27,25.191,9.244
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,28,25.476,6.308
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,29,25.12,10.036
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,30,24.137,14.505
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,31,23.318,15.842
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,32,21.592,14.004
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,33,19.397,10.146
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,34,17.84,11.001
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,35,16.362,10.232
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,36,16.216,10.877
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,37,16.564,10.906
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,38,17.595,11.088
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,39,19.699,11.469
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,40,21.232,12.446
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,41,20.927,8.939
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,42,20.492,7.919
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,43,20.027,8.756
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,44,19.865,10.635
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,45,19.423,10.338
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,46,18.99,10.991
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,47,18.454,19.985
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,48,17.913,22.155
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,49,18.215,18.79
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005508_005575.y4m,50,16.706,17.936
