input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,1,38.501,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,2,38.213,18.737
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,3,38.052,18.061
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,4,37.912,16.771
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,5,38.046,14.461
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,6,37.66,15.426
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,7,36.976,14.879
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,8,36.412,15.286
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,9,35.906,16.094
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,10,35.331,16.327
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,11,34.883,17.268
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,12,34.819,18.864
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,13,35.2,18.507
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,14,35.139,15.68
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,15,33.973,17.072
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,16,33.16,17.86
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,17,33.132,15.007
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,18,34.387,15.521
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,19,35.211,14.691
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,20,36.11,13.843
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,21,36.642,13.79
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,22,36.823,13.46
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,23,37.043,13.104
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,24,37.294,13.092
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,25,37.399,11.443
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,26,37.236,10.873
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,27,36.971,10.386
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,28,36.561,11.131
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,29,36.155,12.317
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,30,35.735,12.389
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,31,35.511,12.833
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,32,35.473,13.72
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,33,35.67,14.07
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,34,35.785,14.497
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,35,35.689,14.507
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,36,35.64,14.457
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,37,35.485,13.364
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,38,35.342,14.181
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,39,35.17,13.11
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,40,35.015,12.589
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,41,34.906,11.87
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,42,35.337,11.86
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,43,35.955,11.775
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,44,35.625,11.276
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,45,35.207,11.384
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,46,35.031,11.406
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,47,35.262,11.384
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,48,34.829,10.88
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,49,34.524,10.728
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,50,34.341,10.615
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,51,33.859,10.206
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,52,33.056,10.003
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,53,32.586,10.15
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,54,32.406,10.195
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,55,32.054,10.189
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,56,31.659,10.328
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,57,31.337,10.521
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,58,30.996,10.122
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,59,30.631,10.174
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,60,30.442,10.307
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,61,30.257,10.036
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,62,30.225,10.156
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,63,30.162,10.409
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,64,30.129,10.495
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,65,29.906,10.557
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,66,29.61,10.806
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,67,29.612,11.676
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,68,29.649,12.282
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,69,29.604,12.505
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,70,29.528,12.245
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,71,29.519,11.891
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,72,29.581,11.912
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,73,29.693,11.709
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,74,30.016,12.858
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,75,30.275,12.9
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,76,30.38,11.497
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,77,30.332,10.972
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,78,30.015,10.238
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,79,29.84,9.628
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,80,29.698,9.696
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,81,29.723,9.696
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,82,29.542,11.167
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,83,29.437,11.536
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,84,29.426,10.202
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,85,29.609,11.897
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,86,29.929,10.119
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,87,30.266,11.394
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,88,30.558,9.853
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,89,30.793,9.804
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,90,30.849,10.287
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,91,30.833,9.924
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,92,30.724,10.269
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,93,30.859,9.429
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,94,30.885,9.381
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,95,30.994,10.072
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_007983_008078.y4m,96,31.169,9.907
