input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,1,10.546,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,2,10.6,8.256
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,3,10.587,8.245
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,4,10.663,8.252
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,5,10.672,8.263
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,6,10.622,8.219
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,7,10.481,8.701
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,8,10.374,9.619
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,9,10.228,11.111
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,10,10.154,11.427
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,11,10.214,11.661
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,12,9.987,13.211
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,13,9.398,13.327
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,14,8.784,13.369
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,15,8.21,12.521
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,16,7.826,12.571
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,17,7.448,12.323
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,18,7.04,12.072
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,19,7.008,11.605
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,20,7.118,11.012
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,21,7.329,10.269
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,22,7.823,9.517
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,23,8.195,9.183
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,24,8.345,9.219
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,25,8.573,9.193
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,26,8.706,9.252
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,27,9.027,9.304
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,28,9.488,8.824
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,29,9.423,7.828
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,30,9.152,7.364
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,31,8.907,7.773
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,32,8.772,8.087
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,33,8.62,8.408
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,34,8.554,8.736
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,35,8.486,8.988
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,36,8.449,8.855
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,37,8.342,9.072
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,38,8.239,8.994
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,39,8.233,8.906
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,40,8.285,8.838
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_002454_002539.y4m,41,8.253,8.57
