input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,1,42.77,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,2,42.787,5.587
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,3,42.802,5.016
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,4,42.839,4.729
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,5,42.859,4.733
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,6,42.89,4.857
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,7,42.899,5.114
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,8,42.918,5.248
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,9,42.947,5.248
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,10,42.955,5.229
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,11,42.925,5.309
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,12,42.956,5.357
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,13,42.984,5.226
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,14,42.976,5.148
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,15,42.946,5.234
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,16,42.976,5.156
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,17,42.989,5.141
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,18,42.986,5.334
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,19,42.991,5.341
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,20,42.973,5.245
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,21,42.962,5.191
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,22,42.963,5.079
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,23,43.006,5.027
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,24,42.999,4.916
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,25,42.993,4.848
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,26,42.991,4.965
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,27,42.989,5.047
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,28,42.999,5.109
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,29,42.983,5.293
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,30,42.966,5.368
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,31,42.967,5.302
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,32,42.95,5.23
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,33,42.958,5.206
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,34,42.88,5.205
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,35,42.914,5.343
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,36,42.895,5.451
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,37,42.885,5.466
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,38,42.878,5.554
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,39,42.908,5.531
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,40,42.89,5.533
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,41,42.896,5.486
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,42,42.914,5.256
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,43,42.909,5.291
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,44,42.894,5.544
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,45,42.892,5.552
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,46,42.891,5.517
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,47,42.902,5.704
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,48,42.888,5.582
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,49,42.912,5.337
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,50,42.903,5.458
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,51,42.885,5.679
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,52,42.83,5.834
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,53,42.84,5.867
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,54,42.816,5.903
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,55,42.827,6.303
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,56,42.839,6.549
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,57,42.833,6.806
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,58,42.754,7.322
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,59,42.693,7.284
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,60,42.721,7.319
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,61,42.722,7.543
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,62,42.724,7.588
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,63,42.733,7.446
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,64,42.715,7.409
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,65,42.735,7.633
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,66,42.759,7.519
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,67,42.751,7.489
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,68,42.723,7.602
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,69,42.706,7.519
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,70,42.685,7.283
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,71,42.677,7.386
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,72,42.656,7.377
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,73,42.649,7.421
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,74,42.654,7.575
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,75,42.662,7.584
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,76,42.642,7.331
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,77,42.634,6.91
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,78,42.63,6.764
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,79,42.66,6.52
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,80,42.68,6.188
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,81,42.617,5.995
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,82,42.567,5.977
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,83,42.562,6.05
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,84,42.591,6.184
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,85,42.577,6.254
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,86,42.528,6.374
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,87,42.516,6.315
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,88,42.529,6.178
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_005968_006063.y4m,89,42.521,6.027
