input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,1,14.22,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,2,14.081,8.813
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,3,13.96,8.923
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,4,13.849,8.925
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,5,13.845,9.288
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,6,13.642,9.698
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,7,13.349,9.392
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,8,13.335,9.272
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,9,13.332,9.065
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,10,13.319,8.81
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,11,13.13,8.882
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,12,12.958,8.917
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,13,12.883,8.953
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,14,12.823,8.581
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,15,12.887,8.264
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,16,12.871,8.066
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,17,12.983,8.212
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,18,13.009,8.046
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,19,13.074,8.056
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,20,13.146,8.147
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,21,13.351,7.949
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,22,13.575,8.168
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,23,13.766,8.445
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,24,13.919,8.616
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,25,14.068,8.598
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,26,14.173,8.663
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,27,14.243,8.619
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,28,14.242,8.812
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,29,14.254,8.332
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,30,14.534,8.468
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,31,14.394,8.68
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,32,14.253,9.15
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,33,14.198,9.332
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,34,14.216,9.502
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,35,14.18,9.158
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,36,14.396,9.381
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,37,14.336,9.947
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,38,14.237,9.753
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,39,14.44,9.569
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,40,14.723,9.668
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_011549_011666.y4m,41,14.801,10.169
