input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,1,19.319,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,2,19.379,5.251
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,3,19.422,5.308
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,4,19.408,5.237
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,5,19.401,5.071
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,6,19.347,4.902
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,7,19.333,4.937
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,8,19.207,4.568
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,9,19.128,4.278
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,10,19.091,4.282
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,11,19.156,4.662
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,12,19.052,4.66
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,13,18.953,4.889
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,14,19.021,4.987
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,15,19.231,5.369
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,16,19.11,5.471
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,17,19.203,5.283
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,18,19.314,5.296
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,19,19.39,5.309
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,20,19.443,5.734
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,21,19.497,5.906
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,22,19.518,5.886
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,23,19.544,6.123
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,24,19.388,6.254
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,25,19.335,6.812
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,26,19.207,6.909
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,27,19.151,7.106
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,28,19.166,7.074
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,29,19.13,7.276
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,30,19.15,7.213
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,31,18.979,7.314
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,32,18.758,7.611
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,33,18.873,7.451
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000330_000455.y4m,34,18.783,7.351
