input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,1,19.201,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,2,19.806,9.997
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,3,18.253,10.821
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,4,15.602,16.116
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,5,14.983,19.665
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,6,15.411,19.828
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,7,16.675,19.357
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,8,18.189,18.588
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,9,18.614,18.207
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,10,18.862,18.288
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,11,19.204,17.897
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,12,15.751,17.478
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,13,14.679,18.696
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,14,16.004,18.832
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,15,19.6,18.04
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,16,18.766,16.871
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,17,18.764,17.358
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,18,19.793,16.101
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,19,19.723,14.027
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,20,18.551,15.837
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,21,20.237,16.685
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,22,19.113,17.761
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,23,18.328,18.119
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,24,16.737,15.761
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,25,16.904,13.003
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,26,21.065,11.853
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,27,17.191,11.164
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,28,16.409,12.844
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,29,19.522,12.058
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,30,20.647,10.609
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,31,18.808,11.887
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,32,19.443,11.954
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,33,17.217,12.036
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,34,15.786,13.676
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,35,16.016,13.628
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,36,18.533,12.547
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_001076_001181.y4m,37,17.63,12.345
