input_file,n,si,ti
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,1,20.863,
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,2,21.337,7.206
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,3,21.38,6.669
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,4,21.512,6.494
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,5,21.62,6.295
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,6,21.569,6.407
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,7,21.686,6.6
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,8,21.752,5.619
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,9,21.711,5.673
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,10,21.814,5.195
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,11,21.882,5.269
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,12,21.837,5.386
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,13,21.791,5.383
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,14,21.954,5.579
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,15,21.979,5.62
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,16,22.011,5.64
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,17,22.118,5.349
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,18,22.058,5.326
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,19,22.012,5.569
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,20,22.037,6.072
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,21,22.031,6.43
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,22,21.989,6.594
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,23,21.857,6.461
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,24,21.766,6.394
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,25,21.807,6.567
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,26,21.801,6.313
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,27,21.727,6.221
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,28,21.662,6.041
NETFLIX_ElFuente_1920x1080_14296frames_2997fps_000205_000329.y4m,29,21.662,6.295
