input_file,si,ti,n
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,0.0,0.0,1
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,3.488,3.769,2
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,6.52,4.225,3
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,9.66,3.601,4
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,12.969,3.619,5
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,16.238,3.569,6
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,19.367,3.925,7
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,22.639,3.665,8
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,25.913,3.777,9
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,29.204,3.718,10
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,32.335,3.866,11
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,35.538,3.818,12
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.854,3.734,13
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.864,0.878,14
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.871,0.443,15
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.863,0.38,16
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.881,0.48,17
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.874,0.719,18
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.867,0.441,19
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.856,0.427,20
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.884,0.535,21
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.869,0.575,22
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.865,0.43,23
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.866,0.376,24
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.876,0.468,25
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.862,0.586,26
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_750kbps_360p_59.94fps_h264.mp4,38.864,0.432,27
