input_file,si,ti,n
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.512,0.0,1
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.425,2.286,2
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.516,2.382,3
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.523,2.408,4
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.659,2.304,5
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.487,2.822,6
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.521,2.343,7
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.552,1.973,8
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.669,3.009,9
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,31.726,3.562,10
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.126,4.063,11
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.266,2.951,12
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.525,3.535,13
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.597,3.173,14
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.854,2.148,15
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.937,1.574,16
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,33.032,3.899,17
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.834,5.409,18
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.86,6.292,19
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.801,6.062,20
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.936,4.482,21
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.774,3.875,22
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.986,3.078,23
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.984,3.891,24
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,33.241,4.303,25
/media/data01/AVT-VQDB-UHD-1/segments/cutting_orange_tuil_8s_97kbps_360p_59.94fps_h264.mp4,32.513,5.042,26
