input_file,si,ti,n
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.821,0.0,1
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.57,0.611,2
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.545,0.527,3
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.513,0.511,4
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.623,0.544,5
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.441,0.588,6
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.419,0.523,7
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.38,0.495,8
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.476,0.52,9
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.34,0.564,10
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.317,0.517,11
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.303,0.51,12
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.384,0.555,13
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.269,0.532,14
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.256,0.485,15
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.235,0.475,16
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.312,0.508,17
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.222,0.524,18
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.22,0.493,19
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.202,0.477,20
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.264,0.502,21
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.18,0.496,22
/media/data01/AVT-VQDB-UHD-1/segments/Dancers_8s_5557kbps_1080p_60.0fps_h264.mp4,11.173,0.455,23
